boxID,magnification,imageName,specimenNR,formation,colony.id,zooid.id,zh,oh,ow.m,ow.b,o.side,mpw.b,cw.m,cw.b,cw.d,c.side,zh.zw,oh.ow,area,ln.zh,ln.mpw.b,ln.cw.m,ln.cw.d,ln.ow.m,ln.oh,ln.o.side,ln.c.side,ln.area
362_1286_615_636,x30,827_CC_1_10v_x30_BSE,827CC,Tainui,827CC,362_1286_615_636_827_CC_1_10v_x30_BSE.tif,811.9750945,0.098888126,532.5739823,401.4210834,362.7263509,276.1895144,488.9531114,268.3281979,526.7749596,314.1724986,1.541407919,0.00018568,157077.174,6.699469668,5.621087276,6.192266598,6.266773436,6.277721822,-2.313766113,5.893648696,5.749942194,11.96449252
149_1506_592_624,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,149_1506_592_624_NA,818.1374369,0.082115854,532.7989063,486.0261252,298.3464063,328.681225,708.0457935,420.7953148,661.9445216,407.7596744,1.235960734,0.000154122,198880.9136,6.707030338,5.79508836,6.562508772,6.495181748,6.278144067,-2.499624177,5.698255249,6.010677967,12.2004615
664_1395_606_636,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,664_1395_606_636_NA,755.8566403,0.078417029,577.6166872,519.7915029,292.5798257,325.8229827,723.9166912,426.5987758,705.0917801,363.5893435,1.071997521,0.00013576,195717.8034,6.627851729,5.786354236,6.584676318,6.558327979,6.358910478,-2.545714167,5.678737538,5.896025054,12.18442912
440_975_571_639,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,440_975_571_639_NA,777.7758327,0.079834654,545.1142237,480.288742,266.3218341,337.4173883,674.029288,396.8981344,661.6009381,401.5739748,1.175596629,0.000146455,188971.2802,6.65643835,5.821320705,6.513273564,6.494662562,6.300995358,-2.527797604,5.58470548,5.995391763,12.14935033
973_1820_596_620,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,973_1820_596_620_NA,716.3502994,0.080441089,543.9866026,506.5361544,285.7096204,336.771149,730.2180639,426.2731107,692.0706305,347.5095151,1.035082646,0.000147873,182062.7568,6.574169292,5.819403617,6.593343207,6.539688018,6.298924619,-2.52023017,5.654975982,5.850792046,12.11210672
75_756_434_725,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,75_756_434_725_NA,924.3531575,0.086961865,491.3447736,428.1820508,286.9211337,283.2377383,497.8578211,255.3280445,539.1672722,480.6888623,1.714408877,0.000176987,183023.4341,6.829094204,5.64628661,6.210314536,6.290025861,6.197146068,-2.442285595,5.659207383,6.175220205,12.11736948
965_965_487_623,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,965_965_487_623_NA,886.3245068,0.086456655,513.8800389,449.2814805,289.9198699,297.487729,618.431126,328.4491699,601.4800554,455.4695188,1.473572563,0.000168243,195775.9036,6.787083144,5.695372977,6.427185829,6.399393377,6.241989851,-2.448112087,5.669604574,6.121328796,12.18472593
513_233_388_636,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,513_233_388_636_NA,864.8628042,0.101696718,425.080074,374.7037519,330.7904965,245.392355,419.093186,208.1694778,484.8509449,397.2615921,1.783770483,0.000239241,153992.9058,6.762570886,5.502858378,6.038093296,6.183841514,6.052277561,-2.285760251,5.801485234,5.984594986,11.94466181
1183_1345_518_542,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,1183_1345_518_542_NA,670.7793933,0.082460471,515.0444971,469.7756359,265.6284486,329.537582,542.0233205,300.4931918,590.6784059,308.610431,1.135608457,0.000160104,145504.376,6.50844031,5.797690405,6.295309027,6.381271717,6.244253299,-2.495436238,5.582098523,5.73207974,11.88796144
187_393_406_664,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,187_393_406_664_NA,918.1919118,0.093623961,422.9865769,368.0792851,281.7859384,254.3182158,412.594056,189.8837363,473.7468285,483.928778,1.938148937,0.00022134,159744.1735,6.822406423,5.538586301,6.022464194,6.160673062,6.047340445,-2.368468931,5.641147699,6.181937743,11.9813289
714_569_463_617,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,714_569_463_617_NA,819.0821417,0.091731429,477.0004571,412.5445544,319.0782997,257.5103525,510.4240751,286.1644976,541.980616,393.4924905,1.511275713,0.000192309,163025.8449,6.708184374,5.551059923,6.2352419,6.295230237,6.167517449,-2.388890218,5.765436526,5.975061984,12.00166403
15_28_440_612,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,15_28_440_612_NA,844.0880374,0.101446442,439.5885982,380.2260945,344.1282142,233.3977439,497.8824333,290.7710632,505.7614446,381.052416,1.668945006,0.000230776,156775.6871,6.738256799,5.452744054,6.210363971,6.226065105,6.085839286,-2.288224286,5.841014304,5.94293694,11.96257132
498_1938_475_557,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,498_1938_475_557_NA,858.8280618,0.09037798,521.8540875,440.1333793,291.1406175,283.5212092,511.9582113,218.8320406,565.4289887,447.1490365,1.518896411,0.000173186,178332.1088,6.755568741,5.647286932,6.238243003,6.337584715,6.257388023,-2.40375462,5.673806372,6.102891954,12.09140287
38_2049_460_485,NA,1214_CC_1_15v_x30_BSE,NA,modern,1214CC,38_2049_460_485_NA,940.7561669,0.07402017,705.4141811,604.4493863,409.7413284,287.0006543,671.9232037,401.8617697,755.4980971,416.1423267,1.245213152,0.000104932,261009.1288,6.846683985,5.659484495,6.510144054,6.627377263,6.558785121,-2.60341766,6.015526054,6.031027333,12.47231066
10_870_496_628,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,10_870_496_628_NA,838.9332481,0.088544783,528.8051571,454.8023631,333.5210348,302.7546922,558.977415,310.3100103,581.3852431,386.1359583,1.442990269,0.000167443,179116.9391,6.732131142,5.712922881,6.32610907,6.365413606,6.270620041,-2.424246827,5.809705936,5.956189531,12.09579416
269_1268_483_625,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,269_1268_483_625_NA,804.063965,0.097005108,486.2697804,413.7309578,352.2646805,274.4239803,558.1681644,343.5554794,554.6125819,351.7031745,1.449775918,0.000199488,163766.6877,6.689678824,5.614674284,6.324660287,6.318269819,6.186763574,-2.332991645,5.864382826,5.862787566,12.00619806
365_510_466_606,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,365_510_466_606_NA,853.3842383,0.089974686,520.3255784,443.7011124,326.6545591,299.9126683,524.0046979,257.785143,558.977415,409.7737636,1.526688226,0.00017292,175179.8405,6.749209901,5.703491327,6.26150065,6.32610907,6.254454728,-2.408226916,5.788903218,6.015605211,12.07356839
561_868_513_635,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,561_868_513_635_NA,812.0186902,0.097357204,485.9056529,411.3547293,365.9589377,277.7968384,538.3813523,287.4509781,578.0313947,351.5093358,1.404800324,0.000200362,172370.4045,6.699523357,5.62689005,6.288567142,6.359628183,6.186014475,-2.329368546,5.902521135,5.862236271,12.05740095
806_1291_489_671,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,806_1291_489_671_NA,843.7250321,0.098810089,498.016412,403.4037559,352.4845923,265.1071117,539.7956886,347.0097325,520.5113291,366.1956092,1.620954214,0.000198407,161278.4604,6.73782665,5.580133939,6.291190714,6.254811654,6.210633032,-2.314555561,5.865006911,5.903167642,11.99088772
647_1668_491_643,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,647_1668_491_643_NA,806.431102,0.099954738,468.9372967,383.3500619,330.1701387,221.1282695,465.3933455,256.6736072,491.8848241,346.9736351,1.639471401,0.000213152,145671.9524,6.692618465,5.398742938,6.142882952,6.198244592,6.150469064,-2.303037819,5.799608093,5.849248798,11.88911247
1112_922_458_690,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,1112_922_458_690_NA,1062.227,0.104186081,489.7210486,394.3100297,379.5252903,216.2282948,475.2933605,242.7257559,511.3195473,517.2829178,2.077423023,0.000212746,199459.6167,6.968122926,5.37633477,6.163932214,6.236994732,6.19383594,-2.261576737,5.938921236,6.248589955,12.20336707
542_87_546_668,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,542_87_546_668_NA,920.3276684,0.096240966,502.9999645,398.6335569,325.493652,247.909492,508.4222419,219.7137555,539.1495952,463.2779624,1.706998719,0.000191334,182220.4062,6.824729768,5.513063728,6.231312287,6.289993075,6.220590099,-2.340900172,5.785342959,6.138327225,12.11297226
447_2021_491_603,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,447_2021_491_603_NA,805.8906551,0.094913045,497.9070443,416.1688691,350.5310669,290.4477942,520.5584103,313.5356956,545.5536388,340.005254,1.477197837,0.000190624,161457.7236,6.69194807,5.67142385,6.254902101,6.30180113,6.210413402,-2.354794127,5.859449338,5.828961071,11.99199861
929_525_490_631,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,929_525_490_631_NA,883.6044299,0.09109304,527.9754481,448.8084823,358.0225217,295.7158327,510.0318116,263.0189111,560.5535509,396.6430084,1.5763069,0.000172533,181894.7821,6.784009485,5.689398968,6.2344731,6.328924779,6.269049783,-2.395873873,5.880595894,5.983036653,12.11118368
94_1664_466_648,NA,1214_CC_2_15v_x30_BSE,NA,modern,1214CC,94_1664_466_648_NA,890.3951582,0.095774823,513.4665514,424.0924092,376.6471877,293.7479135,512.6146722,300.6834319,541.5056165,374.5856439,1.644295333,0.000186526,177064.2987,6.791665362,5.682721963,6.239524437,6.294353439,6.241184889,-2.345755436,5.931308908,5.925820466,12.08426821
291_1581_432_696,NA,1201_CC_1_15v_x30_BSE,NA,modern,1201CC,291_1581_432_696_NA,849.8365856,0.098357995,482.7628193,406.6945425,346.2341608,289.2499694,495.2089952,280.2804188,505.7291393,384.2859886,1.680418468,0.00020374,157833.3046,6.745044079,5.66729126,6.204979886,6.226001228,6.179525476,-2.319141445,5.847115312,5.951387037,11.96929472
115_944_706_755,NA,1201_CC_1_15v_x30_BSE,NA,modern,1201CC,115_944_706_755_NA,769.3751713,0.079145891,583.3000723,518.6980787,308.5715194,293.423284,703.274311,407.2198042,707.4051681,356.8454177,1.087601852,0.000135686,199871.8552,6.64557872,5.681616222,6.555747016,6.561603583,6.368701758,-2.536462414,5.731953646,5.877302684,12.20543172
657_1802_549_638,NA,1201_CC_1_15v_x30_BSE,NA,modern,1201CC,657_1802_549_638_NA,886.545684,0.092784891,505.9740699,425.4802579,331.4275738,301.6238046,581.1978642,340.8020254,582.9918803,442.7759151,1.52068273,0.000183379,189805.5356,6.787332657,5.709180561,6.365091257,6.368173259,6.226485423,-2.377471468,5.803409306,6.093063807,12.15375533
301_1400_471_571,NA,1201_CC_2_15v_x30_BSE,NA,modern,1201CC,301_1400_471_571_NA,766.488772,0.104940234,422.2133507,351.2371489,313.0825468,257.7640157,482.3819323,244.012485,481.4524348,354.8096585,1.592034263,0.000248548,135520.3246,6.64182005,5.552044499,6.178736191,6.176807441,6.045510757,-2.254364287,5.746466884,5.871581473,11.8168769
805_1304_433_567,NA,1201_CC_2_15v_x30_BSE,NA,modern,1201CC,805_1304_433_567_NA,769.4954979,0.10762813,406.6811512,335.7143014,287.4917233,240.7771151,469.1724148,234.3060004,458.7933589,378.8076066,1.67721586,0.00026465,129648.786,6.645735103,5.483871672,6.150970323,6.12859991,6.008029466,-2.229073233,5.661194071,5.937028442,11.77258443
406_998_466_691,NA,1201_CC_2_15v_x30_BSE,NA,modern,1201CC,406_998_466_691_NA,845.2099466,0.102764093,443.9465291,366.3960942,320.7710556,258.6130275,420.6140826,191.9092962,461.9577945,381.7745576,1.829625902,0.000231479,143387.782,6.739585054,5.555332842,6.041715745,6.135473533,6.095704125,-2.275319277,5.770727646,5.944830271,11.873308
958_902_432_562,NA,1201_CC_2_15v_x30_BSE,NA,modern,1201CC,958_902_432_562_NA,749.2203502,0.102404493,434.5483282,346.4599951,263.4809392,248.6005226,414.5200069,224.8103811,431.6056995,351.2992861,1.73589077,0.000235657,118752.2876,6.619033133,5.515847281,6.027121241,6.067512439,6.074307166,-2.278824692,5.573981028,5.861638527,11.68479499
80_569_501_732,NA,1217_CC_1_15v_x30_BSE,NA,modern,1217CC,80_569_501_732_NA,945.6295068,0.089542505,546.1447925,449.5299082,377.2289544,250.7490766,528.539895,322.2050196,570.7996883,434.4011495,1.656674883,0.000163954,198221.1497,6.85185085,5.524452744,6.27011829,6.34703834,6.302884128,-2.413041851,5.932852309,6.073968415,12.1971386
302_1035_605_685,NA,1217_CC_1_15v_x30_BSE,NA,modern,1217CC,302_1035_605_685_NA,905.2249393,0.083394012,639.4235067,504.759018,380.108289,273.7981325,706.9835395,415.3763965,688.7991192,407.0563246,1.314207458,0.000130421,228978.308,6.808183465,5.612391092,6.561007383,6.534949674,6.460567,-2.484178768,5.940456183,6.008951565,12.34138255
863_1030_504_774,NA,1217_CC_1_15v_x30_BSE,NA,modern,1217CC,863_1030_504_774_NA,952.2310078,0.09023306,582.5666815,449.8750554,369.2187643,239.2739274,451.4701906,245.4811125,532.0854679,433.714786,1.7896204,0.000154889,186066.833,6.858807661,5.477609035,6.112509348,6.27680413,6.367443654,-2.405359399,5.911389326,6.072387143,12.13386121
536_275_407_746,NA,1217_CC_1_15v_x30_BSE,NA,modern,1217CC,536_275_407_746_NA,1026.287228,0.10578324,469.0940552,392.1703176,411.6641682,202.2916557,494.5927486,314.6973282,490.5682766,439.9536306,2.092037495,0.000225505,184890.0897,6.933702936,5.309710496,6.203734694,6.195564467,6.150803293,-2.246363187,6.020207891,6.086669336,12.12751682
933_1403_569_706,NA,1217_CC_2_15v_x30_BSE,NA,modern,1217CC,933_1403_569_706_NA,958.4674931,0.094731255,581.4625193,437.6049705,392.5873799,225.7833422,577.3832834,342.1576474,559.6663043,420.6821912,1.71256959,0.000162919,196993.4548,6.865335648,5.419575877,6.358506315,6.327340721,6.365546515,-2.356711286,5.972759136,6.041877658,12.19092578
627_1809_512_771,NA,1217_CC_2_15v_x30_BSE,NA,modern,1217CC,627_1809_512_771_NA,1116.274126,0.103633142,534.6560119,408.7382466,427.220795,203.0440715,477.4883001,260.7312946,510.3813944,507.3819257,2.187137184,0.000193831,209223.7302,7.017751745,5.313423056,6.168539657,6.235158278,6.281623572,-2.2668981,6.057300964,6.229264025,12.25115944
57_1689_524_670,NA,1217_CC_2_15v_x30_BSE,NA,modern,1217CC,57_1689_524_670_NA,897.6928024,0.095873687,564.3950347,431.8327674,393.0668646,226.6740572,579.7365786,339.3567466,594.0800326,395.8297454,1.511063751,0.00016987,195847.4617,6.799827919,5.423513114,6.362573826,6.387014045,6.335754422,-2.344723718,5.973979736,5.980984183,12.18509138
362_1304_522_661,NA,1217_CC_2_15v_x30_BSE,NA,modern,1217CC,362_1304_522_661_NA,871.8994748,0.100691413,552.0363106,408.3950056,393.254175,190.6351305,542.8641634,337.7521379,545.6559517,362.7089669,1.597892357,0.0001824,174715.1482,6.770674136,5.25036129,6.296859129,6.301988652,6.313613824,-2.29569476,5.974456159,5.893600769,12.0709122
127_961_415_670,NA,1217_CC_2_15v_x30_BSE,NA,modern,1217CC,127_961_415_670_NA,927.8638856,0.116484997,472.2961391,357.2940708,424.3237728,176.9450949,463.8402229,302.0523278,452.1482258,336.1048718,2.052123248,0.000246636,154067.2571,6.832885047,5.175839486,6.139540146,6.114010059,6.157606202,-2.149992799,6.050496779,5.81742323,11.94514452
479_624_385_687,NA,1217_CC_2_15v_x30_BSE,NA,modern,1217CC,479_624_385_687_NA,980.5535464,0.115911894,473.8301655,355.1690305,428.8559441,164.1976382,353.3203303,200.2351328,399.9157129,360.1296759,2.451900525,0.000244628,144007.4735,6.888117256,5.101070813,5.867375097,5.991253807,6.160848957,-2.154924912,6.061121068,5.886464178,11.87762048
1116_564_526_724,NA,1217_CC_2_15v_x30_BSE,NA,modern,1217CC,1116_564_526_724_NA,962.4551209,0.097846978,556.8983,437.6516376,439.6768726,252.5992491,546.7328167,326.9867666,543.2953741,368.8987603,1.771513557,0.0001757,192026.7551,6.869487437,5.531804237,6.303960231,6.297653139,6.322382638,-2.324350468,6.086040077,5.910522244,12.16538999
1015_1226_467_725,NA,1217_CC_3_15v_x30_BSE,NA,modern,1217CC,1015_1226_467_725_NA,934.5719441,0.112359635,474.4274645,357.6901588,400.1038019,153.0033146,407.7744405,229.0640654,452.4823488,388.9119234,2.065432931,0.000236832,155295.7712,6.840088611,5.030459585,6.01071418,6.114748754,6.162108739,-2.186050522,5.991724018,5.9633529,11.95308678
207_1833_449_693,NA,1217_CC_3_15v_x30_BSE,NA,modern,1217CC,207_1833_449_693_NA,917.0063654,0.109444258,493.5759146,379.8965159,413.8075956,189.7761514,485.1737718,310.5117752,488.4488449,364.629237,1.877384654,0.000221737,164488.9338,6.821114414,5.245845227,6.184507119,6.191234747,6.201676676,-2.212339915,6.025401121,5.898881048,12.01059858
258_1204_401_792,NA,1217_CC_3_15v_x30_BSE,NA,modern,1217CC,258_1204_401_792_NA,1152.553736,0.110773451,498.352567,376.2412425,435.8262884,193.0975128,344.9200165,165.2226435,426.6657936,508.0382747,2.701303347,0.000222279,180590.2327,7.0497354,5.263195309,5.843312554,6.056001022,6.211307792,-2.200268143,6.077243743,6.230556789,12.10398584
610_911_368_805,NA,1217_CC_3_15v_x30_BSE,NA,modern,1217CC,610_911_368_805_NA,1159.211268,0.120533114,446.3261693,335.6777991,424.3084064,169.4776512,287.8343819,134.8902661,366.1767855,508.7812373,3.165714796,0.000270056,155882.9623,7.055495111,5.132721067,5.662385252,5.903116237,6.101050006,-2.11583076,6.050460564,6.232018135,11.95686076
