"boxID","magnification","imageName","specimenNR","formation","zh","oh","ow.m","ow.b","mpw.b","cw.m","cw.b","cw.d","zh.zw","oh.ow"
"295_479_213_303","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",405.886926608873,0.134916549518932,245.009219833184,199.731327341753,79.3453153806687,205.907270723618,109.222975203782,248.61147583148,1.63261541025565,0.000550659071567964
"438_353_191_259","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",361.178866671687,0.15054495358715,211.485241220731,166.208565607201,73.0745538794869,181.638124169201,94.6941698706507,209.960398010941,1.72022376644983,0.000711846144526102
"71_806_241_303","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",408.154898804828,0.134681752867637,239.279617549275,201.320132013201,89.1700071690185,228.206545972596,129.230152903568,255.860733189582,1.5952228922224,0.000562863457602699
"218_246_232_285","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",344.647541261678,0.133510818294516,238.384599702252,198.95954132428,80.6557716821778,217.94675882639,135.93594274996,241.539293206344,1.4268798119205,0.000560064779609397
"453_170_250_297","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",409.360676612874,0.141720464005215,224.737693547633,179.466351476205,70.6301470595138,205.642608312533,113.23787765213,226.656036932807,1.8060876831365,0.00063060389099872
"218_990_205_283","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",399.915712889801,0.161144785775876,217.076683423334,171.625095018463,79.4824724672759,200.221533136623,133.704104943595,217.402586931071,1.83951680858607,0.000742340371313017
"473_976_177_300","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",361.909442235335,0.182229704452061,178.072609218072,133.040556902616,68.9524172137828,148.331386496662,90.9389157323753,165.782052596039,2.18304355971029,0.00102334494480787
"685_369_211_231","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",326.786840861096,0.142272665761976,225.112993106072,173.777341477238,75.566027338979,180.894518264428,107.577597445588,208.215255889239,1.5694663653029,0.000632005571064207
"231_50_254_303","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",383.016062057123,0.1236532404865,253.164571611315,227.603163690649,96.8128062301824,249.916933340119,153.110061079388,269.588686493325,1.42074234286017,0.000488430271658804
"56_341_218_288","x30","077_CV_3_15v_x30_BSE","077CV","NKBS",378.848563164096,0.135561162493539,239.023426400744,199.287744791015,91.5358300221694,223.089860413854,122.879136575125,241.815341422175,1.56668539281253,0.000567145925965678
"47_882_218_278","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",379.021028376291,0.14250308521977,197.310335219327,174.901923461863,91.2826183890385,188.126049307829,106.240386817293,215.117222976613,1.76192786022296,0.000722228184658272
"276_523_206_269","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",356.680028676074,0.151414169212029,201.489135360582,169.96699669967,77.5577557755776,199.007438041998,112.623006803641,211.32423225851,1.68783307462701,0.000751475601605318
"520_514_231_276","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",371.814806547038,0.152345276374,192.440656595554,166.200373755963,83.3129079958042,164.19763823902,77.7155896984595,202.13679513685,1.83942169606139,0.000791648080343951
"419_677_210_246","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",322.977385950198,0.141681869257798,212.864891044186,181.787978269576,89.1241888870678,197.779006509583,120.597599937911,221.054371181285,1.46107667640432,0.000665595291749583
"548_236_185_320","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",369.592760204649,0.171024870293849,169.902900535724,136.525602586621,66.3358126806659,158.97350962543,77.3468095396565,171.529871174429,2.15468453205337,0.00100660359390327
"180_688_231_267","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",321.6509845105,0.132838823512405,212.461549534515,193.076358789158,101.240010892264,228.713109406055,141.424051888223,243.207677517345,1.32253631050591,0.000625237007841861
"291_859_191_261","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",333.892450077569,0.149625035257218,195.59850810445,162.254106313952,91.2975326311753,167.668459351558,93.8710406160257,181.877831464751,1.83580619687716,0.000764960002544178
"341_328_260_285","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",358.815092863568,0.139231156357113,209.388970124323,181.345552504109,94.7660331046946,246.957545938606,156.173974522519,244.898054119733,1.46516106121504,0.000664940260580322
"579_983_204_246","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",345.077874627053,0.16139615128457,190.284849114892,157.735406116902,88.8027989905855,165.708121592517,81.1941557765184,189.158150242998,1.8242823488375,0.000848181828639021
"113_401_177_279","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",353.601524398964,0.162792646970872,184.825848509481,148.551517292764,67.6567656765677,176.22804389236,97.6947862416877,186.534349825394,1.89563758487353,0.000880789393278624
"190_1013_218_247","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",358.663280924356,0.143805062202557,202.244536790252,175.383897763517,85.5861549827719,181.405605673237,96.5734316065976,212.666517010132,1.68650564257498,0.000711045472401051
"430_40_224_281","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",378.535769687481,0.154336429150307,184.183846736468,162.731707288086,81.4118573171222,214.806867759547,114.624125325493,224.446708064941,1.6865284991302,0.000837947691314822
"542_830_189_240","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",353.497547167679,0.161897570755608,186.709444685433,152.82523802409,78.2394032417802,152.030268069716,82.4752409214508,184.530952671854,1.91565448532796,0.000867109701002923
"290_118_244_299","x30","078_CV_1_15v_x30_BSE","078CV","NKBS",391.343165729489,0.148626523006306,197.310335219327,166.110236729177,97.7365867654181,181.555651692002,105.261903853578,211.066362446462,1.85412379875905,0.000753262736293542
"95_645_233_265","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",330.037128687088,0.143050186873279,224.082444841821,185.002560380147,95.766456294039,235.025444025744,147.198049363688,242.366494623593,1.36172753251084,0.000638381944530538
"569_638_192_300","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",390.22477631803,0.159891367785072,188.581447223256,150.246595908779,79.3624729796109,157.078028236466,70.4950804069103,181.997566718973,2.14412084377252,0.00084786372222386
"70_848_226_223","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",318.357847917008,0.155682340219751,199.915295376326,163.857314683913,77.2587452852781,180.661042718366,118.49058132684,209.798218816011,1.51744781110941,0.000778741516134073
"185_254_204_264","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",340.146205669344,0.147346899898376,201.732251445562,177.114295247508,79.7048493447744,213.458907018072,139.485316561084,217.878030541241,1.56117716331642,0.000730408245793743
"397_169_210_261","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",334.629704730598,0.15009808871658,191.767351433105,165.740983887653,83.8342296757791,196.432028250204,111.34640533226,211.68472225511,1.58079289410089,0.000782709296420248
"396_359_195_261","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",353.528358424355,0.174022185599375,181.405605673237,140.215483737611,69.3854654839229,161.724590607282,83.7854935629446,180.954721117668,1.95368408318272,0.000959298831772808
"195_442_227_264","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",313.605167618057,0.134015188753735,229.129438385608,196.542897189891,84.0936785890489,256.668302610055,165.230883844343,246.295075359246,1.27329045114131,0.000584888566471311
"394_516_199_250","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",307.772365261284,0.170662938014638,170.638552830148,136.076093254708,55.3482172648463,151.689573521867,84.1745923752927,163.107772846885,1.88692641613224,0.00100014290548112
"655_937_249_224","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",298.857595318067,0.158656604822344,182.639798854609,149.374118582619,95.4959491500349,177.121982333089,93.8275179922739,187.546172612604,1.59351476574991,0.000868685827608925
"268_804_193_287","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",364.088633825681,0.160622043747054,192.928215632303,155.018929274389,78.673250436041,151.28512719058,78.4479493333644,175.709645344684,2.07210385697074,0.00083254822639929
"449_916_193_247","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",300.007987491106,0.158088801779103,165.164949730048,148.25793693212,78.2741995091183,149.246456166271,74.4588394236203,170.734273791021,1.75716322698227,0.000957157084705258
"453_1082_185_256","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",340.130194268202,0.160409298822963,183.168316831683,148.25793693212,74.6232280831354,156.548399018237,95.0242907517358,173.275184483147,1.96294810063402,0.000875748063844283
"532_789_204_255","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",318.827938290129,0.15865985761931,183.198047121902,146.87395676605,72.6072607260726,168.349184750585,99.5037190209989,173.338033663481,1.83934207370266,0.00086605648974924
"612_123_218_258","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",282.255407966586,0.133930207399013,189.388339741301,167.514102135531,92.5417484673924,172.913358381911,77.2587452852781,201.644493338484,1.39976749820184,0.000707172403443411
"585_302_197_246","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",295.282724698859,0.140256999404003,189.682861792561,167.546610209219,87.0843221251403,190.177491133814,109.571454132238,206.66628719688,1.4287900010395,0.000739428950399269
"47_1048_204_205","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",284.106472102156,0.171341776385725,191.547129170958,140.409553704176,62.7279795668258,207.698031437633,140.893559116413,205.006024481575,1.38584450296333,0.000894514979824105
"181_89_191_253","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",335.876486188993,0.160365049265125,186.088575536757,160.473775455691,63.6972246390059,185.971474242671,120.371592243148,195.026887164279,1.72220605616327,0.000861767299806368
"605_484_171_253","x30","078_CV_2_15v_x30_BSE","078CV","NKBS",303.917212758319,0.14822365031121,188.841181530297,156.591878646632,83.1001868779813,162.254106313952,89.1241888870678,186.059307122683,1.63344267727453,0.000784911686688586
"382_399_187_248","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",339.408899453479,0.162126550237445,158.964944934552,141.95256216242,76.0688486575321,137.321097170736,79.636491828473,171.625095018463,1.97761812989509,0.00101988869498363
"236_667_184_318","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",362.473310833149,0.180159831904077,180.412172219314,137.954190155293,63.7613171167051,135.162517357922,75.5840428422362,164.991747318203,2.19691782604182,0.000998601312139128
"481_278_170_237","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",344.220625301417,0.198530198409553,145.598427424285,117.440286129756,57.4010796400201,156.635346205733,91.6547463828305,155.448697704035,2.21436802228341,0.00136354630967971
"527_962_182_261","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",322.205019633113,0.156130113117749,176.575367648785,159.682777602679,79.3453153806687,214.711771377217,123.938268849013,211.382209613023,1.52427690212423,0.000884212306601554
"263_487_193_291","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",383.072933665448,0.161412911745145,178.248377774136,155.124288776317,72.7758319181516,170.359059493789,82.5742310442033,198.459358130335,1.93023366231927,0.000905550523156385
"612_420_214_238","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",325.233249800183,0.144997375821284,196.119873333411,162.823714634244,78.2741995091183,155.728722605994,80.9085852945958,187.459036396372,1.73495637261516,0.000739330356260137
"472_579_212_254","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",475.376426413353,0.18431949117281,222.925017922546,156.034424422477,66.826589872332,192.214122489255,135.162517357922,196.764447658641,2.41596707164328,0.0008268228164362
"712_826_223_225","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",266.367508567407,0.153519521874925,175.298482892252,146.558437697522,73.9634812904785,149.729175650639,74.7143988295166,178.591772445672,1.49148812915464,0.000875760698792163
"141_393_181_252","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",335.129786458373,0.177929691807219,162.555912290756,138.96701829325,69.4835091466248,139.407206339888,75.2591039669398,174.948624167638,1.91558972271338,0.00109457533287971
"259_256_162_229","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",318.909065536536,0.214300865896047,149.683702580179,112.223354032471,43.3148671564577,137.677570188885,80.9085852945958,149.838254714876,2.12835544663397,0.00143169137455867
"188_147_169_208","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",294.025882158975,0.179161902811793,168.962715989046,131.392932260029,51.2348999876568,141.693357998073,88.2645486489527,156.826460336854,1.87484868004688,0.00106036353501448
"210_820_165_304","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",405.672185808651,0.175376140094288,178.987763558112,141.895002156473,68.9326685617341,122.357260144664,56.9725297083567,157.631791869165,2.57354294459433,0.000979821953232847
"530_57_177_237","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",309.813812571109,0.210053379408062,134.708459616888,110.314487876952,57.7321969786663,121.82197244417,64.9461011688265,138.770930967846,2.23255555331609,0.00155931839771203
"336_35_180_196","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",303.509266998311,0.168250270014739,175.639893150501,151.330119050962,63.4831157150869,165.970837764755,97.3737194186926,189.682861792561,1.60008797911449,0.000957927421821934
"332_1072_177_302","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",459.816046419654,0.242160127679208,150.246595908779,109.521739313829,61.0561056105611,102.960247457469,63.7399601182441,125.510210361759,3.66357482068052,0.00161175117622121
"641_180_175_251","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",399.888475777315,0.192438919749308,133.347220137537,116.882482290197,56.0327618691407,130.769721162765,60.8550789260257,144.923575923806,2.759305884003,0.00144314159343421
"47_533_184_231","x30","078_CV_3_15v_x30_BSE","078CV","NKBS",330.049504537974,0.165975806524621,184.847946731887,153.474218133154,85.8244463626788,190.227599064972,118.133837155745,198.26717222278,1.66467045874402,0.000897904518059705
"615_219_227_332","x30","079_CV_1_15v_x30_BSE","079CV","NKBS",410.758524349574,0.132508197739252,247.882030380869,204.946243372512,98.8585201369648,202.271463236489,99.6814409936565,250.694772473042,1.63848061248961,0.000534561531288307
"93_574_171_356","x30","079_CV_1_15v_x30_BSE","079CV","NKBS",480.050559736675,0.183609922896394,201.360705752892,156.095492942382,61.6552531098,156.895898666729,90.0814789700078,181.705573808129,2.64191433248813,0.000911845845046442
"211_457_149_352","x30","079_CV_1_15v_x30_BSE","079CV","NKBS",461.825147496915,0.207593547114074,169.702443989207,129.45121226043,49.6422737837998,133.734650754817,75.2591039669398,144.48134745774,3.19643438840435,0.00122327965487213
"525_418_198_365","x30","079_CV_1_15v_x30_BSE","079CV","NKBS",477.243014512912,0.148336340227285,229.853237901644,188.299664094581,87.8470736251232,194.971029541148,105.816630639481,231.235169050869,2.06388594119056,0.000645352406524548
"420_574_222_375","x30","079_CV_1_15v_x30_BSE","079CV","NKBS",462.708742336962,0.169018059836071,224.446708064941,171.315424003242,74.1656932483308,200.003812226082,137.053133946179,209.284906518405,2.21090354786894,0.000753043166875797
"206_587_228_337","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",429.54083824625,0.135110537244322,233.351071349529,208.162937211137,92.8941778550335,231.975875951092,127.234036476576,256.094765174739,1.67727301240681,0.000579001143911374
"253_23_238_364","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",436.882551567477,0.147248058156794,236.532606579555,195.702892266344,86.7239824651545,234.39314725498,148.661460456174,244.358182975746,1.78787772215036,0.000622527525004336
"32_445_179_373","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",494.98624458297,0.160581437741517,200.819048535661,166.625815991608,72.906673380774,151.895874666248,75.4217483962141,188.104336192514,2.63144515752353,0.000799632499568396
"213_956_202_341","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",425.937607232353,0.148225155679123,218.221455509129,180.057126461443,76.3546884571569,208.574591542244,133.49008855549,224.428508945374,1.89787656315993,0.000679241898251029
"65_769_200_334","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",412.382807856301,0.153171736786537,204.580534803564,174.543469599701,78.0477464711912,204.227505144833,125.900129110313,212.128054986509,1.94402766707369,0.000748711195488909
"360_774_224_353","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",488.030549639813,0.13244941048548,257.76401570649,217.233428828568,95.7095709570957,208.861614947812,112.804199080611,254.259319227054,1.91942049999749,0.000513839800805622
"146_164_243_342","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",434.222354243876,0.152228525586548,228.486784563313,181.323027437983,75.1504787903347,197.779006509583,125.943378898298,222.141877882834,1.95470731760403,0.000666246522211291
"515_968_217_290","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",410.99711013062,0.136358286041022,230.533427295834,200.235132833235,91.2975326311753,196.480541109192,114.243392281657,243.134890182012,1.69040778073005,0.000591490299868917
"339_381_262_335","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",424.602562008591,0.132447784293797,250.93904827963,209.733312023994,91.9661702514374,250.569828430982,146.948098091704,272.916541167541,1.5557963624782,0.000527808586195823
"563_102_184_299","x30","079_CV_2_15v_x30_BSE","079CV","NKBS",387.41994959285,0.167788841523206,199.362881987313,160.142542349988,69.4050852964128,192.673990933192,108.472464881484,197.971666316685,1.95694644996882,0.000841625280747515
