"angle.diff_Ps.time","corr.diff_Ps","angle_diff_Ps"
"NKLS to NKBS","0.992447840715787",7.04606916278895
"NKBS to Tewkesbury","0.997937098907533",3.68087882202825
"Tewkesbury to Upper Kai-Iwi","0.913656455008013",23.9843593366823
"Upper Kai-Iwi to Tainui","0.88994129966013",27.1341284471195
"Tainui to SHCSBSB","0.994491758193799",6.01649666525586
"SHCSBSB to modern","0.917500922809876",23.4365742634417
