"","c.mean","c.min","c.max","e.mean","e.min","e.max","observed_e","observed_c"
"NKLS",0.00648898359035057,0.00392837716532866,0.031527612197273,0.0130381390053091,0.00398921797681101,0.0469995608045869,"0.0163514554561595","0.0120573466244707"
"NKBS",0.0071086538640217,0.00433861814694818,0.0329081283719549,0.0143875404126556,0.00437228121370171,0.0513451493499426,"0.0293198759282016","0.0120529753021198"
"Tewkesbury",0.00700233536639814,0.0041062328661941,0.0343524389076006,0.0157660829668313,0.00417639331070729,0.0578138822611196,"0.0479833125102467","0.0328742200703661"
"Upper Kai-Iwi",0.00618205938736299,0.00410014618526151,0.0229168063192507,0.00968173946352786,0.00413226708361732,0.0307814390044125,"0.0189333179830313","0.0116455733539478"
"Tainui",0.00473231379564213,0.00284117861016866,0.0231413870606913,0.0102114223559487,0.00288464697481667,0.0349498185986066,"0.017783606837497","0.00769834837967287"
"SHCSBSB",0.00618442465983227,0.00402908504204281,0.0251018908223485,0.0107540901046091,0.00405136931710134,0.0338261817787141,"0.00793346030782234","0.00662737134869812"
"modern",0.00637846435973677,0.00367429232072616,0.0381719317631015,0.0142840304164666,0.00378188912966043,0.0545865549207086,"",""
