"angle_diff_global_Pmax_to_z","corr.diff_global_Pmax_to_z","angle.diff.time"
67.5053501006679,0.382597161716039,"NKLS to NKBS"
55.7110937804676,0.56336608674883,"NKBS to Tewkesbury"
19.9631255836304,-0.939912543478069,"Tewkesbury to Upper Kai-Iwi"
40.6265755135794,-0.758969376928075,"Upper Kai-Iwi to Tainui"
47.1665369395792,0.679869716374483,"Tainui to SHCSBSB"
82.877809763291,0.123985790368991,"SHCSBSB to modern"
