"angle_diff_Gs","corr.diff_Gs","angle.diff_Gs.time"
14.5111067528999,0.968099086172695,"NKLS to NKBS"
11.8171450156632,0.978806152157679,"NKBS to Tewkesbury"
14.6937440659432,0.967295453989211,"Tewkesbury to Upper Kai-Iwi"
18.5673581554111,0.947949969755044,"Upper Kai-Iwi to Tainui"
28.9208586382958,0.875288529112116,"Tainui to SHCSBSB"
49.739723519918,0.646260861413996,"SHCSBSB to modern"
