"angle_diff_Gmax_to_z","corr.diff_Gmax_to_z","angle.diff.time","angle_diff_Gmax_to_z.3"
69.177259923221,0.355477956656003,"NKLS to NKBS",69.177259923221
45.3789749380323,0.702414288340516,"NKBS to Tewkesbury",45.3789749380323
20.6957335851842,-0.935470349028718,"Tewkesbury to Upper Kai-Iwi",159.304266414816
28.308982481844,-0.880403018039756,"Upper Kai-Iwi to Tainui",151.691017518156
35.3806822541153,0.81532305883251,"Tainui to SHCSBSB",35.3806822541153
88.3337106987867,0.0290781352591567,"SHCSBSB to modern",88.3337106987867
