"corr_b.t1_gmax.t2.3","ang_b.t1_gmax.t2.3","form_trans"
-0.114044985320461,93.5996518269214,"NKLS to NKBS"
0.149772154925766,81.386277161297,"NKBS to Tewkesbury"
-0.0864768013202419,94.9609520892541,"Tewkesbury to Upper Kai-Iwi"
-0.28671865502048,106.661608280728,"Upper Kai-Iwi to Tainui"
0.125688522851268,82.7794811652865,"Tainui to SHCSBSB"
-0.139336628542269,98.009461628986,"SHCSBSB to modern"
