"corr.diff_Ps","angle_diff_Ps","angle.diff_Ps.time"
"0.991450431246569",7.49755465219157,"NKLS to NKBS"
"0.994940489628801",5.7660068680626,"NKBS to Tewkesbury"
"0.958218079639789",16.6209439546407,"Tewkesbury to Upper Kai-Iwi"
"0.992059925436772",7.22499749317011,"Upper Kai-Iwi to Tainui"
"0.987869207897507",8.9335118504185,"Tainui to SHCSBSB"
"0.86099824451182",30.5711488409252,"SHCSBSB to modern"
"",NA,""
