"angle_diff_Emax_to_z","corr.diff_Emax_to_z","angle.diff.time"
85.1696644144662,-0.0842054305511377,"NKLS to NKBS"
47.1357543629756,0.680263606708719,"NKBS to Tewkesbury"
38.5275944518054,-0.782308254311544,"Tewkesbury to Upper Kai-Iwi"
50.5379831212374,-0.635566547053633,"Upper Kai-Iwi to Tainui"
57.8356548811936,0.532349591089649,"Tainui to SHCSBSB"
82.5231031635717,0.130126405004366,"SHCSBSB to modern"
