"angle_diff_Gs.3","corr.diff_Gs.3","angle.diff_Gs.time.3"
21.6792215422352,0.92926660001927,"NKLS to NKBS"
14.7993004693119,0.96682650729871,"NKBS to Tewkesbury"
16.7226245665297,0.95770894921247,"Tewkesbury to Upper Kai-Iwi"
14.8635679709208,0.966539384114308,"Upper Kai-Iwi to Tainui"
32.1871191456896,0.846312942426624,"Tainui to SHCSBSB"
78.4783233858503,0.199738653375832,"SHCSBSB to modern"
