"boxID","image","colony.id","zooid.id","formation","zh","oh","ow.m","ow.b","mpw.b","cw.m","cw.d","o.side","c.side","ln.zh","ln.mpw.b","ln.cw.m","ln.cw.d","ln.ow.m","ln.oh","ln.o.side","ln.c.side"
"514_851_449_638","392_CV_1_15v_x30_BSE","392CV","514_851_449_638_392_CV_1_15v_x30_BSE","NKBS",751.537398300394,0.0428603051048335,481.271412113998,417.530881689142,196.971924902664,387.170351624742,472.863704232578,303.100265367703,348.527038917213,6.62212097282558,5.28306120539757,5.95886478125361,6.15880719524008,6.17643137731663,-3.14980917032384,5.71406365957542,5.85371581375392
"995_1480_473_564","392_CV_1_15v_x30_BSE","392CV","995_1480_473_564_392_CV_1_15v_x30_BSE","NKBS",767.143950691862,0.0448469245776501,448.972268858423,395.024138190959,173.581359299766,413.984274921339,450.543403393918,303.100265367703,348.527038917213,6.64267446392946,5.1566464191554,6.02582798982214,6.11045441734407,6.10696112382694,-3.1045002641183,5.71406365957542,5.85371581375392
"898_646_449_549","630_CV_2_10v_x30_BSE","630CV","898_646_449_549_630_CV_2_10v_x30_BSE","Tewkesbury",638.189453127172,0.0481585703089573,387.409406453665,336.447563909568,180.623357108594,433.343513211196,428.79530809536,303.100265367703,348.527038917213,6.45863518773951,5.19641396323277,6.07153074653142,6.06097966775494,5.95948203166331,-3.03325616469802,5.71406365957542,5.85371581375392
"889_1414_469_571","630_CV_2_10v_x30_BSE","630CV","889_1414_469_571_630_CV_2_10v_x30_BSE","Tewkesbury",645.298923349472,0.046400035703153,410.944103038861,353.520655861939,204.946243372512,343.297785450715,415.871050346879,303.100265367703,348.527038917213,6.4697136564908,5.32274771729962,5.838598249673,6.03037523708135,6.01845720290854,-3.07045505028572,5.71406365957542,5.85371581375392
"595_279_444_598","630_CV_2_10v_x30_BSE","630CV","595_279_444_598_630_CV_2_10v_x30_BSE","Tewkesbury",682.316795254415,0.0463778107116211,428.067563633813,365.760108887842,148.670618716491,360.087786305141,417.723229895623,303.100265367703,348.527038917213,6.52549405916317,5.00173324629341,5.88634785257099,6.03481908378394,6.05928104208089,-3.07093415155431,5.71406365957542,5.85371581375392
"367_1363_468_613","630_CV_2_10v_x30_BSE","630CV","367_1363_468_613_630_CV_2_10v_x30_BSE","Tewkesbury",723.090560900399,0.0454403812422976,431.403760970977,381.191690580897,166.797321594457,505.082598824433,502.10863624856,303.100265367703,348.527038917213,6.5835344714384,5.11677943220853,6.22472197792913,6.21881650314878,6.06704445197681,-3.09135411458909,5.71406365957542,5.85371581375392
"701_978_496_546","630_CV_2_10v_x30_BSE","630CV","701_978_496_546_630_CV_2_10v_x30_BSE","Tewkesbury",674.158553981394,0.0445958378748983,432.421956403451,380.573275802822,186.826083425334,462.390842708018,500.133411385905,303.100265367703,348.527038917213,6.51346532654278,5.23017814894491,6.13641051332993,6.21487488560314,6.06940186246723,-3.11011474550143,5.71406365957542,5.85371581375392
"394_665_393_543","630_CV_2_10v_x30_BSE","630CV","394_665_393_543_630_CV_2_10v_x30_BSE","Tewkesbury",690.402302140721,0.0506493173948804,430.847942009159,327.548403321439,183.235203201205,304.154555405003,388.325588706953,303.100265367703,348.527038917213,6.53727447426644,5.21077059099202,5.71753597814922,5.96184413388892,6.06575522509124,-2.98282952528092,5.71406365957542,5.85371581375392
"674_940_416_620","545_CV_1_15v_x30_BSE","545CV","674_940_416_620_545_CV_1_15v_x30_BSE","NKLS",755.079882147729,0.0566813688555919,361.401208299812,289.701496461687,155.676256304564,407.417020466532,379.473376627022,303.100265367703,348.527038917213,6.62682354782134,5.04777857077294,6.00983728118838,5.9387844405593,5.88998872153885,-2.87030971385862,5.71406365957542,5.85371581375392
"847_527_494_583","545_CV_1_15v_x30_BSE","545CV","847_527_494_583_545_CV_1_15v_x30_BSE","NKLS",705.778876336787,0.0549226280341295,385.817615017587,290.321199599553,175.794860441235,466.693390639021,426.25714036599,303.100265367703,348.527038917213,6.55930198211207,5.16931774956339,6.14567249095067,6.05504278004919,5.95536475784712,-2.90182984718555,5.71406365957542,5.85371581375392
"464_1262_430_618","545_CV_1_15v_x30_BSE","545CV","464_1262_430_618_545_CV_1_15v_x30_BSE","NKLS",718.115716914533,0.0452338184847251,433.117237283788,372.414862322931,175.337312991941,424.37483372481,445.254153006619,303.100265367703,348.527038917213,6.57663072168157,5.16671162148468,6.05061710650095,6.09864524948533,6.07100844720644,-3.09591027533875,5.71406365957542,5.85371581375392
