"angle.diff_Gs.time","angle_diff_Gs","corr.diff_Gs"
"NKLS to NKBS",7.40648533417564,"0.991656577600906"
"NKBS to Tewkesbury",6.84932149763397,"0.992863215414717"
"Tewkesbury to Upper Kai-Iwi",21.4182766162431,"0.930939377497659"
"Upper Kai-Iwi to Tainui",33.8897900298137,"0.830111660754335"
"Tainui to SHCSBSB",28.0573572612775,"0.882477175182127"
"SHCSBSB to modern",61.5768210350728,"0.475980031315193"
