"angle.diff_Gs.time","angle_diff_Gs"
"NKLS to NKBS",5.91015447834177
"NKBS to Tewkesbury",7.09423624147926
"Tewkesbury to Waipuru",18.6640278136876
"Waipuru to Upper Kai-Iwi",27.9803170429064
"Upper Kai-Iwi to Tainui",33.5239554546486
"Tainui to SHCSBSB",24.6215080870897
