"angle_diff_Es","corr.diff_Es","angle.diff_Es.time"
3.57549152831722,0.998053495987539,"NKLS to NKBS"
6.87927454755223,0.992800733763442,"NKBS to Tewkesbury"
15.4443303109119,0.963889652295046,"Tewkesbury to Upper Kai-Iwi"
6.96506175009373,0.992620281503873,"Upper Kai-Iwi to Tainui"
14.3172838155966,0.968941177722459,"Tainui to SHCSBSB"
16.8989690881162,0.956818814451095,"SHCSBSB to modern"
