"formation","num.col","num.zooid","avg.zooid","min.zh","max.zh","avg.zh","sd.zh","var.zh","min.mpw.b","max.mpw.b","avg.mpw.b","sd.mpw.b","var.mpw.b","min.cw.m","max.cw.m","avg.cw.m","sd.cw.m","var.cw.m","min.cw.d","max.cw.d","avg.cw.d","sd.cw.d","var.cw.d","min.ow.m","max.ow.m","avg.ow.m","sd.ow.m","var.ow.m","min.oh","max.oh","avg.oh","sd.oh","var.oh","min.o.side","max.o.side","avg.o.side","sd.o.side","var.o.side","min.c.side","max.c.side","avg.c.side","sd.c.side","var.c.side"
"NKLS",84,679,9,5.89459580582848,7.43916871414864,6.67814421977637,0.127840543963932,0.016343204680994,4.67526256280846,5.58042443990674,5.14483567149731,0.160550597013059,0.0257764942012497,5.24197423995332,6.45456032781029,5.95784716397903,0.171917078012703,0.0295554817124259,5.57206846081024,6.4606069583135,6.06414940989599,0.132703254738744,0.0176101538182559,5.63771071616265,6.44027725606928,6.06041456311299,0.098544818426586,0.00971108123872879,-3.24264773586454,-2.65341900946536,-2.99542501770418,0.0912556007286568,0.00832758466434802,4.9734607131837,6.5008548954145,5.73654401178796,0.133251286019818,0.0177559052259352,5.20380321803175,6.61390497771204,5.85812954911181,0.164796724615874,0.0271579604441201
"NKBS",330,3535,11,6.20254218708289,7.30992982710083,6.65307319906521,0.115877841352584,0.0134276741165347,4.51477671709798,5.77301941927476,5.1528977482811,0.160610060078618,0.0257955913984573,5.31388519415848,6.63905929378724,5.96677571455863,0.180789896030719,0.0326849865067983,5.41377341532295,6.6897483152694,6.06429923433269,0.141171445597287,0.0199293770520279,5.52839987758516,6.66882231271933,6.0589636241949,0.104794680460744,0.0109819250528694,-3.44305006249328,-2.54162455534663,-3.00269895471767,0.0976330752018897,0.00953221737337785,5.10024117410869,6.45857667402764,5.71981775415643,0.124813116147751,0.0155783139625119,5.15196391405097,6.43947057227977,5.82229786759649,0.16186294569767,0.0261996131899267
"Tewkesbury",135,1221,10,5.8008150245433,7.41958371958845,6.65573608018094,0.127683800451739,0.0163031528977994,4.24305961455589,5.70121563019823,5.15933554201395,0.158197201812596,0.0250263546613352,5.23495321532366,6.51480560940289,5.9300420038013,0.189550986983064,0.0359295766662537,5.28537197206209,6.60825519425164,6.039946079309,0.149373899178096,0.0223125617556679,5.28183145178233,6.66040628668906,6.05415515682072,0.114140956187982,0.0130281578795069,-3.40060305286911,-2.34485875673837,-2.99253925997824,0.103714635177442,0.0107567255499899,4.86574133423603,6.5292357347868,5.71092283487294,0.130015869311268,0.0169041262727648,5.19289530672752,6.52774257219737,5.83092943498144,0.174815123046603,0.0305603272457988
"Upper Kai-Iwi",24,161,7,6.44891028209347,7.21680126811755,6.82432462745862,0.114962017906011,0.013216265561022,4.76444705404753,5.87720283918981,5.41710500441075,0.150904198406272,0.0227720770966394,5.76453101785598,6.54113567309234,6.21382580100965,0.159089746062828,0.0253095473023352,5.76553480581843,6.58109902666477,6.26576749801375,0.128941359904115,0.0166258742939225,5.74305603821947,6.55842929799086,6.20291412537375,0.0964423320761685,0.00930112341628996,-3.31248408941784,-2.77331508270735,-3.0918132718445,0.0925198821940961,0.00855992860120942,5.40379416929468,6.31601967575714,5.80895676948395,0.114186480111324,0.0130385522402138,5.64547580534964,6.48921674994764,6.08970433667813,0.15447582949268,0.0238627818974514
"Tainui",27,191,8,6.38416276425172,7.17032989869792,6.84614210141349,0.106536409971727,0.0113500066496639,4.80063040986555,5.94487405460654,5.48171358401877,0.154597572495579,0.0239004094215258,5.72414445471125,6.73388652245982,6.22947021036351,0.16353069913174,0.0267422895585156,5.83665362271949,6.79717506922187,6.29002696858369,0.12490526687273,0.015601325692548,5.8514852670559,6.75426752340818,6.2399693916034,0.0968875545132499,0.00938719821955798,-3.39614689829601,-2.81291753560711,-3.10846665714378,0.082103746755303,0.00674102523125892,5.57838996307726,6.24162270939294,5.87378004982947,0.101061837681521,0.0102134950355661,5.51478180988023,6.47069480630614,6.06896811096003,0.161310118748749,0.0260209544107355
"SHCSBSB",91,644,8,6.03663382645511,7.23062727394272,6.82422141228335,0.111359656150074,0.0124009730178628,4.80576147926749,5.8514852670559,5.38178111608229,0.140265732901774,0.0196744758264719,5.62880943768874,6.62281474154579,6.21423041465557,0.151046010933048,0.0228148974187865,5.69992145630011,6.70876039455052,6.27827434108311,0.115369170480303,0.0133100454973132,5.79630936201369,6.71732997725382,6.20941320785161,0.0921311724257424,0.00848815293254187,-3.42886053709444,-2.6880307741027,-3.11250547179635,0.0776227026502435,0.00602528396672812,5.16375213424945,6.38006604019779,5.8168662921086,0.117610470084638,0.0138322226735295,5.29805740972061,6.51374119508535,6.089398243857,0.140616305500804,0.0197729453726954
"modern",20,227,12,6.48160351702007,7.24383306459343,6.77806041905449,0.114882461343398,0.0131979799243173,5.03045958500004,5.78635423606587,5.48914426041926,0.167139422926796,0.0279355866963024,5.66238525184069,6.58557962349211,6.20248125031832,0.164014466605365,0.0269007452558424,5.8942238358169,6.5749487321761,6.26486470191866,0.12156232162256,0.0147773980382667,5.97120909375569,6.53067558450375,6.22771397087298,0.0891804367752404,0.00795315030342264,-3.30390487195344,-2.82407401754677,-3.09083819161245,0.0849976327653675,0.00722459757571627,5.44368770160133,6.25438061243117,5.84613953283192,0.128353559459317,0.0164746362258764,5.51608467730361,6.48694083584393,5.98297054056811,0.142648349470614,0.0203485516066905
