image;path.tif;folder;subfolder;ext;fileName.tif;specimenNR.tif;formation;path.txt;InstructName;SemVersion;SDMVersion;SerialNumber;DataNumber;SampleName;Format;ImageName;Directory;Date;Time;Media;DataSize;PixelSize;SignalName;DisplaySignalName;SEDetSetting;AcceleratingVoltage;DecelerationVoltage;DecelerationMode;Magnification;WorkingDistance;EmissionCurrent;PhotoSize;MagnificationDisplay;Vacuum;MicronMarker;SubMagnification;SubSignalName;SpecimenBias;Condencer1;ScanSpeed;CaptureSpeed_Integration;CalibrationScanSpeed;ImgEnhance;ColorMode;ColorPalette;ScreenMode;Comment;KeyWord1;KeyWord2;Condition;DataDisplayCombine;StageType;StagePositionX;StagePositionY;StagePositionR;StagePositionZ;StagePositionT;FocusDepth;DynamicFocus;TiltCompensation;ImageShiftX;ImageShiftY;RasterRotation;MagneticSample;UserName;Vacc;Mag;WD;LensMode;fileName.txt;specimenNR.txt;ImageNameCheck;AV.fileName;mag.fileName;magCheck;AVCheck
526_CV_1_15v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/526_CV_1_15v_x30_BSE.tif;Stegs2;Nukumaru Limestone;tif;526_CV_1_15v_x30_BSE.tif;526CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/526_CV_1_15v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;526_CV_1_15v_x30_BSE.tif;C:\Stegs2\Nukumaru Limestone\;09/05/2018;10:00:54;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6365.98 um;107000 nA;1000;0;30;1000000;0;NA;0 V;11240;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1274.BLEED.476;NA;NA;Vacc 15.0kV Mag x30 WD 6.4mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-98.6;NA;***;15.0kV;x30;6.4mm;4;526_CV_1_15v_x30_BSE.txt;526CV;TRUE;15;30;TRUE;TRUE
526_CV_2_15v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/526_CV_2_15v_x30_BSE.tif;Stegs2;Nukumaru Limestone;tif;526_CV_2_15v_x30_BSE.tif;526CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/526_CV_2_15v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;526_CV_2_15v_x30_BSE.tif;C:\Stegs2\Nukumaru Limestone\;09/05/2018;10:02:54;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6300.8 um;106000 nA;1000;0;30;1000000;0;NA;0 V;11240;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1274.BLEED.476;NA;NA;Vacc 15.0kV Mag x30 WD 6.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-98.6;NA;***;15.0kV;x30;6.3mm;4;526_CV_2_15v_x30_BSE.txt;526CV;TRUE;15;30;TRUE;TRUE
527_CV_1_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/527_CV_1_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;527_CV_1_15v_x30.BSE.tif;527CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/527_CV_1_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;527_CV_1_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Limestone\;11/01/2018;11:48:18;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6429.11 um;90000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 6.4mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-100;NA;***;15.0kV;x30;6.4mm;2;527_CV_1_15v_x30.BSE.txt;527CV;TRUE;15;30;TRUE;TRUE
527_CV_2_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/527_CV_2_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;527_CV_2_15v_x30.BSE.tif;527CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/527_CV_2_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;527_CV_2_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Limestone\;11/01/2018;11:50:28;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6608.11 um;90000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 6.6mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-132.2;NA;***;15.0kV;x30;6.6mm;2;527_CV_2_15v_x30.BSE.txt;527CV;TRUE;15;30;TRUE;TRUE
528_CV_1_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/528_CV_1_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;528_CV_1_15v_x30.BSE.tif;528CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/528_CV_1_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;528_CV_1_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Limestone\;11/01/2018;11:58:58;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6554.92 um;91000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 6.6mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-105.6;NA;***;15.0kV;x30;6.6mm;2;528_CV_1_15v_x30.BSE.txt;528CV;TRUE;15;30;TRUE;TRUE
528_CV_2_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/528_CV_2_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;528_CV_2_15v_x30.BSE.tif;528CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/528_CV_2_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;528_CV_2_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Limestone\;11/01/2018;12:01:18;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6897.53 um;90000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 6.9mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-127.8;NA;***;15.0kV;x30;6.9mm;2;528_CV_2_15v_x30.BSE.txt;528CV;TRUE;15;30;TRUE;TRUE
529_CV_1_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/529_CV_1_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;529_CV_1_15v_x30.BSE.tif;529CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/529_CV_1_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;529_CV_1_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Limestone\;11/01/2018;12:08:58;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6636.96 um;91000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 6.6mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-48.2;NA;***;15.0kV;x30;6.6mm;2;529_CV_1_15v_x30.BSE.txt;529CV;TRUE;15;30;TRUE;TRUE
529_CV_2_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/529_CV_2_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;529_CV_2_15v_x30.BSE.tif;529CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/529_CV_2_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;529_CV_2_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Limestone\;11/01/2018;12:11:18;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6957.37 um;90000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 7.0mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;73.3;NA;***;15.0kV;x30;7.0mm;2;529_CV_2_15v_x30.BSE.txt;529CV;TRUE;15;30;TRUE;TRUE
530_CC_1_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/530_CC_1_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;530_CC_1_15v_x30.BSE.tif;530CC;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/530_CC_1_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;021i_CC_1_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Brown Sand\;10/24/2018;13:52:04;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;7392.41 um;92000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 7.4mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-15.9;NA;***;15.0kV;x30;7.4mm;2;530_CC_1_15v_x30.BSE.txt;530CC;FALSE;15;30;TRUE;TRUE
530_CC_2_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/530_CC_2_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;530_CC_2_15v_x30.BSE.tif;530CC;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/530_CC_2_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;021i_CC_2_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Brown Sand\;10/24/2018;13:54:04;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;7263.74 um;91000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 7.3mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;10.9;NA;***;15.0kV;x30;7.3mm;2;530_CC_2_15v_x30.BSE.txt;530CC;FALSE;15;30;TRUE;TRUE
530_CV_1_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/530_CV_1_15V_x30_BSE.tif;Sara;NKLS;tif;530_CV_1_15V_x30_BSE.tif;530CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/530_CV_1_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;327_CV_1_15V_x30_BSE.tif;C:\Sara\;07/12/2022;10:11:03;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;14874.6 um;44000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;530_CV_1_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 14.9mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;39.1;NA;***;15.0kV;x30;14.9mm;3;530_CV_1_15V_x30_BSE.txt;530CV;FALSE;15;30;TRUE;TRUE
530_CV_2_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/530_CV_2_15V_x30_BSE.tif;Sara;NKLS;tif;530_CV_2_15V_x30_BSE.tif;530CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/530_CV_2_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;530_CV_2_15V_x30_BSE.tif;C:\Sara\;07/12/2022;10:23:24;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;15021.38 um;42000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;530_CV_2_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 15.0mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;169.9;NA;***;15.0kV;x30;15.0mm;3;530_CV_2_15V_x30_BSE.txt;530CV;TRUE;15;30;TRUE;TRUE
531_CV_1_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/531_CV_1_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;531_CV_1_15v_x30.BSE.tif;531CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/531_CV_1_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;025i_CV_1_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Brown Sand\;11/01/2018;09:08:07;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;8503.36 um;93000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 8.5mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;170.7;NA;***;15.0kV;x30;8.5mm;2;531_CV_1_15v_x30.BSE.txt;531CV;FALSE;15;30;TRUE;TRUE
531_CV_1_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/531_CV_1_15V_x30_BSE.tif;Sara;NKLS;tif;531_CV_1_15V_x30_BSE.tif;531CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/531_CV_1_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;531_CV_1_15V_x30_BSE.tif;C:\Sara\;07/12/2022;10:42:04;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;14044.49 um;43000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;531_CV_1_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 14.0mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;8.8;NA;***;15.0kV;x30;14.0mm;3;531_CV_1_15V_x30_BSE.txt;531CV;TRUE;15;30;TRUE;TRUE
531_CV_2_15v_x30;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/531_CV_2_15v_x30.BSE.tif;Stegs2;Nukumaru Limestone;tif;531_CV_2_15v_x30.BSE.tif;531CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Limestone/531_CV_2_15v_x30.BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;025i_CV_2_15v_x30.BSE.tif;C:\Stegs2\Nukumaru Brown Sand\;11/01/2018;09:11:47;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;9039.42 um;92000 nA;1000;0;30;1000000;0;NA;0 V;6920;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.1310.BLEED.218;NA;NA;Vacc 15.0kV Mag x30 WD 9.0mm LensMode 2;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-118.8;NA;***;15.0kV;x30;9.0mm;2;531_CV_2_15v_x30.BSE.txt;531CV;FALSE;15;30;TRUE;TRUE
531_CV_2_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/531_CV_2_15V_x30_BSE.tif;Sara;NKLS;tif;531_CV_2_15V_x30_BSE.tif;531CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/531_CV_2_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;531_CV_2_15V_x30_BSE.tif;C:\Sara\;07/12/2022;10:45:24;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;15153.37 um;43000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;531_CV_2_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 15.2mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-16.2;NA;***;15.0kV;x30;15.2mm;3;531_CV_2_15V_x30_BSE.txt;531CV;TRUE;15;30;TRUE;TRUE
532_CC_1_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/532_CC_1_15V_x30_BSE.tif;Sara;NKLS;tif;532_CC_1_15V_x30_BSE.tif;532CC;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/532_CC_1_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;532_CC_1_15V_x30_BSE.tif;C:\Sara\;07/12/2022;11:33:55;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;16357.67 um;42000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;532_CC_1_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 16.4mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-116.1;NA;***;15.0kV;x30;16.4mm;3;532_CC_1_15V_x30_BSE.txt;532CC;TRUE;15;30;TRUE;TRUE
532_CC_2_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/532_CC_2_15V_x30_BSE.tif;Sara;NKLS;tif;532_CC_2_15V_x30_BSE.tif;532CC;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/532_CC_2_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;532_CC_2_15V_x30_BSE.tif;C:\Sara\;07/12/2022;11:10:24;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;12431.97 um;43000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;532_CC_2_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 12.4mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-73.2;NA;***;15.0kV;x30;12.4mm;3;532_CC_2_15V_x30_BSE.txt;532CC;TRUE;15;30;TRUE;TRUE
533_CC_1_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/533_CC_1_15V_x30_BSE.tif;Sara;NKLS;tif;533_CC_1_15V_x30_BSE.tif;533CC;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/533_CC_1_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;533_CC_1_15V_x30_BSE.tif;C:\Sara\;07/12/2022;11:58:25;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;11950.34 um;43000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;533_CC_1_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 12.0mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;56.2;NA;***;15.0kV;x30;12.0mm;3;533_CC_1_15V_x30_BSE.txt;533CC;TRUE;15;30;TRUE;TRUE
533_CC_2_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/533_CC_2_15V_x30_BSE.tif;Sara;NKLS;tif;533_CC_2_15V_x30_BSE.tif;533CC;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/533_CC_2_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;533_CC_2_15V_x30_BSE.tif;C:\Sara\;07/12/2022;12:08:45;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;11816.41 um;42000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;533_CC_2_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 11.8mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;23;NA;***;15.0kV;x30;11.8mm;3;533_CC_2_15V_x30_BSE.txt;533CC;TRUE;15;30;TRUE;TRUE
534_CV_1_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/534_CV_1_15V_x30_BSE.tif;Sara;NKLS;tif;534_CV_1_15V_x30_BSE.tif;534CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/534_CV_1_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;534_CV_1_15V_x30_BSE.tif;C:\Sara\;07/12/2022;12:21:45;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;7700.22 um;42000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;534_CV_1_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 7.7mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-56.8;NA;***;15.0kV;x30;7.7mm;3;534_CV_1_15V_x30_BSE.txt;534CV;TRUE;15;30;TRUE;TRUE
534_CV_2_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/534_CV_2_15V_x30_BSE.tif;Sara;NKLS;tif;534_CV_2_15V_x30_BSE.tif;534CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/534_CV_2_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;534_CV_2_15V_x30_BSE.tif;C:\Sara\;07/12/2022;12:49:16;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;7568.07 um;42000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;534_CV_2_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 7.6mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-111.1;NA;***;15.0kV;x30;7.6mm;3;534_CV_2_15V_x30_BSE.txt;534CV;TRUE;15;30;TRUE;TRUE
535_CV_1_15V_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/535_CV_1_15V_x30_BSE.tif;Sara;NKLS;tif;535_CV_1_15V_x30_BSE.tif;535CV;NKLS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Sara/NKLS/535_CV_1_15V_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;535_CV_1_15V_x30_BSE.tif;C:\Sara\;07/12/2022;13:03:16;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;10586.18 um;43000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;535_CV_1_15v_x30_BSE;NA;NA;Vacc 15.0kV Mag x30 WD 10.6mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;74.2;NA;***;15.0kV;x30;10.6mm;3;535_CV_1_15V_x30_BSE.txt;535CV;TRUE;15;30;TRUE;TRUE
