"fileName","dateImaged","Enterer","collectionType","boxNumber","possibleSpeicesID","surface","formation","specimenNR","pictureNumber","SignalName","Magnification","Comment","Vacc","Mag","fileName.tif","path.tif"
"000013i_CV_1_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000013i_CV",1,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000013i_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/013i_CV_1_15v_x30.BSE.tif"
"000013i_CV_2_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000013i_CV",2,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000013i_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/013i_CV_2_15v_x30.BSE.tif"
"0000140_CV_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000140_CV",1,"BSE",30,NA,"15.0kV","x30","0000140_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/140_CV_1_15v_x30_BSE.tif"
"0000140_CV_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000140_CV",2,"BSE",30,NA,"15.0kV","x30","0000140_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/140_CV_2_15v_x30_BSE.tif"
"0000142_CC_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000142_CC",1,"BSE",30,NA,"15.0kV","x30","0000142_CC_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/142_CC_1_15v_x30_BSE.tif"
"0000142_CC_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000142_CC",2,"BSE",30,NA,"15.0kV","x30","0000142_CC_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/142_CC_2_15v_x30_BSE.tif"
"0000146_CV_1_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000146_CV",1,"BSE",30,NA,"15.0kV","x30","0000146_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/146_CV_1_15v_x30_BSE.tif"
"0000146_CV_2_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000146_CV",2,"BSE",30,NA,"15.0kV","x30","0000146_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/146_CV_2_15v_x30_BSE.tif"
"0000147_CC_1_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000147_CC",1,"BSE",30,NA,"15.0kV","x30","0000147_CC_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/147_CC_1_15v_x30_BSE.tif"
"0000147_CC_2_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000147_CC",2,"BSE",30,NA,"15.0kV","x30","0000147_CC_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/147_CC_2_15v_x30_BSE.tif"
"000014i_CV_1_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000014i_CV",1,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000014i_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/014i_CV_1_15v_x30.BSE.tif"
"000014i_CV_2_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000014i_CV",2,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000014i_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/014i_CV_2_15v_x30.BSE.tif"
"0000150_CV_1_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000150_CV",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000150_CV_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/150_CV_1_10v_x30_BSE.tif"
"0000150_CV_2_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000150_CV",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000150_CV_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/150_CV_2_10v_x30_BSE.tif"
"0000151_CC_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000151_CC",1,"BSE",30,NA,"15.0kV","x30","0000151_CC_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/151_CC_1_15v_x30_BSE.tif"
"0000151_CC_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000151_CC",2,"BSE",30,NA,"15.0kV","x30","0000151_CC_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/151_CC_2_15v_x30_BSE.tif"
"0000154_CV_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000154_CV",1,"BSE",30,NA,"15.0kV","x30","0000154_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/154_CV_1_15v_x30_BSE.tif"
"0000154_CV_3_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000154_CV",3,"BSE",30,NA,"15.0kV","x30","0000154_CV_3_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/154_CV_3_15v_x30_BSE.tif"
"0000155_CV_1_15v_x30_BSE","02/02/2018","Mali",NA,NA,NA,NA,"NKBS","0000155_CV",1,"BSE",30,NA,"15.0kV","x30","0000155_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/155_CV_1_15v_x30_BSE.tif"
"0000155_CV_2_15v_x30_BSE","02/02/2018","Mali",NA,NA,NA,NA,"NKBS","0000155_CV",2,"BSE",30,NA,"15.0kV","x30","0000155_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/155_CV_2_15v_x30_BSE.tif"
"0000156_CV_1_15v_x30_BSE","02/02/2018","Mali",NA,NA,NA,NA,"NKBS","0000156_CV",1,"BSE",30,NA,"15.0kV","x30","0000156_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/156_CV_1_15v_x30_BSE.tif"
"0000156_CV_2_15v_x30_BSE","02/02/2018","Mali",NA,NA,NA,NA,"NKBS","0000156_CV",2,"BSE",30,NA,"15.0kV","x30","0000156_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/156_CV_2_15v_x30_BSE.tif"
"0000157_CV_1_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000157_CV",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000157_CV_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/157_CV_1_10v_x30_BSE.tif"
"0000157_CV_2_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000157_CV",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000157_CV_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/157_CV_2_10v_x30_BSE.tif"
"0000159_CV_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000159_CV",1,"BSE",30,NA,"15.0kV","x30","0000159_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/159_CV_1_15v_x30_BSE.tif"
"0000159_CV_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000159_CV",2,"BSE",30,NA,"15.0kV","x30","0000159_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/159_CV_2_15v_x30_BSE.tif"
"000015i_CV_1_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000015i_CV",1,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000015i_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/015i_CV_1_15v_x30.BSE.tif"
"000015i_CV_2_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000015i_CV",2,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000015i_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/015i_CV_2_15v_x30.BSE.tif"
"0000160_CV_1_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000160_CV",1,"BSE",30,NA,"15.0kV","x30","0000160_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/160_CV_1_15v_x30_BSE.tif"
"0000160_CV_2_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000160_CV",2,"BSE",30,NA,"15.0kV","x30","0000160_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/160_CV_2_15v_x30_BSE.tif"
"0000161_CC_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000161_CC",1,"BSE",30,NA,"15.0kV","x30","0000161_CC_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/161_CC_1_15v_x30_BSE.tif"
"0000161_CC_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000161_CC",2,"BSE",30,NA,"15.0kV","x30","0000161_CC_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/161_CC_2_15v_x30_BSE.tif"
"0000162_CV_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000162_CV",1,"BSE",30,NA,"15.0kV","x30","0000162_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/162_CV_1_15v_x30_BSE.tif"
"0000162_CV_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000162_CV",2,"BSE",30,NA,"15.0kV","x30","0000162_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/162_CV_2_15v_x30_BSE.tif"
"0000163_CV_1_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000163_CV",1,"BSE",30,NA,"15.0kV","x30","0000163_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/163_CV_1_15v_x30_BSE.tif"
"0000163_CV_2_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000163_CV",2,"BSE",30,NA,"15.0kV","x30","0000163_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/163_CV_2_15v_x30_BSE.tif"
"0000164_CV_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000164_CV",1,"BSE",30,NA,"15.0kV","x30","0000164_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/164_CV_1_15v_x30_BSE.tif"
"0000164_CV_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000164_CV",2,"BSE",30,NA,"15.0kV","x30","0000164_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/164_CV_2_15v_x30_BSE.tif"
"0000165_CC_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000165_CC",1,"BSE",30,NA,"15.0kV","x30","0000165_CC_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/165_CC_1_15v_x30_BSE.tif"
"0000165_CC_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000165_CC",2,"BSE",30,NA,"15.0kV","x30","0000165_CC_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/165_CC_2_15v_x30_BSE.tif"
"0000166_CV_1_15v_x30_BSE","02/02/2018","Mali",NA,NA,NA,NA,"NKBS","0000166_CV",1,"BSE",30,NA,"15.0kV","x30","0000166_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/166_CV_1_15v_x30_BSE.tif"
"0000166_CV_2_15v_x30_BSE","02/02/2018","Mali",NA,NA,NA,NA,"NKBS","0000166_CV",2,"BSE",30,NA,"15.0kV","x30","0000166_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/166_CV_2_15v_x30_BSE.tif"
"0000168_CC_1_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000168_CC",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000168_CC_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/168_CC_1_10v_x30_BSE.tif"
"0000168_CC_2_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000168_CC",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000168_CC_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/168_CC_2_10v_x30_BSE.tif"
"0000169_CV_1_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000169_CV",1,"BSE",30,NA,"15.0kV","x30","0000169_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/169_CV_1_15v_x30_BSE.tif"
"0000169_CV_2_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000169_CV",2,"BSE",30,NA,"15.0kV","x30","0000169_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/169_CV_2_15v_x30_BSE.tif"
"000016i_CV_1_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000016i_CV",1,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000016i_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/016i_CV_1_15v_x30.BSE.tif"
"000016i_CV_2_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000016i_CV",2,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000016i_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/016i_CV_2_15v_x30.BSE.tif"
"0000171_CV_1_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000171_CV",1,"BSE",30,NA,"15.0kV","x30","0000171_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/171_CV_1_15v_x30_BSE.tif"
"0000171_CV_2_15v_x30_BSE","02/01/2018","Mali",NA,NA,NA,NA,"NKBS","0000171_CV",2,"BSE",30,NA,"15.0kV","x30","0000171_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/171_CV_2_15v_x30_BSE.tif"
"0000173_CC_1_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000173_CC",1,"BSE",30,NA,"15.0kV","x30","0000173_CC_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/173_CC_1_15v_x30_BSE.tif"
"0000173_CC_2_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000173_CC",2,"BSE",30,NA,"15.0kV","x30","0000173_CC_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/173_CC_2_15v_x30_BSE.tif"
"0000174_CV_1_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000174_CV",1,"BSE",30,NA,"15.0kV","x30","0000174_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/174_CV_1_15v_x30_BSE.tif"
"0000174_CV_2_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000174_CV",2,"BSE",30,NA,"15.0kV","x30","0000174_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/174_CV_2_15v_x30_BSE.tif"
"0000175_CC_1_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000175_CC",1,"BSE",30,NA,"15.0kV","x30","0000175_CC_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/175_CC_1_15v_x30_BSE.tif"
"0000175_CC_2_15v_x30_BSE","02/05/2018","Mali",NA,NA,NA,NA,"NKBS","0000175_CC",2,"BSE",30,NA,"15.0kV","x30","0000175_CC_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/175_CC_2_15v_x30_BSE.tif"
"0000176_CV_1_10v_x30_BSE","02/12/2018","Mali",NA,NA,NA,NA,"NKBS","0000176_CV",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000176_CV_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/176_CV_1_10v_x30_BSE.tif"
"0000176_CV_2_10v_x30_BSE","02/12/2018","Mali",NA,NA,NA,NA,"NKBS","0000176_CV",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000176_CV_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/176_CV_2_10v_x30_BSE.tif"
"0000176_CV_3_10v_x30_BSE","02/12/2018","Mali",NA,NA,NA,NA,"NKBS","0000176_CV",3,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000176_CV_3_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/176_CV_3_10v_x30_BSE.tif"
"0000178_CV_1_10v_x30_BSE","02/12/2018","Mali",NA,NA,NA,NA,"NKBS","0000178_CV",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000178_CV_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/178_CV_1_10v_x30_BSE.tif"
"0000178_CV_2_10v_x30_BSE","02/12/2018","Mali",NA,NA,NA,NA,"NKBS","0000178_CV",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000178_CV_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/178_CV_2_10v_x30_BSE.tif"
"0000179_CV_1_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000179_CV",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000179_CV_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/179_CV_1_10v_x30_BSE.tif"
"0000179_CV_2_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000179_CV",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000179_CV_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/179_CV_2_10v_x30_BSE.tif"
"000017i_CV_1_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000017i_CV",1,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000017i_CV_1_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/017i_CV_1_15v_x30.BSE.tif"
"000017i_CV_2_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000017i_CV",2,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000017i_CV_2_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/017i_CV_2_15v_x30.BSE.tif"
"000017i_CV_3_15v_x30_BSE","10/24/2018","Mali",NA,NA,NA,NA,"NKBS","000017i_CV",3,"BSE",30,"MHR.1310.BLEED.218","15.0kV","x30","000017i_CV_3_15v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Nukumaru Brown Sand/017i_CV_3_15v_x30.BSE.tif"
"0000181_CC_1_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000181_CC",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000181_CC_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/181_CC_1_10v_x30_BSE.tif"
"0000181_CC_2_10v_x30_BSE","02/06/2018","Mali",NA,NA,NA,NA,"NKBS","0000181_CC",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000181_CC_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/181_CC_2_10v_x30_BSE.tif"
"0000182_CC_1_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000182_CC",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000182_CC_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/182_CC_1_10v_x30_BSE.tif"
"0000182_CC_2_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000182_CC",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000182_CC_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/182_CC_2_10v_x30_BSE.tif"
"0000183_CV_1_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000183_CV",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000183_CV_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/183_CV_1_10v_x30_BSE.tif"
"0000183_CV_2_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000183_CV",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000183_CV_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/183_CV_2_10v_x30_BSE.tif"
"0000184_CC_1_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000184_CC",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000184_CC_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/184_CC_1_10v_x30_BSE.tif"
"0000184_CC_2_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000184_CC",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000184_CC_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/184_CC_2_10v_x30_BSE.tif"
"0000185_CV_1_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000185_CV",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000185_CV_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/185_CV_1_10v_x30_BSE.tif"
"0000185_CV_2_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000185_CV",2,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000185_CV_2_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/185_CV_2_10v_x30_BSE.tif"
"0000186_CV_1_10v_x30_BSE","02/26/2018","Mali",NA,NA,NA,NA,"NKBS","0000186_CV",1,"BSE",30,"LHL.122.BLEED.103","10.0kV","x30","0000186_CV_1_10v_x30_BSE.tif","/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/186_CV_1_10v_x30_BSE.tif"
