"boxID","image","colony.id","zooid.id","formation","zh","oh","ow.m","ow.b","mpw.b","cw.m","cw.d","o.side","c.side","ln.zh","ln.mpw.b","ln.cw.m","ln.cw.d","ln.ow.m","ln.oh","ln.o.side","ln.c.side"
"796_779_356_612","001i_CC_1_5v_x30_BSE","001iCC","796_779_356_612_001i_CC_1_5v_x30_BSE","NKBS",771.199284374513,0.0536880425000199,389.47040763428,301.623804554822,186.125154582093,333.03093822056,369.493283013353,269.356424225773,350.856800123735,6.64794681535829,5.2264193215322,5.80823539323405,5.9121325616394,5.96478788715953,-2.92456497451535,5.59603549968961,5.86037816336521
"73_285_333_646","001i_CC_1_5v_x30_BSE","001iCC","73_285_333_646_001i_CC_1_5v_x30_BSE","NKBS",782.240879806086,0.0741722661593427,326.290663450174,217.076683423334,143.649684441058,301.348326284788,275.755362492878,314.503824576849,300.104624689635,6.66216272355624,4.9673775887021,5.70826682585618,5.61951410488152,5.78778858979785,-2.60136497011619,5.75099623688324,5.70413116282287
"642_1067_384_687","001i_CC_1_5v_x30_BSE","001iCC","642_1067_384_687_001i_CC_1_5v_x30_BSE","NKBS",849.22115676828,0.0550364097488365,402.004042061637,304.655501454944,176.575367648785,347.789649527537,367.201577544733,293.725240793896,386.837936349655,6.74431964328263,5.17374779740402,5.85159784163703,5.90591095488289,5.99646214344816,-2.8997603173386,5.68264477524697,5.95800583619917
"647_1602_393_608","001i_CC_2_5v_x30_BSE","001iCC","647_1602_393_608_001i_CC_2_5v_x30_BSE","NKBS",772.8711292856,0.0498093168343017,395.024138190959,314.147388544709,200.920720493167,337.961691584734,380.304864433344,223.90626950038,391.329282854421,6.65011231966383,5.30291040484579,5.82293255055302,5.9409732058946,5.97894687237822,-2.99955322742361,5.41122752455426,5.96954936120918
"240_435_399_632","001i_CC_2_5v_x30_BSE","001iCC","240_435_399_632_001i_CC_2_5v_x30_BSE","NKBS",753.350483981376,0.0522781759303502,393.238166643039,317.265414065289,223.108168728126,335.048523172392,385.510476095336,268.25779802281,334.49794683668,6.62453056968603,5.40765671541689,5.81427536662672,5.95456836797872,5.97441545030456,-2.95117628122596,5.5919484510708,5.81263074154251
"330_1354_407_654","001i_CC_2_5v_x30_BSE","001iCC","330_1354_407_654_001i_CC_2_5v_x30_BSE","NKBS",798.686686821395,0.05173683578557,381.990925224959,319.932059632965,198.569095135199,291.299700059056,360.665828249829,274.737384770708,365.045820138915,6.68296873722476,5.29113712588268,5.67435263430147,5.88795184610483,5.94539685236879,-2.96158526015215,5.61581567692735,5.90002288033084
"934_1306_384_639","001i_CC_2_5v_x30_BSE","001iCC","934_1306_384_639_001i_CC_2_5v_x30_BSE","NKBS",726.721132512088,0.0513879339427136,373.039502335176,308.42197777077,194.558584313352,321.358780431526,358.644299913598,242.43859488478,337.676702537144,6.58854281730448,5.27073332240137,5.77255819502119,5.88233108927341,5.92168431842019,-2.96835188227492,5.49074846134273,5.82208893637428
"935_1860_440_516","001i_CC_2_5v_x30_BSE","001iCC","935_1860_440_516_001i_CC_2_5v_x30_BSE","NKBS",687.041602097239,0.0470199273527092,413.530167859461,326.924302906913,212.640906880342,382.870290001583,425.166545615523,201.99978841741,364.965425066775,6.5323948465712,5.35960485981825,5.94769626341637,6.05248096419915,6.02473046914097,-3.05718378090099,5.30826664996209,5.89980262325126
"112_758_414_573","001i_CC_2_5v_x30_BSE","001iCC","112_758_414_573_001i_CC_2_5v_x30_BSE","NKBS",840.037730177038,0.0503878427736359,384.180247301366,329.12416116029,185.304053315245,346.113998968703,403.130281273431,274.193167404441,416.589058333405,6.73344680770605,5.22199800739231,5.84676819758033,5.99925978829754,5.95111183647079,-2.9880053478106,5.61383284852614,6.03210026427986
"631_786_363_618","001i_CC_2_5v_x30_BSE","001iCC","631_786_363_618_001i_CC_2_5v_x30_BSE","NKBS",745.080113694978,0.0554000083752054,368.711270156837,292.749691920248,183.354052056381,309.572012636565,330.959919474119,276.849550140536,334.167687026303,6.61349174775911,5.21141899438974,5.73519073916868,5.80199727884311,5.91001387205483,-2.89317553405192,5.62347421834635,5.81164292395325
"506_1031_380_681","001i_CC_2_5v_x30_BSE","001iCC","506_1031_380_681_001i_CC_2_5v_x30_BSE","NKBS",820.078887455979,0.0546230984864129,380.830772739247,291.220231949305,188.841181530297,280.455241958493,331.087424527642,260.966251255895,405.070433407663,6.70940053984558,5.24090635243831,5.63641414702051,5.80238246294288,5.94235511041703,-2.90729843648966,5.56439109342904,6.00406096163456
"424_63_479_568","001i_CC_2_5v_x30_BSE","001iCC","424_63_479_568_001i_CC_2_5v_x30_BSE","NKBS",668.284235036052,0.05255071379677,426.218809038281,315.561431907753,195.340788682662,383.662479150115,406.65771534029,277.193237184416,263.897325926176,6.50471358458751,5.27474566749793,5.94976320552883,6.00797183735863,6.05495285064353,-2.94597659855885,5.62471487013652,5.57556011055221
"552_354_479_565","002i_CV_1_15v_x30_BSE","002iCV","552_354_479_565_002i_CV_1_15v_x30_BSE","NKBS",657.656493229936,0.048084066767553,419.21337193945,357.564524525736,160.48225962263,403.126903883894,425.937607232353,297.896244914266,253.572810063189,6.48868274824845,5.07818340451473,5.99925141035164,6.0542928736469,6.0383800312086,-3.03480440898039,5.69674525445102,5.53565100097588
"844_737_383_550","002i_CV_1_15v_x30_BSE","002iCV","844_737_383_550_002i_CV_1_15v_x30_BSE","NKBS",617.72622036045,0.0516468647219828,405.63526578488,316.848871920977,183.235203201205,367.286847813421,395.767921114325,275.491582675684,236.34447763659,6.42604535017467,5.21077059099202,5.9061431444345,5.98082798166338,6.00545439569866,-2.9633257876407,5.61855707522489,5.46529039177309
"635_1038_441_547","002i_CV_1_15v_x30_BSE","002iCV","635_1038_441_547_002i_CV_1_15v_x30_BSE","NKBS",659.300298445206,0.0497108896487017,431.968320551433,340.226251372356,195.563701002457,362.691105008218,405.863444867759,287.174642486955,256.716061516558,6.49117911878896,5.27588616268199,5.89355152161046,6.0060167603356,6.06835225349832,-3.00153126226037,5.66009054109975,5.54797065513109
"140_1061_453_569","002i_CV_1_15v_x30_BSE","002iCV","140_1061_453_569_002i_CV_1_15v_x30_BSE","NKBS",728.42590429883,0.0494122279171961,434.967972999778,348.059664992403,207.264930272047,477.992735955636,482.528679932139,299.080534864513,319.06874117763,6.59088591050889,5.33399783133403,6.16959553563045,6.1790403592864,6.07527240309034,-3.00755735673025,5.70071288449615,5.76540656915535
"348_689_450_544","002i_CV_1_15v_x30_BSE","002iCV","348_689_450_544_002i_CV_1_15v_x30_BSE","NKBS",703.001285361084,0.0467984449448374,432.960031646406,368.020096467425,198.081673502402,411.367968525589,472.296139088563,284.100319890287,298.616930895727,6.55535872020314,5.28867943807929,6.01948811450263,6.15760620216733,6.07064541807556,-3.061905304285,5.64932741483729,5.69916158442105
"666_1719_425_497","002i_CV_1_15v_x30_BSE","002iCV","666_1719_425_497_002i_CV_1_15v_x30_BSE","NKBS",648.649202150155,0.0489449676388735,431.069092204771,339.970038782328,199.390197584069,390.528207599737,418.403887544086,268.360889423858,268.910611438815,6.47489205000032,5.29526369676104,5.96750020124134,6.03644720416091,6.0662683839956,-3.01705872144225,5.5923326769829,5.59437902489417
"1045_347_433_565","002i_CV_1_15v_x30_BSE","002iCV","1045_347_433_565_002i_CV_1_15v_x30_BSE","NKBS",639.148768397873,0.0453617539141774,451.343511259353,366.48898208767,200.751238623704,391.593580862939,450.61894595802,245.177594507364,285.874588298213,6.46013724167464,5.30206652278893,5.97022451844575,6.11062207318174,6.11222871534605,-3.09308595377187,5.5019828234896,5.65555321219574
