path;folder;subfolder;image;ext;fileName;specimenNR;formation
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/136_CC_1_15v_x30_BSE.tif;Stegs;NONE;136_CC_1_15v_x30_BSE;tif;136_CC_1_15v_x30_BSE.tif;136CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/136_CC_1_15v_x30_BSE.txt;Stegs;NONE;136_CC_1_15v_x30_BSE;txt;136_CC_1_15v_x30_BSE.txt;136CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/136_CC_2_15v_x30_BSE.tif;Stegs;NONE;136_CC_2_15v_x30_BSE;tif;136_CC_2_15v_x30_BSE.tif;136CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/136_CC_2_15v_x30_BSE.txt;Stegs;NONE;136_CC_2_15v_x30_BSE;txt;136_CC_2_15v_x30_BSE.txt;136CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/137_CV_1_15v_x30_BSE.tif;Stegs;NONE;137_CV_1_15v_x30_BSE;tif;137_CV_1_15v_x30_BSE.tif;137CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/137_CV_1_15v_x30_BSE.txt;Stegs;NONE;137_CV_1_15v_x30_BSE;txt;137_CV_1_15v_x30_BSE.txt;137CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/137_CV_2_15v_x30_BSE.tif;Stegs;NONE;137_CV_2_15v_x30_BSE;tif;137_CV_2_15v_x30_BSE.tif;137CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/137_CV_2_15v_x30_BSE.txt;Stegs;NONE;137_CV_2_15v_x30_BSE;txt;137_CV_2_15v_x30_BSE.txt;137CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/138_CV_1_15v_x30_BSE.tif;Stegs;NONE;138_CV_1_15v_x30_BSE;tif;138_CV_1_15v_x30_BSE.tif;138CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/138_CV_1_15v_x30_BSE.txt;Stegs;NONE;138_CV_1_15v_x30_BSE;txt;138_CV_1_15v_x30_BSE.txt;138CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/138_CV_2_15v_x30_BSE.tif;Stegs;NONE;138_CV_2_15v_x30_BSE;tif;138_CV_2_15v_x30_BSE.tif;138CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/138_CV_2_15v_x30_BSE.txt;Stegs;NONE;138_CV_2_15v_x30_BSE;txt;138_CV_2_15v_x30_BSE.txt;138CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/139_CC_1_15v_x30_BSE.tif;Stegs;NONE;139_CC_1_15v_x30_BSE;tif;139_CC_1_15v_x30_BSE.tif;139CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/139_CC_1_15v_x30_BSE.txt;Stegs;NONE;139_CC_1_15v_x30_BSE;txt;139_CC_1_15v_x30_BSE.txt;139CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/139_CC_2_15v_x30_BSE.tif;Stegs;NONE;139_CC_2_15v_x30_BSE;tif;139_CC_2_15v_x30_BSE.tif;139CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/139_CC_2_15v_x30_BSE.txt;Stegs;NONE;139_CC_2_15v_x30_BSE;txt;139_CC_2_15v_x30_BSE.txt;139CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/140_CV_1_15v_x30_BSE.tif;Stegs;NONE;140_CV_1_15v_x30_BSE;tif;140_CV_1_15v_x30_BSE.tif;140CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/140_CV_1_15v_x30_BSE.txt;Stegs;NONE;140_CV_1_15v_x30_BSE;txt;140_CV_1_15v_x30_BSE.txt;140CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/140_CV_2_15v_x30_BSE.tif;Stegs;NONE;140_CV_2_15v_x30_BSE;tif;140_CV_2_15v_x30_BSE.tif;140CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/140_CV_2_15v_x30_BSE.txt;Stegs;NONE;140_CV_2_15v_x30_BSE;txt;140_CV_2_15v_x30_BSE.txt;140CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/142_CC_1_15v_x30_BSE.tif;Stegs;NONE;142_CC_1_15v_x30_BSE;tif;142_CC_1_15v_x30_BSE.tif;142CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/142_CC_1_15v_x30_BSE.txt;Stegs;NONE;142_CC_1_15v_x30_BSE;txt;142_CC_1_15v_x30_BSE.txt;142CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/142_CC_2_15v_x30_BSE.tif;Stegs;NONE;142_CC_2_15v_x30_BSE;tif;142_CC_2_15v_x30_BSE.tif;142CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/142_CC_2_15v_x30_BSE.txt;Stegs;NONE;142_CC_2_15v_x30_BSE;txt;142_CC_2_15v_x30_BSE.txt;142CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/146_CV_1_15v_x30_BSE.tif;Stegs;NONE;146_CV_1_15v_x30_BSE;tif;146_CV_1_15v_x30_BSE.tif;146CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/146_CV_1_15v_x30_BSE.txt;Stegs;NONE;146_CV_1_15v_x30_BSE;txt;146_CV_1_15v_x30_BSE.txt;146CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/146_CV_2_15v_x30_BSE.tif;Stegs;NONE;146_CV_2_15v_x30_BSE;tif;146_CV_2_15v_x30_BSE.tif;146CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/146_CV_2_15v_x30_BSE.txt;Stegs;NONE;146_CV_2_15v_x30_BSE;txt;146_CV_2_15v_x30_BSE.txt;146CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/147_CC_1_15v_x30_BSE.tif;Stegs;NONE;147_CC_1_15v_x30_BSE;tif;147_CC_1_15v_x30_BSE.tif;147CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/147_CC_1_15v_x30_BSE.txt;Stegs;NONE;147_CC_1_15v_x30_BSE;txt;147_CC_1_15v_x30_BSE.txt;147CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/147_CC_2_15v_x30_BSE.tif;Stegs;NONE;147_CC_2_15v_x30_BSE;tif;147_CC_2_15v_x30_BSE.tif;147CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/147_CC_2_15v_x30_BSE.txt;Stegs;NONE;147_CC_2_15v_x30_BSE;txt;147_CC_2_15v_x30_BSE.txt;147CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/150_CV_1_10v_x30_BSE.tif;Stegs;NONE;150_CV_1_10v_x30_BSE;tif;150_CV_1_10v_x30_BSE.tif;150CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/150_CV_1_10v_x30_BSE.txt;Stegs;NONE;150_CV_1_10v_x30_BSE;txt;150_CV_1_10v_x30_BSE.txt;150CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/150_CV_2_10v_x30_BSE.tif;Stegs;NONE;150_CV_2_10v_x30_BSE;tif;150_CV_2_10v_x30_BSE.tif;150CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/150_CV_2_10v_x30_BSE.txt;Stegs;NONE;150_CV_2_10v_x30_BSE;txt;150_CV_2_10v_x30_BSE.txt;150CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/151_CC_1_15v_x30_BSE.tif;Stegs;NONE;151_CC_1_15v_x30_BSE;tif;151_CC_1_15v_x30_BSE.tif;151CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/151_CC_1_15v_x30_BSE.txt;Stegs;NONE;151_CC_1_15v_x30_BSE;txt;151_CC_1_15v_x30_BSE.txt;151CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/151_CC_2_15v_x30_BSE.tif;Stegs;NONE;151_CC_2_15v_x30_BSE;tif;151_CC_2_15v_x30_BSE.tif;151CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/151_CC_2_15v_x30_BSE.txt;Stegs;NONE;151_CC_2_15v_x30_BSE;txt;151_CC_2_15v_x30_BSE.txt;151CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/154_CV_1_15v_x30_BSE.tif;Stegs;NONE;154_CV_1_15v_x30_BSE;tif;154_CV_1_15v_x30_BSE.tif;154CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/154_CV_1_15v_x30_BSE.txt;Stegs;NONE;154_CV_1_15v_x30_BSE;txt;154_CV_1_15v_x30_BSE.txt;154CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/154_CV_2_15v_x35_BSE.tif;Stegs;NONE;154_CV_2_15v_x35_BSE;tif;154_CV_2_15v_x35_BSE.tif;154CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/154_CV_2_15v_x35_BSE.txt;Stegs;NONE;154_CV_2_15v_x35_BSE;txt;154_CV_2_15v_x35_BSE.txt;154CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/154_CV_3_15v_x30_BSE.tif;Stegs;NONE;154_CV_3_15v_x30_BSE;tif;154_CV_3_15v_x30_BSE.tif;154CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/154_CV_3_15v_x30_BSE.txt;Stegs;NONE;154_CV_3_15v_x30_BSE;txt;154_CV_3_15v_x30_BSE.txt;154CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/155_CV_1_15v_x30_BSE.tif;Stegs;NONE;155_CV_1_15v_x30_BSE;tif;155_CV_1_15v_x30_BSE.tif;155CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/155_CV_1_15v_x30_BSE.txt;Stegs;NONE;155_CV_1_15v_x30_BSE;txt;155_CV_1_15v_x30_BSE.txt;155CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/155_CV_2_15v_x30_BSE.tif;Stegs;NONE;155_CV_2_15v_x30_BSE;tif;155_CV_2_15v_x30_BSE.tif;155CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/155_CV_2_15v_x30_BSE.txt;Stegs;NONE;155_CV_2_15v_x30_BSE;txt;155_CV_2_15v_x30_BSE.txt;155CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/156_CV_1_15v_x30_BSE.tif;Stegs;NONE;156_CV_1_15v_x30_BSE;tif;156_CV_1_15v_x30_BSE.tif;156CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/156_CV_1_15v_x30_BSE.txt;Stegs;NONE;156_CV_1_15v_x30_BSE;txt;156_CV_1_15v_x30_BSE.txt;156CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/156_CV_2_15v_x30_BSE.tif;Stegs;NONE;156_CV_2_15v_x30_BSE;tif;156_CV_2_15v_x30_BSE.tif;156CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/156_CV_2_15v_x30_BSE.txt;Stegs;NONE;156_CV_2_15v_x30_BSE;txt;156_CV_2_15v_x30_BSE.txt;156CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/157_CV_1_10v_x30_BSE.tif;Stegs;NONE;157_CV_1_10v_x30_BSE;tif;157_CV_1_10v_x30_BSE.tif;157CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/157_CV_1_10v_x30_BSE.txt;Stegs;NONE;157_CV_1_10v_x30_BSE;txt;157_CV_1_10v_x30_BSE.txt;157CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/157_CV_2_10v_x30_BSE.tif;Stegs;NONE;157_CV_2_10v_x30_BSE;tif;157_CV_2_10v_x30_BSE.tif;157CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/157_CV_2_10v_x30_BSE.txt;Stegs;NONE;157_CV_2_10v_x30_BSE;txt;157_CV_2_10v_x30_BSE.txt;157CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/159_CV_1_15v_x30_BSE.tif;Stegs;NONE;159_CV_1_15v_x30_BSE;tif;159_CV_1_15v_x30_BSE.tif;159CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/159_CV_1_15v_x30_BSE.txt;Stegs;NONE;159_CV_1_15v_x30_BSE;txt;159_CV_1_15v_x30_BSE.txt;159CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/159_CV_2_15v_x30_BSE.tif;Stegs;NONE;159_CV_2_15v_x30_BSE;tif;159_CV_2_15v_x30_BSE.tif;159CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/159_CV_2_15v_x30_BSE.txt;Stegs;NONE;159_CV_2_15v_x30_BSE;txt;159_CV_2_15v_x30_BSE.txt;159CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/160_CV_1_15v_x30_BSE.tif;Stegs;NONE;160_CV_1_15v_x30_BSE;tif;160_CV_1_15v_x30_BSE.tif;160CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/160_CV_1_15v_x30_BSE.txt;Stegs;NONE;160_CV_1_15v_x30_BSE;txt;160_CV_1_15v_x30_BSE.txt;160CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/160_CV_2_15v_x30_BSE.tif;Stegs;NONE;160_CV_2_15v_x30_BSE;tif;160_CV_2_15v_x30_BSE.tif;160CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/160_CV_2_15v_x30_BSE.txt;Stegs;NONE;160_CV_2_15v_x30_BSE;txt;160_CV_2_15v_x30_BSE.txt;160CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/161_CC_1_15v_x30_BSE.tif;Stegs;NONE;161_CC_1_15v_x30_BSE;tif;161_CC_1_15v_x30_BSE.tif;161CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/161_CC_1_15v_x30_BSE.txt;Stegs;NONE;161_CC_1_15v_x30_BSE;txt;161_CC_1_15v_x30_BSE.txt;161CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/161_CC_2_15v_x30_BSE.tif;Stegs;NONE;161_CC_2_15v_x30_BSE;tif;161_CC_2_15v_x30_BSE.tif;161CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/161_CC_2_15v_x30_BSE.txt;Stegs;NONE;161_CC_2_15v_x30_BSE;txt;161_CC_2_15v_x30_BSE.txt;161CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/162_CV_1_15v_x30_BSE.tif;Stegs;NONE;162_CV_1_15v_x30_BSE;tif;162_CV_1_15v_x30_BSE.tif;162CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/162_CV_1_15v_x30_BSE.txt;Stegs;NONE;162_CV_1_15v_x30_BSE;txt;162_CV_1_15v_x30_BSE.txt;162CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/162_CV_2_15v_x30_BSE.tif;Stegs;NONE;162_CV_2_15v_x30_BSE;tif;162_CV_2_15v_x30_BSE.tif;162CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/162_CV_2_15v_x30_BSE.txt;Stegs;NONE;162_CV_2_15v_x30_BSE;txt;162_CV_2_15v_x30_BSE.txt;162CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/163_CV_1_15v_x30_BSE.tif;Stegs;NONE;163_CV_1_15v_x30_BSE;tif;163_CV_1_15v_x30_BSE.tif;163CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/163_CV_1_15v_x30_BSE.txt;Stegs;NONE;163_CV_1_15v_x30_BSE;txt;163_CV_1_15v_x30_BSE.txt;163CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/163_CV_2_15v_x30_BSE.tif;Stegs;NONE;163_CV_2_15v_x30_BSE;tif;163_CV_2_15v_x30_BSE.tif;163CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/163_CV_2_15v_x30_BSE.txt;Stegs;NONE;163_CV_2_15v_x30_BSE;txt;163_CV_2_15v_x30_BSE.txt;163CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/164_CV_1_15v_x30_BSE.tif;Stegs;NONE;164_CV_1_15v_x30_BSE;tif;164_CV_1_15v_x30_BSE.tif;164CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/164_CV_1_15v_x30_BSE.txt;Stegs;NONE;164_CV_1_15v_x30_BSE;txt;164_CV_1_15v_x30_BSE.txt;164CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/164_CV_2_15v_x30_BSE.tif;Stegs;NONE;164_CV_2_15v_x30_BSE;tif;164_CV_2_15v_x30_BSE.tif;164CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/164_CV_2_15v_x30_BSE.txt;Stegs;NONE;164_CV_2_15v_x30_BSE;txt;164_CV_2_15v_x30_BSE.txt;164CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/165_CC_1_15v_x30_BSE.tif;Stegs;NONE;165_CC_1_15v_x30_BSE;tif;165_CC_1_15v_x30_BSE.tif;165CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/165_CC_1_15v_x30_BSE.txt;Stegs;NONE;165_CC_1_15v_x30_BSE;txt;165_CC_1_15v_x30_BSE.txt;165CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/165_CC_2_15v_x30_BSE.tif;Stegs;NONE;165_CC_2_15v_x30_BSE;tif;165_CC_2_15v_x30_BSE.tif;165CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/165_CC_2_15v_x30_BSE.txt;Stegs;NONE;165_CC_2_15v_x30_BSE;txt;165_CC_2_15v_x30_BSE.txt;165CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/166_CV_1_15v_x30_BSE.tif;Stegs;NONE;166_CV_1_15v_x30_BSE;tif;166_CV_1_15v_x30_BSE.tif;166CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/166_CV_1_15v_x30_BSE.txt;Stegs;NONE;166_CV_1_15v_x30_BSE;txt;166_CV_1_15v_x30_BSE.txt;166CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/166_CV_2_15v_x30_BSE.tif;Stegs;NONE;166_CV_2_15v_x30_BSE;tif;166_CV_2_15v_x30_BSE.tif;166CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/166_CV_2_15v_x30_BSE.txt;Stegs;NONE;166_CV_2_15v_x30_BSE;txt;166_CV_2_15v_x30_BSE.txt;166CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/168_CC_1_10v_x30_BSE.tif;Stegs;NONE;168_CC_1_10v_x30_BSE;tif;168_CC_1_10v_x30_BSE.tif;168CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/168_CC_1_10v_x30_BSE.txt;Stegs;NONE;168_CC_1_10v_x30_BSE;txt;168_CC_1_10v_x30_BSE.txt;168CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/168_CC_2_10v_x30_BSE.tif;Stegs;NONE;168_CC_2_10v_x30_BSE;tif;168_CC_2_10v_x30_BSE.tif;168CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/168_CC_2_10v_x30_BSE.txt;Stegs;NONE;168_CC_2_10v_x30_BSE;txt;168_CC_2_10v_x30_BSE.txt;168CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/169_CV_1_15v_x30_BSE.tif;Stegs;NONE;169_CV_1_15v_x30_BSE;tif;169_CV_1_15v_x30_BSE.tif;169CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/169_CV_1_15v_x30_BSE.txt;Stegs;NONE;169_CV_1_15v_x30_BSE;txt;169_CV_1_15v_x30_BSE.txt;169CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/169_CV_2_15v_x30_BSE.tif;Stegs;NONE;169_CV_2_15v_x30_BSE;tif;169_CV_2_15v_x30_BSE.tif;169CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/169_CV_2_15v_x30_BSE.txt;Stegs;NONE;169_CV_2_15v_x30_BSE;txt;169_CV_2_15v_x30_BSE.txt;169CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/171_CV_1_15v_x30_BSE.tif;Stegs;NONE;171_CV_1_15v_x30_BSE;tif;171_CV_1_15v_x30_BSE.tif;171CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/171_CV_1_15v_x30_BSE.txt;Stegs;NONE;171_CV_1_15v_x30_BSE;txt;171_CV_1_15v_x30_BSE.txt;171CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/171_CV_2_15v_x30_BSE.tif;Stegs;NONE;171_CV_2_15v_x30_BSE;tif;171_CV_2_15v_x30_BSE.tif;171CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/171_CV_2_15v_x30_BSE.txt;Stegs;NONE;171_CV_2_15v_x30_BSE;txt;171_CV_2_15v_x30_BSE.txt;171CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/173_CC_1_15v_x30_BSE.tif;Stegs;NONE;173_CC_1_15v_x30_BSE;tif;173_CC_1_15v_x30_BSE.tif;173CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/173_CC_1_15v_x30_BSE.txt;Stegs;NONE;173_CC_1_15v_x30_BSE;txt;173_CC_1_15v_x30_BSE.txt;173CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/173_CC_2_15v_x30_BSE.tif;Stegs;NONE;173_CC_2_15v_x30_BSE;tif;173_CC_2_15v_x30_BSE.tif;173CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/173_CC_2_15v_x30_BSE.txt;Stegs;NONE;173_CC_2_15v_x30_BSE;txt;173_CC_2_15v_x30_BSE.txt;173CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/174_CV_1_15v_x30_BSE.tif;Stegs;NONE;174_CV_1_15v_x30_BSE;tif;174_CV_1_15v_x30_BSE.tif;174CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/174_CV_1_15v_x30_BSE.txt;Stegs;NONE;174_CV_1_15v_x30_BSE;txt;174_CV_1_15v_x30_BSE.txt;174CV;NKBS
