folder;subfolder;sub.subfolder;image;ext;fileName;specimenNR
Stegs;Mali SEM;Tainui SB;812_CC_1_10v_x30_BSE;txt;812_CC_1_10v_x30_BSE.txt;812CC
Stegs;Mali SEM;Tainui SB;812_CC_2_10v_x30_BSE;tif;812_CC_2_10v_x30_BSE.tif;812CC
Stegs;Mali SEM;Tainui SB;812_CC_2_10v_x30_BSE;txt;812_CC_2_10v_x30_BSE.txt;812CC
Stegs;Mali SEM;Tainui SB;813_CC_1_10v_x30_BSE;tif;813_CC_1_10v_x30_BSE.tif;813CC
Stegs;Mali SEM;Tainui SB;813_CC_1_10v_x30_BSE;txt;813_CC_1_10v_x30_BSE.txt;813CC
Stegs;Mali SEM;Tainui SB;813_CC_2_10v_x30_BSE;tif;813_CC_2_10v_x30_BSE.tif;813CC
Stegs;Mali SEM;Tainui SB;813_CC_2_10v_x30_BSE;txt;813_CC_2_10v_x30_BSE.txt;813CC
Stegs;Mali SEM;Tainui SB;814_F_1_10v_x30_BSE;tif;814_F_1_10v_x30_BSE.tif;814F
Stegs;Mali SEM;Tainui SB;814_F_1_10v_x30_BSE;txt;814_F_1_10v_x30_BSE.txt;814F
Stegs;Mali SEM;Tainui SB;814_F_2_10v_x30_BSE;tif;814_F_2_10v_x30_BSE.tif;814F
Stegs;Mali SEM;Tainui SB;814_F_2_10v_x30_BSE;txt;814_F_2_10v_x30_BSE.txt;814F
Stegs;Mali SEM;Tainui SB;816_CC_1_10v_x30_BSE;tif;816_CC_1_10v_x30_BSE.tif;816CC
Stegs;Mali SEM;Tainui SB;816_CC_1_10v_x30_BSE;txt;816_CC_1_10v_x30_BSE.txt;816CC
Stegs;Mali SEM;Tainui SB;816_CC_2_10v_x30_BSE;tif;816_CC_2_10v_x30_BSE.tif;816CC
Stegs;Mali SEM;Tainui SB;816_CC_2_10v_x30_BSE;txt;816_CC_2_10v_x30_BSE.txt;816CC
Stegs;Mali SEM;Tainui SB;817_F_1_10v_x30_BSE;tif;817_F_1_10v_x30_BSE.tif;817F
Stegs;Mali SEM;Tainui SB;817_F_1_10v_x30_BSE;txt;817_F_1_10v_x30_BSE.txt;817F
Stegs;Mali SEM;Tainui SB;817_F_2_10v_x30_BSE;tif;817_F_2_10v_x30_BSE.tif;817F
Stegs;Mali SEM;Tainui SB;817_F_2_10v_x30_BSE;txt;817_F_2_10v_x30_BSE.txt;817F
Stegs;Mali SEM;Tainui SB;818_CC_1_10v_x30_BSE;tif;818_CC_1_10v_x30_BSE.tif;818CC
Stegs;Mali SEM;Tainui SB;818_CC_1_10v_x30_BSE;txt;818_CC_1_10v_x30_BSE.txt;818CC
Stegs;Mali SEM;Tainui SB;818_CC_2_10v_x30_BSE;tif;818_CC_2_10v_x30_BSE.tif;818CC
Stegs;Mali SEM;Tainui SB;818_CC_2_10v_x30_BSE;txt;818_CC_2_10v_x30_BSE.txt;818CC
Stegs;Mali SEM;Tainui SB;819_F_1_10v_x30_BSE;tif;819_F_1_10v_x30_BSE.tif;819F
Stegs;Mali SEM;Tainui SB;819_F_1_10v_x30_BSE;txt;819_F_1_10v_x30_BSE.txt;819F
Stegs;Mali SEM;Tainui SB;819_F_2_10v_x30_BSE;tif;819_F_2_10v_x30_BSE.tif;819F
Stegs;Mali SEM;Tainui SB;819_F_2_10v_x30_BSE;txt;819_F_2_10v_x30_BSE.txt;819F
Stegs;Mali SEM;Tainui SB;820_F_1_10v_x30_BSE;tif;820_F_1_10v_x30_BSE.tif;820F
Stegs;Mali SEM;Tainui SB;820_F_1_10v_x30_BSE;txt;820_F_1_10v_x30_BSE.txt;820F
Stegs;Mali SEM;Tainui SB;820_F_2_10v_x30_BSE;tif;820_F_2_10v_x30_BSE.tif;820F
Stegs;Mali SEM;Tainui SB;820_F_2_10v_x30_BSE;txt;820_F_2_10v_x30_BSE.txt;820F
Stegs;Mali SEM;Tainui SB;821_F_1_10v_x30_BSE;tif;821_F_1_10v_x30_BSE.tif;821F
Stegs;Mali SEM;Tainui SB;821_F_1_10v_x30_BSE;txt;821_F_1_10v_x30_BSE.txt;821F
Stegs;Mali SEM;Tainui SB;821_F_2_10v_x30_BSE;tif;821_F_2_10v_x30_BSE.tif;821F
Stegs;Mali SEM;Tainui SB;821_F_2_10v_x30_BSE;txt;821_F_2_10v_x30_BSE.txt;821F
Stegs;Mali SEM;Tainui SB;822_CV_1_10v_x30_BSE;tif;822_CV_1_10v_x30_BSE.tif;822CV
Stegs;Mali SEM;Tainui SB;822_CV_1_10v_x30_BSE;txt;822_CV_1_10v_x30_BSE.txt;822CV
Stegs;Mali SEM;Tainui SB;822_CV_2_10v_x30_BSE;tif;822_CV_2_10v_x30_BSE.tif;822CV
Stegs;Mali SEM;Tainui SB;822_CV_2_10v_x30_BSE;txt;822_CV_2_10v_x30_BSE.txt;822CV
Stegs;Mali SEM;Tainui SB;822_CV_3_10v_x30_BSE;tif;822_CV_3_10v_x30_BSE.tif;822CV
Stegs;Mali SEM;Tainui SB;822_CV_3_10v_x30_BSE;txt;822_CV_3_10v_x30_BSE.txt;822CV
Stegs;Mali SEM;Tainui SB;823_F_1_10v_x30_BSE;tif;823_F_1_10v_x30_BSE.tif;823F
Stegs;Mali SEM;Tainui SB;823_F_1_10v_x30_BSE;txt;823_F_1_10v_x30_BSE.txt;823F
Stegs;Mali SEM;Tainui SB;823_F_2_10v_x30_BSE;tif;823_F_2_10v_x30_BSE.tif;823F
Stegs;Mali SEM;Tainui SB;823_F_2_10v_x30_BSE;txt;823_F_2_10v_x30_BSE.txt;823F
Stegs;Mali SEM;Tainui SB;824_CV_1_10v_x30_BSE;tif;824_CV_1_10v_x30_BSE.tif;824CV
Stegs;Mali SEM;Tainui SB;824_CV_1_10v_x30_BSE;txt;824_CV_1_10v_x30_BSE.txt;824CV
Stegs;Mali SEM;Tainui SB;824_CV_2_10v_x30_BSE;tif;824_CV_2_10v_x30_BSE.tif;824CV
Stegs;Mali SEM;Tainui SB;824_CV_2_10v_x30_BSE;txt;824_CV_2_10v_x30_BSE.txt;824CV
Stegs;Mali SEM;Tainui SB;824_CV_3_10v_x30_BSE;tif;824_CV_3_10v_x30_BSE.tif;824CV
Stegs;Mali SEM;Tainui SB;824_CV_3_10v_x30_BSE;txt;824_CV_3_10v_x30_BSE.txt;824CV
Stegs;Mali SEM;Tainui SB;825_CV_1_10v_x30_BSE;tif;825_CV_1_10v_x30_BSE.tif;825CV
Stegs;Mali SEM;Tainui SB;825_CV_1_10v_x30_BSE;txt;825_CV_1_10v_x30_BSE.txt;825CV
Stegs;Mali SEM;Tainui SB;825_CV_2_10v_x30_BSE;tif;825_CV_2_10v_x30_BSE.tif;825CV
Stegs;Mali SEM;Tainui SB;825_CV_2_10v_x30_BSE;txt;825_CV_2_10v_x30_BSE.txt;825CV
Stegs;Mali SEM;Tainui SB;826_CV_1_10v_x30_BSE;tif;826_CV_1_10v_x30_BSE.tif;826CV
Stegs;Mali SEM;Tainui SB;826_CV_1_10v_x30_BSE;txt;826_CV_1_10v_x30_BSE.txt;826CV
Stegs;Mali SEM;Tainui SB;826_CV_2_10v_x30_BSE;tif;826_CV_2_10v_x30_BSE.tif;826CV
Stegs;Mali SEM;Tainui SB;826_CV_2_10v_x30_BSE;txt;826_CV_2_10v_x30_BSE.txt;826CV
Stegs;Mali SEM;Tainui SB;827_CC_1_10v_x30_BSE;tif;827_CC_1_10v_x30_BSE.tif;827CC
Stegs;Mali SEM;Tainui SB;827_CC_1_10v_x30_BSE;txt;827_CC_1_10v_x30_BSE.txt;827CC
Stegs;Mali SEM;Tainui SB;827_CC_2_10v_x30_BSE;tif;827_CC_2_10v_x30_BSE.tif;827CC
Stegs;Mali SEM;Tainui SB;827_CC_2_10v_x30_BSE;txt;827_CC_2_10v_x30_BSE.txt;827CC
Stegs;Mali SEM;Tainui SB;828_F_1_10v_x30_BSE;tif;828_F_1_10v_x30_BSE.tif;828F
Stegs;Mali SEM;Tainui SB;828_F_1_10v_x30_BSE;txt;828_F_1_10v_x30_BSE.txt;828F
Stegs;Mali SEM;Tainui SB;828_F_2_10v_x30_BSE;tif;828_F_2_10v_x30_BSE.tif;828F
Stegs;Mali SEM;Tainui SB;828_F_2_10v_x30_BSE;txt;828_F_2_10v_x30_BSE.txt;828F
Stegs;Mali SEM;Tainui SB;828_F_3_10v_x30_BSE;tif;828_F_3_10v_x30_BSE.tif;828F
Stegs;Mali SEM;Tainui SB;828_F_3_10v_x30_BSE;txt;828_F_3_10v_x30_BSE.txt;828F
Stegs;Mali SEM;Tewkesbury;600_CV_1_10v_x30_BSE;tif;600_CV_1_10v_x30_BSE.tif;600CV
Stegs;Mali SEM;Tewkesbury;600_CV_1_10v_x30_BSE;txt;600_CV_1_10v_x30_BSE.txt;600CV
Stegs;Mali SEM;Tewkesbury;600_CV_2_10v_x30_BSE;tif;600_CV_2_10v_x30_BSE.tif;600CV
Stegs;Mali SEM;Tewkesbury;600_CV_2_10v_x30_BSE;txt;600_CV_2_10v_x30_BSE.txt;600CV
Stegs;Mali SEM;Tewkesbury;602_CV_1_10v_x30_BSE;tif;602_CV_1_10v_x30_BSE.tif;602CV
Stegs;Mali SEM;Tewkesbury;602_CV_1_10v_x30_BSE;txt;602_CV_1_10v_x30_BSE.txt;602CV
Stegs;Mali SEM;Tewkesbury;602_CV_2_10v_x30_BSE;tif;602_CV_2_10v_x30_BSE.tif;602CV
Stegs;Mali SEM;Tewkesbury;602_CV_2_10v_x30_BSE;txt;602_CV_2_10v_x30_BSE.txt;602CV
Stegs;Mali SEM;Tewkesbury;604_CC_1_10v_x30_BSE;tif;604_CC_1_10v_x30_BSE.tif;604CC
Stegs;Mali SEM;Tewkesbury;604_CC_1_10v_x30_BSE;txt;604_CC_1_10v_x30_BSE.txt;604CC
Stegs;Mali SEM;Tewkesbury;604_CC_2_10v_x30_BSE;tif;604_CC_2_10v_x30_BSE.tif;604CC
Stegs;Mali SEM;Tewkesbury;604_CC_2_10v_x30_BSE;txt;604_CC_2_10v_x30_BSE.txt;604CC
Stegs;Mali SEM;Tewkesbury;605_CV_1_10v_x30_BSE;tif;605_CV_1_10v_x30_BSE.tif;605CV
Stegs;Mali SEM;Tewkesbury;605_CV_1_10v_x30_BSE;txt;605_CV_1_10v_x30_BSE.txt;605CV
Stegs;Mali SEM;Tewkesbury;605_CV_2_10v_x30_BSE;tif;605_CV_2_10v_x30_BSE.tif;605CV
Stegs;Mali SEM;Tewkesbury;605_CV_2_10v_x30_BSE;txt;605_CV_2_10v_x30_BSE.txt;605CV
Stegs;Mali SEM;Tewkesbury;606_CC_1_10v_x30_BSE;tif;606_CC_1_10v_x30_BSE.tif;606CC
Stegs;Mali SEM;Tewkesbury;606_CC_1_10v_x30_BSE;txt;606_CC_1_10v_x30_BSE.txt;606CC
Stegs;Mali SEM;Tewkesbury;606_CC_2_10v_x30_BSE;tif;606_CC_2_10v_x30_BSE.tif;606CC
Stegs;Mali SEM;Tewkesbury;606_CC_2_10v_x30_BSE;txt;606_CC_2_10v_x30_BSE.txt;606CC
Stegs;Mali SEM;Tewkesbury;607_CV_1_10v_x30_BSE;tif;607_CV_1_10v_x30_BSE.tif;607CV
Stegs;Mali SEM;Tewkesbury;607_CV_1_10v_x30_BSE;txt;607_CV_1_10v_x30_BSE.txt;607CV
Stegs;Mali SEM;Tewkesbury;607_CV_2_10v_x30_BSE;tif;607_CV_2_10v_x30_BSE.tif;607CV
Stegs;Mali SEM;Tewkesbury;607_CV_2_10v_x30_BSE;txt;607_CV_2_10v_x30_BSE.txt;607CV
Stegs;Mali SEM;Tewkesbury;608_CV_1_10v_x30_BSE;tif;608_CV_1_10v_x30_BSE.tif;608CV
Stegs;Mali SEM;Tewkesbury;608_CV_1_10v_x30_BSE;txt;608_CV_1_10v_x30_BSE.txt;608CV
Stegs;Mali SEM;Tewkesbury;608_CV_2_10v_x30_BSE;tif;608_CV_2_10v_x30_BSE.tif;608CV
Stegs;Mali SEM;Tewkesbury;608_CV_2_10v_x30_BSE;txt;608_CV_2_10v_x30_BSE.txt;608CV
Stegs;Mali SEM;Tewkesbury;608_CV_3_10v_x30_BSE;tif;608_CV_3_10v_x30_BSE.tif;608CV
Stegs;Mali SEM;Tewkesbury;608_CV_3_10v_x30_BSE;txt;608_CV_3_10v_x30_BSE.txt;608CV
Stegs;Mali SEM;Tewkesbury;609_CV_1_10v_x30_BSE;tif;609_CV_1_10v_x30_BSE.tif;609CV
Stegs;Mali SEM;Tewkesbury;609_CV_1_10v_x30_BSE;txt;609_CV_1_10v_x30_BSE.txt;609CV
Stegs;Mali SEM;Tewkesbury;609_CV_2_10v_x30_BSE;tif;609_CV_2_10v_x30_BSE.tif;609CV
Stegs;Mali SEM;Tewkesbury;609_CV_2_10v_x30_BSE;txt;609_CV_2_10v_x30_BSE.txt;609CV
Stegs;Mali SEM;Tewkesbury;610_CV_1_10v_x30_BSE;tif;610_CV_1_10v_x30_BSE.tif;610CV
Stegs;Mali SEM;Tewkesbury;610_CV_1_10v_x30_BSE;txt;610_CV_1_10v_x30_BSE.txt;610CV
Stegs;Mali SEM;Tewkesbury;610_CV_2_10v_x30_BSE;tif;610_CV_2_10v_x30_BSE.tif;610CV
Stegs;Mali SEM;Tewkesbury;610_CV_2_10v_x30_BSE;txt;610_CV_2_10v_x30_BSE.txt;610CV
Stegs;Mali SEM;Tewkesbury;612_CV_1_10v_x30_BSE;tif;612_CV_1_10v_x30_BSE.tif;612CV
Stegs;Mali SEM;Tewkesbury;612_CV_1_10v_x30_BSE;txt;612_CV_1_10v_x30_BSE.txt;612CV
Stegs;Mali SEM;Tewkesbury;612_CV_2_10v_x30_BSE;tif;612_CV_2_10v_x30_BSE.tif;612CV
Stegs;Mali SEM;Tewkesbury;612_CV_2_10v_x30_BSE;txt;612_CV_2_10v_x30_BSE.txt;612CV
Stegs;Mali SEM;Tewkesbury;614_CC_1_10v_x30_BSE;tif;614_CC_1_10v_x30_BSE.tif;614CC
Stegs;Mali SEM;Tewkesbury;614_CC_1_10v_x30_BSE;txt;614_CC_1_10v_x30_BSE.txt;614CC
Stegs;Mali SEM;Tewkesbury;614_CC_2_10v_x30_BSE;tif;614_CC_2_10v_x30_BSE.tif;614CC
Stegs;Mali SEM;Tewkesbury;614_CC_2_10v_x30_BSE;txt;614_CC_2_10v_x30_BSE.txt;614CC
Stegs;Mali SEM;Tewkesbury;615_CV_1_10v_x30_BSE;tif;615_CV_1_10v_x30_BSE.tif;615CV
Stegs;Mali SEM;Tewkesbury;615_CV_1_10v_x30_BSE;txt;615_CV_1_10v_x30_BSE.txt;615CV
Stegs;Mali SEM;Tewkesbury;615_CV_2_10v_x30_BSE;tif;615_CV_2_10v_x30_BSE.tif;615CV
Stegs;Mali SEM;Tewkesbury;615_CV_2_10v_x30_BSE;txt;615_CV_2_10v_x30_BSE.txt;615CV
Stegs;Mali SEM;Tewkesbury;615_CV_3_10v_x30_BSE;tif;615_CV_3_10v_x30_BSE.tif;615CV
Stegs;Mali SEM;Tewkesbury;615_CV_3_10v_x30_BSE;txt;615_CV_3_10v_x30_BSE.txt;615CV
Stegs;Mali SEM;Tewkesbury;616_CV_1_10v_x30_BSE;tif;616_CV_1_10v_x30_BSE.tif;616CV
Stegs;Mali SEM;Tewkesbury;616_CV_1_10v_x30_BSE;txt;616_CV_1_10v_x30_BSE.txt;616CV
Stegs;Mali SEM;Tewkesbury;616_CV_2_10v_x30_BSE;tif;616_CV_2_10v_x30_BSE.tif;616CV
Stegs;Mali SEM;Tewkesbury;616_CV_2_10v_x30_BSE;txt;616_CV_2_10v_x30_BSE.txt;616CV
Stegs;Mali SEM;Tewkesbury;617_CV_1_10v_x30_BSE;tif;617_CV_1_10v_x30_BSE.tif;617CV
Stegs;Mali SEM;Tewkesbury;617_CV_1_10v_x30_BSE;txt;617_CV_1_10v_x30_BSE.txt;617CV
Stegs;Mali SEM;Tewkesbury;617_CV_2_10v_x30_BSE;tif;617_CV_2_10v_x30_BSE.tif;617CV
Stegs;Mali SEM;Tewkesbury;617_CV_2_10v_x30_BSE;txt;617_CV_2_10v_x30_BSE.txt;617CV
Stegs;Mali SEM;Tewkesbury;618_CV_1_10v_x30_BSE;tif;618_CV_1_10v_x30_BSE.tif;618CV
Stegs;Mali SEM;Tewkesbury;618_CV_1_10v_x30_BSE;txt;618_CV_1_10v_x30_BSE.txt;618CV
Stegs;Mali SEM;Tewkesbury;618_CV_2_10v_x30_BSE;tif;618_CV_2_10v_x30_BSE.tif;618CV
Stegs;Mali SEM;Tewkesbury;618_CV_2_10v_x30_BSE;txt;618_CV_2_10v_x30_BSE.txt;618CV
Stegs;Mali SEM;Tewkesbury;618_CV_3_10v_x30_BSE;tif;618_CV_3_10v_x30_BSE.tif;618CV
Stegs;Mali SEM;Tewkesbury;618_CV_3_10v_x30_BSE;txt;618_CV_3_10v_x30_BSE.txt;618CV
Stegs;Mali SEM;Tewkesbury;619_CV_1_10v_x30_BSE;tif;619_CV_1_10v_x30_BSE.tif;619CV
Stegs;Mali SEM;Tewkesbury;619_CV_1_10v_x30_BSE;txt;619_CV_1_10v_x30_BSE.txt;619CV
Stegs;Mali SEM;Tewkesbury;619_CV_2_10v_x30_BSE;tif;619_CV_2_10v_x30_BSE.tif;619CV
Stegs;Mali SEM;Tewkesbury;619_CV_2_10v_x30_BSE;txt;619_CV_2_10v_x30_BSE.txt;619CV
Stegs;Mali SEM;Tewkesbury;620_CV_1_10v_x30_BSE;tif;620_CV_1_10v_x30_BSE.tif;620CV
Stegs;Mali SEM;Tewkesbury;620_CV_1_10v_x30_BSE;txt;620_CV_1_10v_x30_BSE.txt;620CV
Stegs;Mali SEM;Tewkesbury;620_CV_2_10v_x30_BSE;tif;620_CV_2_10v_x30_BSE.tif;620CV
Stegs;Mali SEM;Tewkesbury;620_CV_2_10v_x30_BSE;txt;620_CV_2_10v_x30_BSE.txt;620CV
Stegs;Mali SEM;Tewkesbury;621_CC_1_10v_x30_BSE;tif;621_CC_1_10v_x30_BSE.tif;621CC
Stegs;Mali SEM;Tewkesbury;621_CC_1_10v_x30_BSE;txt;621_CC_1_10v_x30_BSE.txt;621CC
Stegs;Mali SEM;Tewkesbury;621_CC_2_10v_x30_BSE;tif;621_CC_2_10v_x30_BSE.tif;621CC
Stegs;Mali SEM;Tewkesbury;621_CC_2_10v_x30_BSE;txt;621_CC_2_10v_x30_BSE.txt;621CC
Stegs;Mali SEM;Tewkesbury;622_CV_1_10v_x30_BSE;tif;622_CV_1_10v_x30_BSE.tif;622CV
Stegs;Mali SEM;Tewkesbury;622_CV_1_10v_x30_BSE;txt;622_CV_1_10v_x30_BSE.txt;622CV
Stegs;Mali SEM;Tewkesbury;622_CV_2_10v_x30_BSE;tif;622_CV_2_10v_x30_BSE.tif;622CV
Stegs;Mali SEM;Tewkesbury;622_CV_2_10v_x30_BSE;txt;622_CV_2_10v_x30_BSE.txt;622CV
Stegs;Mali SEM;Tewkesbury;623_CC_1_10v_x30_BSE;tif;623_CC_1_10v_x30_BSE.tif;623CC
Stegs;Mali SEM;Tewkesbury;623_CC_1_10v_x30_BSE;txt;623_CC_1_10v_x30_BSE.txt;623CC
Stegs;Mali SEM;Tewkesbury;623_CC_2_10v_x30_BSE;tif;623_CC_2_10v_x30_BSE.tif;623CC
Stegs;Mali SEM;Tewkesbury;623_CC_2_10v_x30_BSE;txt;623_CC_2_10v_x30_BSE.txt;623CC
Stegs;Mali SEM;Tewkesbury;624_CV_1_10v_x30_BSE;tif;624_CV_1_10v_x30_BSE.tif;624CV
Stegs;Mali SEM;Tewkesbury;624_CV_1_10v_x30_BSE;txt;624_CV_1_10v_x30_BSE.txt;624CV
Stegs;Mali SEM;Tewkesbury;624_CV_2_10v_x30_BSE;tif;624_CV_2_10v_x30_BSE.tif;624CV
Stegs;Mali SEM;Tewkesbury;624_CV_2_10v_x30_BSE;txt;624_CV_2_10v_x30_BSE.txt;624CV
Stegs;Mali SEM;Tewkesbury;625_CC_1_10v_x30_BSE;tif;625_CC_1_10v_x30_BSE.tif;625CC
Stegs;Mali SEM;Tewkesbury;625_CC_1_10v_x30_BSE;txt;625_CC_1_10v_x30_BSE.txt;625CC
Stegs;Mali SEM;Tewkesbury;625_CC_2_10v_x30_BSE;tif;625_CC_2_10v_x30_BSE.tif;625CC
Stegs;Mali SEM;Tewkesbury;625_CC_2_10v_x30_BSE;txt;625_CC_2_10v_x30_BSE.txt;625CC
Stegs;Mali SEM;Tewkesbury;625_CC_3_10v_x30_BSE;tif;625_CC_3_10v_x30_BSE.tif;625CC
Stegs;Mali SEM;Tewkesbury;625_CC_3_10v_x30_BSE;txt;625_CC_3_10v_x30_BSE.txt;625CC
Stegs;Mali SEM;Tewkesbury;626_CC_1_10v_x30_BSE;tif;626_CC_1_10v_x30_BSE.tif;626CC
Stegs;Mali SEM;Tewkesbury;626_CC_1_10v_x30_BSE;txt;626_CC_1_10v_x30_BSE.txt;626CC
Stegs;Mali SEM;Tewkesbury;626_CC_2_10v_x30_BSE;tif;626_CC_2_10v_x30_BSE.tif;626CC
Stegs;Mali SEM;Tewkesbury;626_CC_2_10v_x30_BSE;txt;626_CC_2_10v_x30_BSE.txt;626CC
Stegs;Mali SEM;Tewkesbury;627_CV_1_10v_x30_BSE;tif;627_CV_1_10v_x30_BSE.tif;627CV
Stegs;Mali SEM;Tewkesbury;627_CV_1_10v_x30_BSE;txt;627_CV_1_10v_x30_BSE.txt;627CV
Stegs;Mali SEM;Tewkesbury;627_CV_2_10v_x30_BSE;tif;627_CV_2_10v_x30_BSE.tif;627CV
Stegs;Mali SEM;Tewkesbury;627_CV_2_10v_x30_BSE;txt;627_CV_2_10v_x30_BSE.txt;627CV
Stegs;Mali SEM;Tewkesbury;627_CV_3_10v_x30_BSE;tif;627_CV_3_10v_x30_BSE.tif;627CV
Stegs;Mali SEM;Tewkesbury;627_CV_3_10v_x30_BSE;txt;627_CV_3_10v_x30_BSE.txt;627CV
Stegs;Mali SEM;Tewkesbury;628_CV_1_10v_x30_BSE;tif;628_CV_1_10v_x30_BSE.tif;628CV
Stegs;Mali SEM;Tewkesbury;628_CV_1_10v_x30_BSE;txt;628_CV_1_10v_x30_BSE.txt;628CV
Stegs;Mali SEM;Tewkesbury;628_CV_2_10v_x30_BSE;tif;628_CV_2_10v_x30_BSE.tif;628CV
Stegs;Mali SEM;Tewkesbury;628_CV_2_10v_x30_BSE;txt;628_CV_2_10v_x30_BSE.txt;628CV
Stegs;Mali SEM;Tewkesbury;630_CV_1_10v_x30_BSE;tif;630_CV_1_10v_x30_BSE.tif;630CV
Stegs;Mali SEM;Tewkesbury;630_CV_1_10v_x30_BSE;txt;630_CV_1_10v_x30_BSE.txt;630CV
Stegs;Mali SEM;Tewkesbury;630_CV_2_10v_x30_BSE;tif;630_CV_2_10v_x30_BSE.tif;630CV
Stegs;Mali SEM;Tewkesbury;630_CV_2_10v_x30_BSE;txt;630_CV_2_10v_x30_BSE.txt;630CV
Stegs;Mali SEM;Tewkesbury;631_CV_1_10v_x30_BSE;tif;631_CV_1_10v_x30_BSE.tif;631CV
Stegs;Mali SEM;Tewkesbury;631_CV_1_10v_x30_BSE;txt;631_CV_1_10v_x30_BSE.txt;631CV
Stegs;Mali SEM;Tewkesbury;631_CV_2_10v_x30_BSE;tif;631_CV_2_10v_x30_BSE.tif;631CV
Stegs;Mali SEM;Tewkesbury;631_CV_2_10v_x30_BSE;txt;631_CV_2_10v_x30_BSE.txt;631CV
Stegs;Mali SEM;Tewkesbury;633_CC_1_10v_x30_BSE;tif;633_CC_1_10v_x30_BSE.tif;633CC
Stegs;Mali SEM;Tewkesbury;633_CC_1_10v_x30_BSE;txt;633_CC_1_10v_x30_BSE.txt;633CC
Stegs;Mali SEM;Tewkesbury;633_CC_2_10v_x30_BSE;tif;633_CC_2_10v_x30_BSE.tif;633CC
Stegs;Mali SEM;Tewkesbury;633_CC_2_10v_x30_BSE;txt;633_CC_2_10v_x30_BSE.txt;633CC
Stegs;Mali SEM;Tewkesbury;634_CV_1_10v_x30_BSE;tif;634_CV_1_10v_x30_BSE.tif;634CV
Stegs;Mali SEM;Tewkesbury;634_CV_1_10v_x30_BSE;txt;634_CV_1_10v_x30_BSE.txt;634CV
Stegs;Mali SEM;Tewkesbury;634_CV_2_10v_x30_BSE;tif;634_CV_2_10v_x30_BSE.tif;634CV
Stegs;Mali SEM;Tewkesbury;634_CV_2_10v_x30_BSE;txt;634_CV_2_10v_x30_BSE.txt;634CV
Stegs;Mali SEM;Tewkesbury;636_CV_1_10v_x30_BSE;tif;636_CV_1_10v_x30_BSE.tif;636CV
Stegs;Mali SEM;Tewkesbury;636_CV_1_10v_x30_BSE;txt;636_CV_1_10v_x30_BSE.txt;636CV
Stegs;Mali SEM;Tewkesbury;636_CV_2_10v_x30_BSE;tif;636_CV_2_10v_x30_BSE.tif;636CV
Stegs;Mali SEM;Tewkesbury;636_CV_2_10v_x30_BSE;txt;636_CV_2_10v_x30_BSE.txt;636CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1000_CV_1_10v_x30_BSE;tif;1000_CV_1_10v_x30_BSE.tif;1000CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1000_CV_1_10v_x30_BSE;txt;1000_CV_1_10v_x30_BSE.txt;1000CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1000_CV_2_10v_x30_BSE;tif;1000_CV_2_10v_x30_BSE.tif;1000CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1000_CV_2_10v_x30_BSE;txt;1000_CV_2_10v_x30_BSE.txt;1000CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1000_CV_3_10v_x30_BSE;tif;1000_CV_3_10v_x30_BSE.tif;1000CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1000_CV_3_10v_x30_BSE;txt;1000_CV_3_10v_x30_BSE.txt;1000CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1001_CC_1_10v_x30_BSE;tif;1001_CC_1_10v_x30_BSE.tif;1001CC
Stegs;Mali SEM;Upper Kai-Iwi SB;1001_CC_1_10v_x30_BSE;txt;1001_CC_1_10v_x30_BSE.txt;1001CC
Stegs;Mali SEM;Upper Kai-Iwi SB;1001_CC_2_10v_x30_BSE;tif;1001_CC_2_10v_x30_BSE.tif;1001CC
Stegs;Mali SEM;Upper Kai-Iwi SB;1001_CC_2_10v_x30_BSE;txt;1001_CC_2_10v_x30_BSE.txt;1001CC
Stegs;Mali SEM;Upper Kai-Iwi SB;1002_F_1_10v_x30_BSE;tif;1002_F_1_10v_x30_BSE.tif;1002F
Stegs;Mali SEM;Upper Kai-Iwi SB;1002_F_1_10v_x30_BSE;txt;1002_F_1_10v_x30_BSE.txt;1002F
Stegs;Mali SEM;Upper Kai-Iwi SB;1002_F_2_10v_x30_BSE;tif;1002_F_2_10v_x30_BSE.tif;1002F
Stegs;Mali SEM;Upper Kai-Iwi SB;1002_F_2_10v_x30_BSE;txt;1002_F_2_10v_x30_BSE.txt;1002F
Stegs;Mali SEM;Upper Kai-Iwi SB;1003_CV_1_10v_x30_BSE;tif;1003_CV_1_10v_x30_BSE.tif;1003CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1003_CV_1_10v_x30_BSE;txt;1003_CV_1_10v_x30_BSE.txt;1003CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1003_CV_2_10v_x30_BSE;tif;1003_CV_2_10v_x30_BSE.tif;1003CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1003_CV_2_10v_x30_BSE;txt;1003_CV_2_10v_x30_BSE.txt;1003CV
Stegs;Mali SEM;Upper Kai-Iwi SB;1003_CV_3_10v_x30_BSE;tif;1003_CV_3_10v_x30_BSE.tif;1003CV
