folder;subfolder;sub.subfolder;image;ext;fileName;specimenNR
Stegs;Mali SEM;NONE;129_CV_2_10v_x30_BSE;txt;129_CV_2_10v_x30_BSE.txt;129CV
Stegs;Mali SEM;NONE;130_CV_1_10v_x30_BSE;tif;130_CV_1_10v_x30_BSE.tif;130CV
Stegs;Mali SEM;NONE;130_CV_1_10v_x30_BSE;txt;130_CV_1_10v_x30_BSE.txt;130CV
Stegs;Mali SEM;NONE;130_CV_2_10v_x30_BSE;tif;130_CV_2_10v_x30_BSE.tif;130CV
Stegs;Mali SEM;NONE;130_CV_2_10v_x30_BSE;txt;130_CV_2_10v_x30_BSE.txt;130CV
Stegs;Mali SEM;NONE;131_CC_1_10v_x30_BSE;tif;131_CC_1_10v_x30_BSE.tif;131CC
Stegs;Mali SEM;NONE;131_CC_1_10v_x30_BSE;txt;131_CC_1_10v_x30_BSE.txt;131CC
Stegs;Mali SEM;NONE;131_CC_2_10v_x30_BSE;tif;131_CC_2_10v_x30_BSE.tif;131CC
Stegs;Mali SEM;NONE;131_CC_2_10v_x30_BSE;txt;131_CC_2_10v_x30_BSE.txt;131CC
Stegs;Mali SEM;NONE;132_CV_1_15v_x30_BSE;tif;132_CV_1_15v_x30_BSE.tif;132CV
Stegs;Mali SEM;NONE;132_CV_1_15v_x30_BSE;txt;132_CV_1_15v_x30_BSE.txt;132CV
Stegs;Mali SEM;NONE;132_CV_2_15v_x30_BSE;tif;132_CV_2_15v_x30_BSE.tif;132CV
Stegs;Mali SEM;NONE;132_CV_2_15v_x30_BSE;txt;132_CV_2_15v_x30_BSE.txt;132CV
Stegs;Mali SEM;NONE;133_CC_1_15v_x30_BSE;tif;133_CC_1_15v_x30_BSE.tif;133CC
Stegs;Mali SEM;NONE;133_CC_1_15v_x30_BSE;txt;133_CC_1_15v_x30_BSE.txt;133CC
Stegs;Mali SEM;NONE;133_CC_2_15v_x30_BSE;tif;133_CC_2_15v_x30_BSE.tif;133CC
Stegs;Mali SEM;NONE;133_CC_2_15v_x30_BSE;txt;133_CC_2_15v_x30_BSE.txt;133CC
Stegs;Mali SEM;NONE;134_CC_1_15v_x30_BSE;tif;134_CC_1_15v_x30_BSE.tif;134CC
Stegs;Mali SEM;NONE;134_CC_1_15v_x30_BSE;txt;134_CC_1_15v_x30_BSE.txt;134CC
Stegs;Mali SEM;NONE;134_CC_2_15v_x30_BSE;tif;134_CC_2_15v_x30_BSE.tif;134CC
Stegs;Mali SEM;NONE;134_CC_2_15v_x30_BSE;txt;134_CC_2_15v_x30_BSE.txt;134CC
Stegs;Mali SEM;NONE;135_CV_1_15v_x35_BSE;tif;135_CV_1_15v_x35_BSE.tif;135CV
Stegs;Mali SEM;NONE;135_CV_1_15v_x35_BSE;txt;135_CV_1_15v_x35_BSE.txt;135CV
Stegs;Mali SEM;NONE;135_CV_2_15v_x35_BSE;tif;135_CV_2_15v_x35_BSE.tif;135CV
Stegs;Mali SEM;NONE;135_CV_2_15v_x35_BSE;txt;135_CV_2_15v_x35_BSE.txt;135CV
Stegs;Mali SEM;NONE;136_CC_1_15v_x30_BSE;tif;136_CC_1_15v_x30_BSE.tif;136CC
Stegs;Mali SEM;NONE;136_CC_1_15v_x30_BSE;txt;136_CC_1_15v_x30_BSE.txt;136CC
Stegs;Mali SEM;NONE;136_CC_2_15v_x30_BSE;tif;136_CC_2_15v_x30_BSE.tif;136CC
Stegs;Mali SEM;NONE;136_CC_2_15v_x30_BSE;txt;136_CC_2_15v_x30_BSE.txt;136CC
Stegs;Mali SEM;NONE;137_CV_1_15v_x30_BSE;tif;137_CV_1_15v_x30_BSE.tif;137CV
Stegs;Mali SEM;NONE;137_CV_1_15v_x30_BSE;txt;137_CV_1_15v_x30_BSE.txt;137CV
Stegs;Mali SEM;NONE;137_CV_2_15v_x30_BSE;tif;137_CV_2_15v_x30_BSE.tif;137CV
Stegs;Mali SEM;NONE;137_CV_2_15v_x30_BSE;txt;137_CV_2_15v_x30_BSE.txt;137CV
Stegs;Mali SEM;NONE;138_CV_1_15v_x30_BSE;tif;138_CV_1_15v_x30_BSE.tif;138CV
Stegs;Mali SEM;NONE;138_CV_1_15v_x30_BSE;txt;138_CV_1_15v_x30_BSE.txt;138CV
Stegs;Mali SEM;NONE;138_CV_2_15v_x30_BSE;tif;138_CV_2_15v_x30_BSE.tif;138CV
Stegs;Mali SEM;NONE;138_CV_2_15v_x30_BSE;txt;138_CV_2_15v_x30_BSE.txt;138CV
Stegs;Mali SEM;NONE;139_CC_1_15v_x30_BSE;tif;139_CC_1_15v_x30_BSE.tif;139CC
Stegs;Mali SEM;NONE;139_CC_1_15v_x30_BSE;txt;139_CC_1_15v_x30_BSE.txt;139CC
Stegs;Mali SEM;NONE;139_CC_2_15v_x30_BSE;tif;139_CC_2_15v_x30_BSE.tif;139CC
Stegs;Mali SEM;NONE;139_CC_2_15v_x30_BSE;txt;139_CC_2_15v_x30_BSE.txt;139CC
Stegs;Mali SEM;NONE;140_CV_1_15v_x30_BSE;tif;140_CV_1_15v_x30_BSE.tif;140CV
Stegs;Mali SEM;NONE;140_CV_1_15v_x30_BSE;txt;140_CV_1_15v_x30_BSE.txt;140CV
Stegs;Mali SEM;NONE;140_CV_2_15v_x30_BSE;tif;140_CV_2_15v_x30_BSE.tif;140CV
Stegs;Mali SEM;NONE;140_CV_2_15v_x30_BSE;txt;140_CV_2_15v_x30_BSE.txt;140CV
Stegs;Mali SEM;NONE;142_CC_1_15v_x30_BSE;tif;142_CC_1_15v_x30_BSE.tif;142CC
Stegs;Mali SEM;NONE;142_CC_1_15v_x30_BSE;txt;142_CC_1_15v_x30_BSE.txt;142CC
Stegs;Mali SEM;NONE;142_CC_2_15v_x30_BSE;tif;142_CC_2_15v_x30_BSE.tif;142CC
Stegs;Mali SEM;NONE;142_CC_2_15v_x30_BSE;txt;142_CC_2_15v_x30_BSE.txt;142CC
Stegs;Mali SEM;NONE;146_CV_1_15v_x30_BSE;tif;146_CV_1_15v_x30_BSE.tif;146CV
Stegs;Mali SEM;NONE;146_CV_1_15v_x30_BSE;txt;146_CV_1_15v_x30_BSE.txt;146CV
Stegs;Mali SEM;NONE;146_CV_2_15v_x30_BSE;tif;146_CV_2_15v_x30_BSE.tif;146CV
Stegs;Mali SEM;NONE;146_CV_2_15v_x30_BSE;txt;146_CV_2_15v_x30_BSE.txt;146CV
Stegs;Mali SEM;NONE;147_CC_1_15v_x30_BSE;tif;147_CC_1_15v_x30_BSE.tif;147CC
Stegs;Mali SEM;NONE;147_CC_1_15v_x30_BSE;txt;147_CC_1_15v_x30_BSE.txt;147CC
Stegs;Mali SEM;NONE;147_CC_2_15v_x30_BSE;tif;147_CC_2_15v_x30_BSE.tif;147CC
Stegs;Mali SEM;NONE;147_CC_2_15v_x30_BSE;txt;147_CC_2_15v_x30_BSE.txt;147CC
Stegs;Mali SEM;NONE;150_CV_1_10v_x30_BSE;tif;150_CV_1_10v_x30_BSE.tif;150CV
Stegs;Mali SEM;NONE;150_CV_1_10v_x30_BSE;txt;150_CV_1_10v_x30_BSE.txt;150CV
Stegs;Mali SEM;NONE;150_CV_2_10v_x30_BSE;tif;150_CV_2_10v_x30_BSE.tif;150CV
Stegs;Mali SEM;NONE;150_CV_2_10v_x30_BSE;txt;150_CV_2_10v_x30_BSE.txt;150CV
Stegs;Mali SEM;NONE;151_CC_1_15v_x30_BSE;tif;151_CC_1_15v_x30_BSE.tif;151CC
Stegs;Mali SEM;NONE;151_CC_1_15v_x30_BSE;txt;151_CC_1_15v_x30_BSE.txt;151CC
Stegs;Mali SEM;NONE;151_CC_2_15v_x30_BSE;tif;151_CC_2_15v_x30_BSE.tif;151CC
Stegs;Mali SEM;NONE;151_CC_2_15v_x30_BSE;txt;151_CC_2_15v_x30_BSE.txt;151CC
Stegs;Mali SEM;NONE;154_CV_1_15v_x30_BSE;tif;154_CV_1_15v_x30_BSE.tif;154CV
Stegs;Mali SEM;NONE;154_CV_1_15v_x30_BSE;txt;154_CV_1_15v_x30_BSE.txt;154CV
Stegs;Mali SEM;NONE;154_CV_2_15v_x35_BSE;tif;154_CV_2_15v_x35_BSE.tif;154CV
Stegs;Mali SEM;NONE;154_CV_2_15v_x35_BSE;txt;154_CV_2_15v_x35_BSE.txt;154CV
Stegs;Mali SEM;NONE;154_CV_3_15v_x30_BSE;tif;154_CV_3_15v_x30_BSE.tif;154CV
Stegs;Mali SEM;NONE;154_CV_3_15v_x30_BSE;txt;154_CV_3_15v_x30_BSE.txt;154CV
Stegs;Mali SEM;NONE;155_CV_1_15v_x30_BSE;tif;155_CV_1_15v_x30_BSE.tif;155CV
Stegs;Mali SEM;NONE;155_CV_1_15v_x30_BSE;txt;155_CV_1_15v_x30_BSE.txt;155CV
Stegs;Mali SEM;NONE;155_CV_2_15v_x30_BSE;tif;155_CV_2_15v_x30_BSE.tif;155CV
Stegs;Mali SEM;NONE;155_CV_2_15v_x30_BSE;txt;155_CV_2_15v_x30_BSE.txt;155CV
Stegs;Mali SEM;NONE;156_CV_1_15v_x30_BSE;tif;156_CV_1_15v_x30_BSE.tif;156CV
Stegs;Mali SEM;NONE;156_CV_1_15v_x30_BSE;txt;156_CV_1_15v_x30_BSE.txt;156CV
Stegs;Mali SEM;NONE;156_CV_2_15v_x30_BSE;tif;156_CV_2_15v_x30_BSE.tif;156CV
Stegs;Mali SEM;NONE;156_CV_2_15v_x30_BSE;txt;156_CV_2_15v_x30_BSE.txt;156CV
Stegs;Mali SEM;NONE;157_CV_1_10v_x30_BSE;tif;157_CV_1_10v_x30_BSE.tif;157CV
Stegs;Mali SEM;NONE;157_CV_1_10v_x30_BSE;txt;157_CV_1_10v_x30_BSE.txt;157CV
Stegs;Mali SEM;NONE;157_CV_2_10v_x30_BSE;tif;157_CV_2_10v_x30_BSE.tif;157CV
Stegs;Mali SEM;NONE;157_CV_2_10v_x30_BSE;txt;157_CV_2_10v_x30_BSE.txt;157CV
Stegs;Mali SEM;NONE;159_CV_1_15v_x30_BSE;tif;159_CV_1_15v_x30_BSE.tif;159CV
Stegs;Mali SEM;NONE;159_CV_1_15v_x30_BSE;txt;159_CV_1_15v_x30_BSE.txt;159CV
Stegs;Mali SEM;NONE;159_CV_2_15v_x30_BSE;tif;159_CV_2_15v_x30_BSE.tif;159CV
Stegs;Mali SEM;NONE;159_CV_2_15v_x30_BSE;txt;159_CV_2_15v_x30_BSE.txt;159CV
Stegs;Mali SEM;NONE;160_CV_1_15v_x30_BSE;tif;160_CV_1_15v_x30_BSE.tif;160CV
Stegs;Mali SEM;NONE;160_CV_1_15v_x30_BSE;txt;160_CV_1_15v_x30_BSE.txt;160CV
Stegs;Mali SEM;NONE;160_CV_2_15v_x30_BSE;tif;160_CV_2_15v_x30_BSE.tif;160CV
Stegs;Mali SEM;NONE;160_CV_2_15v_x30_BSE;txt;160_CV_2_15v_x30_BSE.txt;160CV
Stegs;Mali SEM;NONE;161_CC_1_15v_x30_BSE;tif;161_CC_1_15v_x30_BSE.tif;161CC
Stegs;Mali SEM;NONE;161_CC_1_15v_x30_BSE;txt;161_CC_1_15v_x30_BSE.txt;161CC
Stegs;Mali SEM;NONE;161_CC_2_15v_x30_BSE;tif;161_CC_2_15v_x30_BSE.tif;161CC
Stegs;Mali SEM;NONE;161_CC_2_15v_x30_BSE;txt;161_CC_2_15v_x30_BSE.txt;161CC
Stegs;Mali SEM;NONE;162_CV_1_15v_x30_BSE;tif;162_CV_1_15v_x30_BSE.tif;162CV
Stegs;Mali SEM;NONE;162_CV_1_15v_x30_BSE;txt;162_CV_1_15v_x30_BSE.txt;162CV
Stegs;Mali SEM;NONE;162_CV_2_15v_x30_BSE;tif;162_CV_2_15v_x30_BSE.tif;162CV
Stegs;Mali SEM;NONE;162_CV_2_15v_x30_BSE;txt;162_CV_2_15v_x30_BSE.txt;162CV
Stegs;Mali SEM;NONE;163_CV_1_15v_x30_BSE;tif;163_CV_1_15v_x30_BSE.tif;163CV
Stegs;Mali SEM;NONE;163_CV_1_15v_x30_BSE;txt;163_CV_1_15v_x30_BSE.txt;163CV
Stegs;Mali SEM;NONE;163_CV_2_15v_x30_BSE;tif;163_CV_2_15v_x30_BSE.tif;163CV
Stegs;Mali SEM;NONE;163_CV_2_15v_x30_BSE;txt;163_CV_2_15v_x30_BSE.txt;163CV
Stegs;Mali SEM;NONE;164_CV_1_15v_x30_BSE;tif;164_CV_1_15v_x30_BSE.tif;164CV
Stegs;Mali SEM;NONE;164_CV_1_15v_x30_BSE;txt;164_CV_1_15v_x30_BSE.txt;164CV
Stegs;Mali SEM;NONE;164_CV_2_15v_x30_BSE;tif;164_CV_2_15v_x30_BSE.tif;164CV
Stegs;Mali SEM;NONE;164_CV_2_15v_x30_BSE;txt;164_CV_2_15v_x30_BSE.txt;164CV
Stegs;Mali SEM;NONE;165_CC_1_15v_x30_BSE;tif;165_CC_1_15v_x30_BSE.tif;165CC
Stegs;Mali SEM;NONE;165_CC_1_15v_x30_BSE;txt;165_CC_1_15v_x30_BSE.txt;165CC
Stegs;Mali SEM;NONE;165_CC_2_15v_x30_BSE;tif;165_CC_2_15v_x30_BSE.tif;165CC
Stegs;Mali SEM;NONE;165_CC_2_15v_x30_BSE;txt;165_CC_2_15v_x30_BSE.txt;165CC
Stegs;Mali SEM;NONE;166_CV_1_15v_x30_BSE;tif;166_CV_1_15v_x30_BSE.tif;166CV
Stegs;Mali SEM;NONE;166_CV_1_15v_x30_BSE;txt;166_CV_1_15v_x30_BSE.txt;166CV
Stegs;Mali SEM;NONE;166_CV_2_15v_x30_BSE;tif;166_CV_2_15v_x30_BSE.tif;166CV
Stegs;Mali SEM;NONE;166_CV_2_15v_x30_BSE;txt;166_CV_2_15v_x30_BSE.txt;166CV
Stegs;Mali SEM;NONE;168_CC_1_10v_x30_BSE;tif;168_CC_1_10v_x30_BSE.tif;168CC
Stegs;Mali SEM;NONE;168_CC_1_10v_x30_BSE;txt;168_CC_1_10v_x30_BSE.txt;168CC
Stegs;Mali SEM;NONE;168_CC_2_10v_x30_BSE;tif;168_CC_2_10v_x30_BSE.tif;168CC
Stegs;Mali SEM;NONE;168_CC_2_10v_x30_BSE;txt;168_CC_2_10v_x30_BSE.txt;168CC
Stegs;Mali SEM;NONE;169_CV_1_15v_x30_BSE;tif;169_CV_1_15v_x30_BSE.tif;169CV
Stegs;Mali SEM;NONE;169_CV_1_15v_x30_BSE;txt;169_CV_1_15v_x30_BSE.txt;169CV
Stegs;Mali SEM;NONE;169_CV_2_15v_x30_BSE;tif;169_CV_2_15v_x30_BSE.tif;169CV
Stegs;Mali SEM;NONE;169_CV_2_15v_x30_BSE;txt;169_CV_2_15v_x30_BSE.txt;169CV
Stegs;Mali SEM;NONE;171_CV_1_15v_x30_BSE;tif;171_CV_1_15v_x30_BSE.tif;171CV
Stegs;Mali SEM;NONE;171_CV_1_15v_x30_BSE;txt;171_CV_1_15v_x30_BSE.txt;171CV
Stegs;Mali SEM;NONE;171_CV_2_15v_x30_BSE;tif;171_CV_2_15v_x30_BSE.tif;171CV
Stegs;Mali SEM;NONE;171_CV_2_15v_x30_BSE;txt;171_CV_2_15v_x30_BSE.txt;171CV
Stegs;Mali SEM;NONE;173_CC_1_15v_x30_BSE;tif;173_CC_1_15v_x30_BSE.tif;173CC
Stegs;Mali SEM;NONE;173_CC_1_15v_x30_BSE;txt;173_CC_1_15v_x30_BSE.txt;173CC
Stegs;Mali SEM;NONE;173_CC_2_15v_x30_BSE;tif;173_CC_2_15v_x30_BSE.tif;173CC
Stegs;Mali SEM;NONE;173_CC_2_15v_x30_BSE;txt;173_CC_2_15v_x30_BSE.txt;173CC
Stegs;Mali SEM;NONE;174_CV_1_15v_x30_BSE;tif;174_CV_1_15v_x30_BSE.tif;174CV
Stegs;Mali SEM;NONE;174_CV_1_15v_x30_BSE;txt;174_CV_1_15v_x30_BSE.txt;174CV
Stegs;Mali SEM;NONE;174_CV_2_15v_x30_BSE;tif;174_CV_2_15v_x30_BSE.tif;174CV
Stegs;Mali SEM;NONE;174_CV_2_15v_x30_BSE;txt;174_CV_2_15v_x30_BSE.txt;174CV
Stegs;Mali SEM;NONE;175_CC_1_15v_x30_BSE;tif;175_CC_1_15v_x30_BSE.tif;175CC
Stegs;Mali SEM;NONE;175_CC_1_15v_x30_BSE;txt;175_CC_1_15v_x30_BSE.txt;175CC
Stegs;Mali SEM;NONE;175_CC_2_15v_x30_BSE;tif;175_CC_2_15v_x30_BSE.tif;175CC
Stegs;Mali SEM;NONE;175_CC_2_15v_x30_BSE;txt;175_CC_2_15v_x30_BSE.txt;175CC
Stegs;Mali SEM;NONE;176_CV_1_10v_x30_BSE;tif;176_CV_1_10v_x30_BSE.tif;176CV
Stegs;Mali SEM;NONE;176_CV_1_10v_x30_BSE;txt;176_CV_1_10v_x30_BSE.txt;176CV
Stegs;Mali SEM;NONE;176_CV_2_10v_x30_BSE;tif;176_CV_2_10v_x30_BSE.tif;176CV
Stegs;Mali SEM;NONE;176_CV_2_10v_x30_BSE;txt;176_CV_2_10v_x30_BSE.txt;176CV
Stegs;Mali SEM;NONE;176_CV_3_10v_x30_BSE;tif;176_CV_3_10v_x30_BSE.tif;176CV
Stegs;Mali SEM;NONE;176_CV_3_10v_x30_BSE;txt;176_CV_3_10v_x30_BSE.txt;176CV
Stegs;Mali SEM;NONE;178_CV_1_10v_x30_BSE;tif;178_CV_1_10v_x30_BSE.tif;178CV
Stegs;Mali SEM;NONE;178_CV_1_10v_x30_BSE;txt;178_CV_1_10v_x30_BSE.txt;178CV
Stegs;Mali SEM;NONE;178_CV_2_10v_x30_BSE;tif;178_CV_2_10v_x30_BSE.tif;178CV
Stegs;Mali SEM;NONE;178_CV_2_10v_x30_BSE;txt;178_CV_2_10v_x30_BSE.txt;178CV
Stegs;Mali SEM;NONE;179_CV_1_10v_x30_BSE;tif;179_CV_1_10v_x30_BSE.tif;179CV
Stegs;Mali SEM;NONE;179_CV_1_10v_x30_BSE;txt;179_CV_1_10v_x30_BSE.txt;179CV
Stegs;Mali SEM;NONE;179_CV_2_10v_x30_BSE;tif;179_CV_2_10v_x30_BSE.tif;179CV
Stegs;Mali SEM;NONE;179_CV_2_10v_x30_BSE;txt;179_CV_2_10v_x30_BSE.txt;179CV
Stegs;Mali SEM;NONE;181_CC_1_10v_x30_BSE;tif;181_CC_1_10v_x30_BSE.tif;181CC
Stegs;Mali SEM;NONE;181_CC_1_10v_x30_BSE;txt;181_CC_1_10v_x30_BSE.txt;181CC
Stegs;Mali SEM;NONE;181_CC_2_10v_x30_BSE;tif;181_CC_2_10v_x30_BSE.tif;181CC
Stegs;Mali SEM;NONE;181_CC_2_10v_x30_BSE;txt;181_CC_2_10v_x30_BSE.txt;181CC
Stegs;Mali SEM;NONE;182_CC_1_10v_x30_BSE;tif;182_CC_1_10v_x30_BSE.tif;182CC
Stegs;Mali SEM;NONE;182_CC_1_10v_x30_BSE;txt;182_CC_1_10v_x30_BSE.txt;182CC
Stegs;Mali SEM;NONE;182_CC_2_10v_x30_BSE;tif;182_CC_2_10v_x30_BSE.tif;182CC
Stegs;Mali SEM;NONE;182_CC_2_10v_x30_BSE;txt;182_CC_2_10v_x30_BSE.txt;182CC
Stegs;Mali SEM;NONE;183_CV_1_10v_x30_BSE;tif;183_CV_1_10v_x30_BSE.tif;183CV
Stegs;Mali SEM;NONE;183_CV_1_10v_x30_BSE;txt;183_CV_1_10v_x30_BSE.txt;183CV
Stegs;Mali SEM;NONE;183_CV_2_10v_x30_BSE;tif;183_CV_2_10v_x30_BSE.tif;183CV
Stegs;Mali SEM;NONE;183_CV_2_10v_x30_BSE;txt;183_CV_2_10v_x30_BSE.txt;183CV
Stegs;Mali SEM;NONE;184_CC_1_10v_x30_BSE;tif;184_CC_1_10v_x30_BSE.tif;184CC
Stegs;Mali SEM;NONE;184_CC_1_10v_x30_BSE;txt;184_CC_1_10v_x30_BSE.txt;184CC
Stegs;Mali SEM;NONE;184_CC_2_10v_x30_BSE;tif;184_CC_2_10v_x30_BSE.tif;184CC
Stegs;Mali SEM;NONE;184_CC_2_10v_x30_BSE;txt;184_CC_2_10v_x30_BSE.txt;184CC
Stegs;Mali SEM;NONE;185_CV_1_10v_x30_BSE;tif;185_CV_1_10v_x30_BSE.tif;185CV
Stegs;Mali SEM;NONE;185_CV_1_10v_x30_BSE;txt;185_CV_1_10v_x30_BSE.txt;185CV
Stegs;Mali SEM;NONE;185_CV_2_10v_x30_BSE;tif;185_CV_2_10v_x30_BSE.tif;185CV
Stegs;Mali SEM;NONE;185_CV_2_10v_x30_BSE;txt;185_CV_2_10v_x30_BSE.txt;185CV
Stegs;Mali SEM;NONE;186_CV_1_10v_x30_BSE;tif;186_CV_1_10v_x30_BSE.tif;186CV
Stegs;Mali SEM;NONE;186_CV_1_10v_x30_BSE;txt;186_CV_1_10v_x30_BSE.txt;186CV
Stegs;Mali SEM;NONE;186_CV_2_10v_x30_BSE;tif;186_CV_2_10v_x30_BSE.tif;186CV
Stegs;Mali SEM;NONE;186_CV_2_10v_x30_BSE;txt;186_CV_2_10v_x30_BSE.txt;186CV
Stegs;Mali SEM;NONE;187_CV_1_10v_x30_BSE;tif;187_CV_1_10v_x30_BSE.tif;187CV
Stegs;Mali SEM;NONE;187_CV_1_10v_x30_BSE;txt;187_CV_1_10v_x30_BSE.txt;187CV
Stegs;Mali SEM;NONE;187_CV_2_10v_x30_BSE;tif;187_CV_2_10v_x30_BSE.tif;187CV
Stegs;Mali SEM;NONE;187_CV_2_10v_x30_BSE;txt;187_CV_2_10v_x30_BSE.txt;187CV
Stegs;Mali SEM;NONE;188_CV_1_15v_x30_BSE;tif;188_CV_1_15v_x30_BSE.tif;188CV
Stegs;Mali SEM;NONE;188_CV_1_15v_x30_BSE;txt;188_CV_1_15v_x30_BSE.txt;188CV
Stegs;Mali SEM;NONE;188_CV_2_15v_x30_BSE;tif;188_CV_2_15v_x30_BSE.tif;188CV
Stegs;Mali SEM;NONE;188_CV_2_15v_x30_BSE;txt;188_CV_2_15v_x30_BSE.txt;188CV
Stegs;Mali SEM;NONE;189_CC_1_15v_x30_BSE;tif;189_CC_1_15v_x30_BSE.tif;189CC
Stegs;Mali SEM;NONE;189_CC_1_15v_x30_BSE;txt;189_CC_1_15v_x30_BSE.txt;189CC
Stegs;Mali SEM;NONE;189_CC_2_15v_x30_BSE;tif;189_CC_2_15v_x30_BSE.tif;189CC
Stegs;Mali SEM;NONE;189_CC_2_15v_x30_BSE;txt;189_CC_2_15v_x30_BSE.txt;189CC
Stegs;Mali SEM;NONE;190_CV_1_15v_x30_BSE;tif;190_CV_1_15v_x30_BSE.tif;190CV
Stegs;Mali SEM;NONE;190_CV_1_15v_x30_BSE;txt;190_CV_1_15v_x30_BSE.txt;190CV
Stegs;Mali SEM;NONE;190_CV_2_15v_x35_BSE;tif;190_CV_2_15v_x35_BSE.tif;190CV
Stegs;Mali SEM;NONE;190_CV_2_15v_x35_BSE;txt;190_CV_2_15v_x35_BSE.txt;190CV
Stegs;Mali SEM;NONE;191_CC_1_15v_x30_BSE;tif;191_CC_1_15v_x30_BSE.tif;191CC
Stegs;Mali SEM;NONE;191_CC_1_15v_x30_BSE;txt;191_CC_1_15v_x30_BSE.txt;191CC
Stegs;Mali SEM;NONE;191_CC_2_15v_x30_BSE;tif;191_CC_2_15v_x30_BSE.tif;191CC
Stegs;Mali SEM;NONE;191_CC_2_15v_x30_BSE;txt;191_CC_2_15v_x30_BSE.txt;191CC
Stegs;Mali SEM;NONE;194_CV_1_15v_x30_BSE;tif;194_CV_1_15v_x30_BSE.tif;194CV
Stegs;Mali SEM;NONE;194_CV_1_15v_x30_BSE;txt;194_CV_1_15v_x30_BSE.txt;194CV
Stegs;Mali SEM;NONE;194_CV_2_15v_x30_BSE;tif;194_CV_2_15v_x30_BSE.tif;194CV
Stegs;Mali SEM;NONE;194_CV_2_15v_x30_BSE;txt;194_CV_2_15v_x30_BSE.txt;194CV
Stegs;Mali SEM;NONE;195_CC_1_15v_x30_BSE;tif;195_CC_1_15v_x30_BSE.tif;195CC
Stegs;Mali SEM;NONE;195_CC_1_15v_x30_BSE;txt;195_CC_1_15v_x30_BSE.txt;195CC
Stegs;Mali SEM;NONE;195_CC_2_15v_x30_BSE;tif;195_CC_2_15v_x30_BSE.tif;195CC
Stegs;Mali SEM;NONE;195_CC_2_15v_x30_BSE;txt;195_CC_2_15v_x30_BSE.txt;195CC
Stegs;Mali SEM;NONE;196_CV_1_15v_x30_BSE;tif;196_CV_1_15v_x30_BSE.tif;196CV
Stegs;Mali SEM;NONE;196_CV_1_15v_x30_BSE;txt;196_CV_1_15v_x30_BSE.txt;196CV
Stegs;Mali SEM;NONE;196_CV_2_15v_x30_BSE;tif;196_CV_2_15v_x30_BSE.tif;196CV
Stegs;Mali SEM;NONE;196_CV_2_15v_x30_BSE;txt;196_CV_2_15v_x30_BSE.txt;196CV
Stegs;Mali SEM;NONE;197_CV_1_15v_x30_BSE;tif;197_CV_1_15v_x30_BSE.tif;197CV
Stegs;Mali SEM;NONE;197_CV_1_15v_x30_BSE;txt;197_CV_1_15v_x30_BSE.txt;197CV
Stegs;Mali SEM;NONE;197_CV_2_15v_x30_BSE;tif;197_CV_2_15v_x30_BSE.tif;197CV
Stegs;Mali SEM;NONE;197_CV_2_15v_x30_BSE;txt;197_CV_2_15v_x30_BSE.txt;197CV
Stegs;Mali SEM;NONE;198_CV_1_15v_x30_BSE;tif;198_CV_1_15v_x30_BSE.tif;198CV
Stegs;Mali SEM;NONE;198_CV_1_15v_x30_BSE;txt;198_CV_1_15v_x30_BSE.txt;198CV
Stegs;Mali SEM;NONE;198_CV_2_15v_x30_BSE;tif;198_CV_2_15v_x30_BSE.tif;198CV
Stegs;Mali SEM;NONE;198_CV_2_15v_x30_BSE;txt;198_CV_2_15v_x30_BSE.txt;198CV
Stegs;Mali SEM;NONE;199_CC_1_15v_x30_BSE;tif;199_CC_1_15v_x30_BSE.tif;199CC
Stegs;Mali SEM;NONE;199_CC_1_15v_x30_BSE;txt;199_CC_1_15v_x30_BSE.txt;199CC
Stegs;Mali SEM;NONE;199_CC_2_15v_x30_BSE;tif;199_CC_2_15v_x30_BSE.tif;199CC
Stegs;Mali SEM;NONE;199_CC_2_15v_x30_BSE;txt;199_CC_2_15v_x30_BSE.txt;199CC
Stegs;Mali SEM;NONE;200_CV_1_15v_x30_BSE;tif;200_CV_1_15v_x30_BSE.tif;200CV
Stegs;Mali SEM;NONE;200_CV_1_15v_x30_BSE;txt;200_CV_1_15v_x30_BSE.txt;200CV
Stegs;Mali SEM;NONE;200_CV_2_15v_x30_BSE;tif;200_CV_2_15v_x30_BSE.tif;200CV
Stegs;Mali SEM;NONE;200_CV_2_15v_x30_BSE;txt;200_CV_2_15v_x30_BSE.txt;200CV
Stegs;Mali SEM;NONE;201_CC_1_15v_x30_BSE;tif;201_CC_1_15v_x30_BSE.tif;201CC
Stegs;Mali SEM;NONE;201_CC_1_15v_x30_BSE;txt;201_CC_1_15v_x30_BSE.txt;201CC
Stegs;Mali SEM;NONE;201_CC_2_15v_x30_BSE;tif;201_CC_2_15v_x30_BSE.tif;201CC
Stegs;Mali SEM;NONE;201_CC_2_15v_x30_BSE;txt;201_CC_2_15v_x30_BSE.txt;201CC
Stegs;Mali SEM;NONE;202_CV_1_15v_x30_BSE;tif;202_CV_1_15v_x30_BSE.tif;202CV
Stegs;Mali SEM;NONE;202_CV_1_15v_x30_BSE;txt;202_CV_1_15v_x30_BSE.txt;202CV
Stegs;Mali SEM;NONE;202_CV_2_15v_x30_BSE;tif;202_CV_2_15v_x30_BSE.tif;202CV
