"folder","formation","image","ext","imageName","specimenNR","number","colonyCurve","pictureNumber","AV","magnification","backscatter"
"Stegs","NONE","096_CV_4_15v_x30_BSE.tif","tif","096_CV_4_15v_x30_BSE_NONE","096CV","096","CV","4","15v","x30","BSE"
"Stegs","NONE","096_CV_4_15v_x30_BSE.txt","txt","096_CV_4_15v_x30_BSE_NONE","096CV","096","CV","4","15v","x30","BSE"
"Stegs","NONE","097_CV_1_15v_x30_BSE.tif","tif","097_CV_1_15v_x30_BSE_NONE","097CV","097","CV","1","15v","x30","BSE"
"Stegs","NONE","097_CV_1_15v_x30_BSE.txt","txt","097_CV_1_15v_x30_BSE_NONE","097CV","097","CV","1","15v","x30","BSE"
"Stegs","NONE","097_CV_2_15v_x30_BSE.tif","tif","097_CV_2_15v_x30_BSE_NONE","097CV","097","CV","2","15v","x30","BSE"
"Stegs","NONE","097_CV_2_15v_x30_BSE.txt","txt","097_CV_2_15v_x30_BSE_NONE","097CV","097","CV","2","15v","x30","BSE"
"Stegs","NONE","097_CV_3_15v_x30_BSE.tif","tif","097_CV_3_15v_x30_BSE_NONE","097CV","097","CV","3","15v","x30","BSE"
"Stegs","NONE","097_CV_3_15v_x30_BSE.txt","txt","097_CV_3_15v_x30_BSE_NONE","097CV","097","CV","3","15v","x30","BSE"
"Stegs","NONE","099_CV_1_15v_x30_BSE.tif","tif","099_CV_1_15v_x30_BSE_NONE","099CV","099","CV","1","15v","x30","BSE"
"Stegs","NONE","099_CV_1_15v_x30_BSE.txt","txt","099_CV_1_15v_x30_BSE_NONE","099CV","099","CV","1","15v","x30","BSE"
"Stegs","NONE","099_CV_1_15v_x35_BSE.tif","tif","099_CV_1_15v_x35_BSE_NONE","099CV","099","CV","1","15v","x35","BSE"
"Stegs","NONE","099_CV_2_15v_x35_BSE.tif","tif","099_CV_2_15v_x35_BSE_NONE","099CV","099","CV","2","15v","x35","BSE"
"Stegs","NONE","099_CV_2_15v_x35_BSE.txt","txt","099_CV_2_15v_x35_BSE_NONE","099CV","099","CV","2","15v","x35","BSE"
"Stegs","NONE","100_CV_1_15v_x30_BSE.tif","tif","100_CV_1_15v_x30_BSE_NONE","100CV","100","CV","1","15v","x30","BSE"
"Stegs","NONE","100_CV_1_15v_x30_BSE.txt","txt","100_CV_1_15v_x30_BSE_NONE","100CV","100","CV","1","15v","x30","BSE"
"Stegs","NONE","100_CV_2_15v_x30_BSE.tif","tif","100_CV_2_15v_x30_BSE_NONE","100CV","100","CV","2","15v","x30","BSE"
"Stegs","NONE","100_CV_2_15v_x30_BSE.txt","txt","100_CV_2_15v_x30_BSE_NONE","100CV","100","CV","2","15v","x30","BSE"
"Stegs","NONE","102_CV_1_15v_x30_BSE.tif","tif","102_CV_1_15v_x30_BSE_NONE","102CV","102","CV","1","15v","x30","BSE"
"Stegs","NONE","102_CV_1_15v_x30_BSE.txt","txt","102_CV_1_15v_x30_BSE_NONE","102CV","102","CV","1","15v","x30","BSE"
"Stegs","NONE","102_CV_2_15v_x30_BSE.tif","tif","102_CV_2_15v_x30_BSE_NONE","102CV","102","CV","2","15v","x30","BSE"
"Stegs","NONE","102_CV_2_15v_x30_BSE.txt","txt","102_CV_2_15v_x30_BSE_NONE","102CV","102","CV","2","15v","x30","BSE"
"Stegs","NONE","102_CV_3_15v_x30_BSE.tif","tif","102_CV_3_15v_x30_BSE_NONE","102CV","102","CV","3","15v","x30","BSE"
"Stegs","NONE","102_CV_3_15v_x30_BSE.txt","txt","102_CV_3_15v_x30_BSE_NONE","102CV","102","CV","3","15v","x30","BSE"
"Stegs","NONE","103_CV_1_10v_x30_BSE.tif","tif","103_CV_1_10v_x30_BSE_NONE","103CV","103","CV","1","10v","x30","BSE"
"Stegs","NONE","103_CV_1_10v_x30_BSE.txt","txt","103_CV_1_10v_x30_BSE_NONE","103CV","103","CV","1","10v","x30","BSE"
"Stegs","NONE","103_CV_2_10v_x30_BSE.tif","tif","103_CV_2_10v_x30_BSE_NONE","103CV","103","CV","2","10v","x30","BSE"
"Stegs","NONE","103_CV_2_10v_x30_BSE.txt","txt","103_CV_2_10v_x30_BSE_NONE","103CV","103","CV","2","10v","x30","BSE"
"Stegs","NONE","104_CV_1_15v_x30_BSE.tif","tif","104_CV_1_15v_x30_BSE_NONE","104CV","104","CV","1","15v","x30","BSE"
"Stegs","NONE","104_CV_1_15v_x30_BSE.txt","txt","104_CV_1_15v_x30_BSE_NONE","104CV","104","CV","1","15v","x30","BSE"
"Stegs","NONE","105_CV_1_10v_x30_BSE.tif","tif","105_CV_1_10v_x30_BSE_NONE","105CV","105","CV","1","10v","x30","BSE"
"Stegs","NONE","105_CV_1_10v_x30_BSE.txt","txt","105_CV_1_10v_x30_BSE_NONE","105CV","105","CV","1","10v","x30","BSE"
"Stegs","NONE","105_CV_2_10v_x30_BSE.tif","tif","105_CV_2_10v_x30_BSE_NONE","105CV","105","CV","2","10v","x30","BSE"
"Stegs","NONE","105_CV_2_10v_x30_BSE.txt","txt","105_CV_2_10v_x30_BSE_NONE","105CV","105","CV","2","10v","x30","BSE"
"Stegs","NONE","106_CC_1_10v_x30_BSE.tif","tif","106_CC_1_10v_x30_BSE_NONE","106CC","106","CC","1","10v","x30","BSE"
"Stegs","NONE","106_CC_1_10v_x30_BSE.txt","txt","106_CC_1_10v_x30_BSE_NONE","106CC","106","CC","1","10v","x30","BSE"
"Stegs","NONE","106_CC_2_10v_x30_BSE.tif","tif","106_CC_2_10v_x30_BSE_NONE","106CC","106","CC","2","10v","x30","BSE"
"Stegs","NONE","106_CC_2_10v_x30_BSE.txt","txt","106_CC_2_10v_x30_BSE_NONE","106CC","106","CC","2","10v","x30","BSE"
"Stegs","NONE","107_CV_1_10v_x30_BSE.tif","tif","107_CV_1_10v_x30_BSE_NONE","107CV","107","CV","1","10v","x30","BSE"
"Stegs","NONE","107_CV_1_10v_x30_BSE.txt","txt","107_CV_1_10v_x30_BSE_NONE","107CV","107","CV","1","10v","x30","BSE"
"Stegs","NONE","107_CV_2_10v_x30_BSE.tif","tif","107_CV_2_10v_x30_BSE_NONE","107CV","107","CV","2","10v","x30","BSE"
"Stegs","NONE","107_CV_2_10v_x30_BSE.txt","txt","107_CV_2_10v_x30_BSE_NONE","107CV","107","CV","2","10v","x30","BSE"
"Stegs","NONE","108_CV_1_15v_x30_BSE.tif","tif","108_CV_1_15v_x30_BSE_NONE","108CV","108","CV","1","15v","x30","BSE"
"Stegs","NONE","108_CV_1_15v_x30_BSE.txt","txt","108_CV_1_15v_x30_BSE_NONE","108CV","108","CV","1","15v","x30","BSE"
"Stegs","NONE","108_CV_2_15v_x30_BSE.tif","tif","108_CV_2_15v_x30_BSE_NONE","108CV","108","CV","2","15v","x30","BSE"
"Stegs","NONE","108_CV_2_15v_x30_BSE.txt","txt","108_CV_2_15v_x30_BSE_NONE","108CV","108","CV","2","15v","x30","BSE"
"Stegs","NONE","109_CC_1_15v_x30_BSE.tif","tif","109_CC_1_15v_x30_BSE_NONE","109CC","109","CC","1","15v","x30","BSE"
"Stegs","NONE","109_CC_1_15v_x30_BSE.txt","txt","109_CC_1_15v_x30_BSE_NONE","109CC","109","CC","1","15v","x30","BSE"
"Stegs","NONE","109_CC_2_15v_x30_BSE.tif","tif","109_CC_2_15v_x30_BSE_NONE","109CC","109","CC","2","15v","x30","BSE"
"Stegs","NONE","109_CC_2_15v_x30_BSE.txt","txt","109_CC_2_15v_x30_BSE_NONE","109CC","109","CC","2","15v","x30","BSE"
"Stegs","NONE","110_CC_1_15v_x30_BSE.tif","tif","110_CC_1_15v_x30_BSE_NONE","110CC","110","CC","1","15v","x30","BSE"
"Stegs","NONE","110_CC_1_15v_x30_BSE.txt","txt","110_CC_1_15v_x30_BSE_NONE","110CC","110","CC","1","15v","x30","BSE"
"Stegs","NONE","110_CC_2_15v_x30_BSE.tif","tif","110_CC_2_15v_x30_BSE_NONE","110CC","110","CC","2","15v","x30","BSE"
"Stegs","NONE","110_CC_2_15v_x30_BSE.txt","txt","110_CC_2_15v_x30_BSE_NONE","110CC","110","CC","2","15v","x30","BSE"
"Stegs","NONE","110_CC_3_15v_x30_BSE.tif","tif","110_CC_3_15v_x30_BSE_NONE","110CC","110","CC","3","15v","x30","BSE"
"Stegs","NONE","110_CC_3_15v_x30_BSE.txt","txt","110_CC_3_15v_x30_BSE_NONE","110CC","110","CC","3","15v","x30","BSE"
"Stegs","NONE","112_CV_1_10v_x30_BSE.tif","tif","112_CV_1_10v_x30_BSE_NONE","112CV","112","CV","1","10v","x30","BSE"
"Stegs","NONE","112_CV_1_10v_x30_BSE.txt","txt","112_CV_1_10v_x30_BSE_NONE","112CV","112","CV","1","10v","x30","BSE"
"Stegs","NONE","112_CV_2_10v_x30_BSE.tif","tif","112_CV_2_10v_x30_BSE_NONE","112CV","112","CV","2","10v","x30","BSE"
"Stegs","NONE","112_CV_2_10v_x30_BSE.txt","txt","112_CV_2_10v_x30_BSE_NONE","112CV","112","CV","2","10v","x30","BSE"
"Stegs","NONE","113_CV_1_10v_x30_BSE.tif","tif","113_CV_1_10v_x30_BSE_NONE","113CV","113","CV","1","10v","x30","BSE"
"Stegs","NONE","113_CV_1_10v_x30_BSE.txt","txt","113_CV_1_10v_x30_BSE_NONE","113CV","113","CV","1","10v","x30","BSE"
"Stegs","NONE","113_CV_2_10v_x30_BSE.tif","tif","113_CV_2_10v_x30_BSE_NONE","113CV","113","CV","2","10v","x30","BSE"
"Stegs","NONE","113_CV_2_10v_x30_BSE.txt","txt","113_CV_2_10v_x30_BSE_NONE","113CV","113","CV","2","10v","x30","BSE"
"Stegs","NONE","117_CC_1_10v_x30_BSE.tif","tif","117_CC_1_10v_x30_BSE_NONE","117CC","117","CC","1","10v","x30","BSE"
"Stegs","NONE","117_CC_1_10v_x30_BSE.txt","txt","117_CC_1_10v_x30_BSE_NONE","117CC","117","CC","1","10v","x30","BSE"
"Stegs","NONE","117_CC_2_10v_x30_BSE.tif","tif","117_CC_2_10v_x30_BSE_NONE","117CC","117","CC","2","10v","x30","BSE"
"Stegs","NONE","117_CC_2_10v_x30_BSE.txt","txt","117_CC_2_10v_x30_BSE_NONE","117CC","117","CC","2","10v","x30","BSE"
"Stegs","NONE","118_CC_1_10v_x30_BSE.tif","tif","118_CC_1_10v_x30_BSE_NONE","118CC","118","CC","1","10v","x30","BSE"
"Stegs","NONE","118_CC_1_10v_x30_BSE.txt","txt","118_CC_1_10v_x30_BSE_NONE","118CC","118","CC","1","10v","x30","BSE"
"Stegs","NONE","118_CC_2_10v_x30_BSE.tif","tif","118_CC_2_10v_x30_BSE_NONE","118CC","118","CC","2","10v","x30","BSE"
"Stegs","NONE","118_CC_2_10v_x30_BSE.txt","txt","118_CC_2_10v_x30_BSE_NONE","118CC","118","CC","2","10v","x30","BSE"
"Stegs","NONE","119_CV_1_10v_x30_BSE.tif","tif","119_CV_1_10v_x30_BSE_NONE","119CV","119","CV","1","10v","x30","BSE"
"Stegs","NONE","119_CV_1_10v_x30_BSE.txt","txt","119_CV_1_10v_x30_BSE_NONE","119CV","119","CV","1","10v","x30","BSE"
"Stegs","NONE","119_CV_2_10v_x30_BSE.tif","tif","119_CV_2_10v_x30_BSE_NONE","119CV","119","CV","2","10v","x30","BSE"
"Stegs","NONE","119_CV_2_10v_x30_BSE.txt","txt","119_CV_2_10v_x30_BSE_NONE","119CV","119","CV","2","10v","x30","BSE"
"Stegs","NONE","121_S_1_10v_x30_BSE.tif","tif","121_S_1_10v_x30_BSE_NONE","121S","121","S","1","10v","x30","BSE"
"Stegs","NONE","121_S_1_10v_x30_BSE.txt","txt","121_S_1_10v_x30_BSE_NONE","121S","121","S","1","10v","x30","BSE"
"Stegs","NONE","121_S_2_10v_x30_BSE.tif","tif","121_S_2_10v_x30_BSE_NONE","121S","121","S","2","10v","x30","BSE"
"Stegs","NONE","121_S_2_10v_x30_BSE.txt","txt","121_S_2_10v_x30_BSE_NONE","121S","121","S","2","10v","x30","BSE"
"Stegs","NONE","122_CV_1_10v_x30_BSE.tif","tif","122_CV_1_10v_x30_BSE_NONE","122CV","122","CV","1","10v","x30","BSE"
"Stegs","NONE","122_CV_1_10v_x30_BSE.txt","txt","122_CV_1_10v_x30_BSE_NONE","122CV","122","CV","1","10v","x30","BSE"
"Stegs","NONE","122_CV_2_10v_x30_BSE.tif","tif","122_CV_2_10v_x30_BSE_NONE","122CV","122","CV","2","10v","x30","BSE"
"Stegs","NONE","122_CV_2_10v_x30_BSE.txt","txt","122_CV_2_10v_x30_BSE_NONE","122CV","122","CV","2","10v","x30","BSE"
"Stegs","NONE","123_CC_1_10v_x30_BSE.tif","tif","123_CC_1_10v_x30_BSE_NONE","123CC","123","CC","1","10v","x30","BSE"
"Stegs","NONE","123_CC_1_10v_x30_BSE.txt","txt","123_CC_1_10v_x30_BSE_NONE","123CC","123","CC","1","10v","x30","BSE"
"Stegs","NONE","123_CC_2_10v_x30_BSE.tif","tif","123_CC_2_10v_x30_BSE_NONE","123CC","123","CC","2","10v","x30","BSE"
"Stegs","NONE","123_CC_2_10v_x30_BSE.txt","txt","123_CC_2_10v_x30_BSE_NONE","123CC","123","CC","2","10v","x30","BSE"
"Stegs","NONE","126_CV_1_10v_x30_BSE.tif","tif","126_CV_1_10v_x30_BSE_NONE","126CV","126","CV","1","10v","x30","BSE"
"Stegs","NONE","126_CV_1_10v_x30_BSE.txt","txt","126_CV_1_10v_x30_BSE_NONE","126CV","126","CV","1","10v","x30","BSE"
"Stegs","NONE","126_CV_2_10v_x30_BSE.tif","tif","126_CV_2_10v_x30_BSE_NONE","126CV","126","CV","2","10v","x30","BSE"
"Stegs","NONE","126_CV_2_10v_x30_BSE.txt","txt","126_CV_2_10v_x30_BSE_NONE","126CV","126","CV","2","10v","x30","BSE"
"Stegs","NONE","127_CV_1_10v_x30_BSE.tif","tif","127_CV_1_10v_x30_BSE_NONE","127CV","127","CV","1","10v","x30","BSE"
"Stegs","NONE","127_CV_1_10v_x30_BSE.txt","txt","127_CV_1_10v_x30_BSE_NONE","127CV","127","CV","1","10v","x30","BSE"
"Stegs","NONE","127_CV_2_10v_x30_BSE.tif","tif","127_CV_2_10v_x30_BSE_NONE","127CV","127","CV","2","10v","x30","BSE"
"Stegs","NONE","127_CV_2_10v_x30_BSE.txt","txt","127_CV_2_10v_x30_BSE_NONE","127CV","127","CV","2","10v","x30","BSE"
"Stegs","NONE","128_CV_1_10v_x30_BSE.tif","tif","128_CV_1_10v_x30_BSE_NONE","128CV","128","CV","1","10v","x30","BSE"
"Stegs","NONE","128_CV_1_10v_x30_BSE.txt","txt","128_CV_1_10v_x30_BSE_NONE","128CV","128","CV","1","10v","x30","BSE"
"Stegs","NONE","128_CV_2_10v_x30_BSE.tif","tif","128_CV_2_10v_x30_BSE_NONE","128CV","128","CV","2","10v","x30","BSE"
"Stegs","NONE","128_CV_2_10v_x30_BSE.txt","txt","128_CV_2_10v_x30_BSE_NONE","128CV","128","CV","2","10v","x30","BSE"
"Stegs","NONE","129_CV_1_10v_x30_BSE.tif","tif","129_CV_1_10v_x30_BSE_NONE","129CV","129","CV","1","10v","x30","BSE"
"Stegs","NONE","129_CV_1_10v_x30_BSE.txt","txt","129_CV_1_10v_x30_BSE_NONE","129CV","129","CV","1","10v","x30","BSE"
"Stegs","NONE","129_CV_2_10v_x30_BSE.tif","tif","129_CV_2_10v_x30_BSE_NONE","129CV","129","CV","2","10v","x30","BSE"
"Stegs","NONE","129_CV_2_10v_x30_BSE.txt","txt","129_CV_2_10v_x30_BSE_NONE","129CV","129","CV","2","10v","x30","BSE"
"Stegs","NONE","130_CV_1_10v_x30_BSE.tif","tif","130_CV_1_10v_x30_BSE_NONE","130CV","130","CV","1","10v","x30","BSE"
"Stegs","NONE","130_CV_1_10v_x30_BSE.txt","txt","130_CV_1_10v_x30_BSE_NONE","130CV","130","CV","1","10v","x30","BSE"
"Stegs","NONE","130_CV_2_10v_x30_BSE.tif","tif","130_CV_2_10v_x30_BSE_NONE","130CV","130","CV","2","10v","x30","BSE"
"Stegs","NONE","130_CV_2_10v_x30_BSE.txt","txt","130_CV_2_10v_x30_BSE_NONE","130CV","130","CV","2","10v","x30","BSE"
"Stegs","NONE","131_CC_1_10v_x30_BSE.tif","tif","131_CC_1_10v_x30_BSE_NONE","131CC","131","CC","1","10v","x30","BSE"
"Stegs","NONE","131_CC_1_10v_x30_BSE.txt","txt","131_CC_1_10v_x30_BSE_NONE","131CC","131","CC","1","10v","x30","BSE"
"Stegs","NONE","131_CC_2_10v_x30_BSE.tif","tif","131_CC_2_10v_x30_BSE_NONE","131CC","131","CC","2","10v","x30","BSE"
"Stegs","NONE","131_CC_2_10v_x30_BSE.txt","txt","131_CC_2_10v_x30_BSE_NONE","131CC","131","CC","2","10v","x30","BSE"
"Stegs","NONE","132_CV_1_15v_x30_BSE.tif","tif","132_CV_1_15v_x30_BSE_NONE","132CV","132","CV","1","15v","x30","BSE"
"Stegs","NONE","132_CV_1_15v_x30_BSE.txt","txt","132_CV_1_15v_x30_BSE_NONE","132CV","132","CV","1","15v","x30","BSE"
"Stegs","NONE","132_CV_2_15v_x30_BSE.tif","tif","132_CV_2_15v_x30_BSE_NONE","132CV","132","CV","2","15v","x30","BSE"
"Stegs","NONE","132_CV_2_15v_x30_BSE.txt","txt","132_CV_2_15v_x30_BSE_NONE","132CV","132","CV","2","15v","x30","BSE"
"Stegs","NONE","133_CC_1_15v_x30_BSE.tif","tif","133_CC_1_15v_x30_BSE_NONE","133CC","133","CC","1","15v","x30","BSE"
"Stegs","NONE","133_CC_1_15v_x30_BSE.txt","txt","133_CC_1_15v_x30_BSE_NONE","133CC","133","CC","1","15v","x30","BSE"
"Stegs","NONE","133_CC_2_15v_x30_BSE.tif","tif","133_CC_2_15v_x30_BSE_NONE","133CC","133","CC","2","15v","x30","BSE"
"Stegs","NONE","133_CC_2_15v_x30_BSE.txt","txt","133_CC_2_15v_x30_BSE_NONE","133CC","133","CC","2","15v","x30","BSE"
"Stegs","NONE","134_CC_1_15v_x30_BSE.tif","tif","134_CC_1_15v_x30_BSE_NONE","134CC","134","CC","1","15v","x30","BSE"
"Stegs","NONE","134_CC_1_15v_x30_BSE.txt","txt","134_CC_1_15v_x30_BSE_NONE","134CC","134","CC","1","15v","x30","BSE"
"Stegs","NONE","134_CC_2_15v_x30_BSE.tif","tif","134_CC_2_15v_x30_BSE_NONE","134CC","134","CC","2","15v","x30","BSE"
"Stegs","NONE","134_CC_2_15v_x30_BSE.txt","txt","134_CC_2_15v_x30_BSE_NONE","134CC","134","CC","2","15v","x30","BSE"
"Stegs","NONE","135_CV_1_15v_x35_BSE.tif","tif","135_CV_1_15v_x35_BSE_NONE","135CV","135","CV","1","15v","x35","BSE"
"Stegs","NONE","135_CV_1_15v_x35_BSE.txt","txt","135_CV_1_15v_x35_BSE_NONE","135CV","135","CV","1","15v","x35","BSE"
"Stegs","NONE","135_CV_2_15v_x35_BSE.tif","tif","135_CV_2_15v_x35_BSE_NONE","135CV","135","CV","2","15v","x35","BSE"
"Stegs","NONE","135_CV_2_15v_x35_BSE.txt","txt","135_CV_2_15v_x35_BSE_NONE","135CV","135","CV","2","15v","x35","BSE"
"Stegs","NONE","136_CC_1_15v_x30_BSE.tif","tif","136_CC_1_15v_x30_BSE_NONE","136CC","136","CC","1","15v","x30","BSE"
"Stegs","NONE","136_CC_1_15v_x30_BSE.txt","txt","136_CC_1_15v_x30_BSE_NONE","136CC","136","CC","1","15v","x30","BSE"
"Stegs","NONE","136_CC_2_15v_x30_BSE.tif","tif","136_CC_2_15v_x30_BSE_NONE","136CC","136","CC","2","15v","x30","BSE"
"Stegs","NONE","136_CC_2_15v_x30_BSE.txt","txt","136_CC_2_15v_x30_BSE_NONE","136CC","136","CC","2","15v","x30","BSE"
"Stegs","NONE","137_CV_1_15v_x30_BSE.tif","tif","137_CV_1_15v_x30_BSE_NONE","137CV","137","CV","1","15v","x30","BSE"
"Stegs","NONE","137_CV_1_15v_x30_BSE.txt","txt","137_CV_1_15v_x30_BSE_NONE","137CV","137","CV","1","15v","x30","BSE"
"Stegs","NONE","137_CV_2_15v_x30_BSE.tif","tif","137_CV_2_15v_x30_BSE_NONE","137CV","137","CV","2","15v","x30","BSE"
"Stegs","NONE","137_CV_2_15v_x30_BSE.txt","txt","137_CV_2_15v_x30_BSE_NONE","137CV","137","CV","2","15v","x30","BSE"
"Stegs","NONE","138_CV_1_15v_x30_BSE.tif","tif","138_CV_1_15v_x30_BSE_NONE","138CV","138","CV","1","15v","x30","BSE"
"Stegs","NONE","138_CV_1_15v_x30_BSE.txt","txt","138_CV_1_15v_x30_BSE_NONE","138CV","138","CV","1","15v","x30","BSE"
"Stegs","NONE","138_CV_2_15v_x30_BSE.tif","tif","138_CV_2_15v_x30_BSE_NONE","138CV","138","CV","2","15v","x30","BSE"
"Stegs","NONE","138_CV_2_15v_x30_BSE.txt","txt","138_CV_2_15v_x30_BSE_NONE","138CV","138","CV","2","15v","x30","BSE"
"Stegs","NONE","139_CC_1_15v_x30_BSE.tif","tif","139_CC_1_15v_x30_BSE_NONE","139CC","139","CC","1","15v","x30","BSE"
"Stegs","NONE","139_CC_1_15v_x30_BSE.txt","txt","139_CC_1_15v_x30_BSE_NONE","139CC","139","CC","1","15v","x30","BSE"
"Stegs","NONE","139_CC_2_15v_x30_BSE.tif","tif","139_CC_2_15v_x30_BSE_NONE","139CC","139","CC","2","15v","x30","BSE"
"Stegs","NONE","139_CC_2_15v_x30_BSE.txt","txt","139_CC_2_15v_x30_BSE_NONE","139CC","139","CC","2","15v","x30","BSE"
"Stegs","NONE","140_CV_1_15v_x30_BSE.tif","tif","140_CV_1_15v_x30_BSE_NONE","140CV","140","CV","1","15v","x30","BSE"
"Stegs","NONE","140_CV_1_15v_x30_BSE.txt","txt","140_CV_1_15v_x30_BSE_NONE","140CV","140","CV","1","15v","x30","BSE"
"Stegs","NONE","140_CV_2_15v_x30_BSE.tif","tif","140_CV_2_15v_x30_BSE_NONE","140CV","140","CV","2","15v","x30","BSE"
"Stegs","NONE","140_CV_2_15v_x30_BSE.txt","txt","140_CV_2_15v_x30_BSE_NONE","140CV","140","CV","2","15v","x30","BSE"
"Stegs","NONE","142_CC_1_15v_x30_BSE.tif","tif","142_CC_1_15v_x30_BSE_NONE","142CC","142","CC","1","15v","x30","BSE"
"Stegs","NONE","142_CC_1_15v_x30_BSE.txt","txt","142_CC_1_15v_x30_BSE_NONE","142CC","142","CC","1","15v","x30","BSE"
"Stegs","NONE","142_CC_2_15v_x30_BSE.tif","tif","142_CC_2_15v_x30_BSE_NONE","142CC","142","CC","2","15v","x30","BSE"
"Stegs","NONE","142_CC_2_15v_x30_BSE.txt","txt","142_CC_2_15v_x30_BSE_NONE","142CC","142","CC","2","15v","x30","BSE"
"Stegs","NONE","146_CV_1_15v_x30_BSE.tif","tif","146_CV_1_15v_x30_BSE_NONE","146CV","146","CV","1","15v","x30","BSE"
"Stegs","NONE","146_CV_1_15v_x30_BSE.txt","txt","146_CV_1_15v_x30_BSE_NONE","146CV","146","CV","1","15v","x30","BSE"
"Stegs","NONE","146_CV_2_15v_x30_BSE.tif","tif","146_CV_2_15v_x30_BSE_NONE","146CV","146","CV","2","15v","x30","BSE"
"Stegs","NONE","146_CV_2_15v_x30_BSE.txt","txt","146_CV_2_15v_x30_BSE_NONE","146CV","146","CV","2","15v","x30","BSE"
"Stegs","NONE","147_CC_1_15v_x30_BSE.tif","tif","147_CC_1_15v_x30_BSE_NONE","147CC","147","CC","1","15v","x30","BSE"
"Stegs","NONE","147_CC_1_15v_x30_BSE.txt","txt","147_CC_1_15v_x30_BSE_NONE","147CC","147","CC","1","15v","x30","BSE"
"Stegs","NONE","147_CC_2_15v_x30_BSE.tif","tif","147_CC_2_15v_x30_BSE_NONE","147CC","147","CC","2","15v","x30","BSE"
"Stegs","NONE","147_CC_2_15v_x30_BSE.txt","txt","147_CC_2_15v_x30_BSE_NONE","147CC","147","CC","2","15v","x30","BSE"
"Stegs","NONE","150_CV_1_10v_x30_BSE.tif","tif","150_CV_1_10v_x30_BSE_NONE","150CV","150","CV","1","10v","x30","BSE"
"Stegs","NONE","150_CV_1_10v_x30_BSE.txt","txt","150_CV_1_10v_x30_BSE_NONE","150CV","150","CV","1","10v","x30","BSE"
"Stegs","NONE","150_CV_2_10v_x30_BSE.tif","tif","150_CV_2_10v_x30_BSE_NONE","150CV","150","CV","2","10v","x30","BSE"
"Stegs","NONE","150_CV_2_10v_x30_BSE.txt","txt","150_CV_2_10v_x30_BSE_NONE","150CV","150","CV","2","10v","x30","BSE"
"Stegs","NONE","151_CC_1_15v_x30_BSE.tif","tif","151_CC_1_15v_x30_BSE_NONE","151CC","151","CC","1","15v","x30","BSE"
"Stegs","NONE","151_CC_1_15v_x30_BSE.txt","txt","151_CC_1_15v_x30_BSE_NONE","151CC","151","CC","1","15v","x30","BSE"
"Stegs","NONE","151_CC_2_15v_x30_BSE.tif","tif","151_CC_2_15v_x30_BSE_NONE","151CC","151","CC","2","15v","x30","BSE"
"Stegs","NONE","151_CC_2_15v_x30_BSE.txt","txt","151_CC_2_15v_x30_BSE_NONE","151CC","151","CC","2","15v","x30","BSE"
"Stegs","NONE","154_CV_1_15v_x30_BSE.tif","tif","154_CV_1_15v_x30_BSE_NONE","154CV","154","CV","1","15v","x30","BSE"
"Stegs","NONE","154_CV_1_15v_x30_BSE.txt","txt","154_CV_1_15v_x30_BSE_NONE","154CV","154","CV","1","15v","x30","BSE"
"Stegs","NONE","154_CV_2_15v_x35_BSE.tif","tif","154_CV_2_15v_x35_BSE_NONE","154CV","154","CV","2","15v","x35","BSE"
"Stegs","NONE","154_CV_2_15v_x35_BSE.txt","txt","154_CV_2_15v_x35_BSE_NONE","154CV","154","CV","2","15v","x35","BSE"
"Stegs","NONE","154_CV_3_15v_x30_BSE.tif","tif","154_CV_3_15v_x30_BSE_NONE","154CV","154","CV","3","15v","x30","BSE"
"Stegs","NONE","154_CV_3_15v_x30_BSE.txt","txt","154_CV_3_15v_x30_BSE_NONE","154CV","154","CV","3","15v","x30","BSE"
"Stegs","NONE","155_CV_1_15v_x30_BSE.tif","tif","155_CV_1_15v_x30_BSE_NONE","155CV","155","CV","1","15v","x30","BSE"
"Stegs","NONE","155_CV_1_15v_x30_BSE.txt","txt","155_CV_1_15v_x30_BSE_NONE","155CV","155","CV","1","15v","x30","BSE"
"Stegs","NONE","155_CV_2_15v_x30_BSE.tif","tif","155_CV_2_15v_x30_BSE_NONE","155CV","155","CV","2","15v","x30","BSE"
"Stegs","NONE","155_CV_2_15v_x30_BSE.txt","txt","155_CV_2_15v_x30_BSE_NONE","155CV","155","CV","2","15v","x30","BSE"
"Stegs","NONE","156_CV_1_15v_x30_BSE.tif","tif","156_CV_1_15v_x30_BSE_NONE","156CV","156","CV","1","15v","x30","BSE"
"Stegs","NONE","156_CV_1_15v_x30_BSE.txt","txt","156_CV_1_15v_x30_BSE_NONE","156CV","156","CV","1","15v","x30","BSE"
"Stegs","NONE","156_CV_2_15v_x30_BSE.tif","tif","156_CV_2_15v_x30_BSE_NONE","156CV","156","CV","2","15v","x30","BSE"
"Stegs","NONE","156_CV_2_15v_x30_BSE.txt","txt","156_CV_2_15v_x30_BSE_NONE","156CV","156","CV","2","15v","x30","BSE"
"Stegs","NONE","157_CV_1_10v_x30_BSE.tif","tif","157_CV_1_10v_x30_BSE_NONE","157CV","157","CV","1","10v","x30","BSE"
"Stegs","NONE","157_CV_1_10v_x30_BSE.txt","txt","157_CV_1_10v_x30_BSE_NONE","157CV","157","CV","1","10v","x30","BSE"
