"folder","formation","image","ext","imageName","specimenNR","number","colonyCurve","pictureNumber","AV","magnification","backscatter"
"Stegs","Upper Kai-Iwi SB","1011_CV_2_10v_x30_BSE.txt","txt","1011_CV_2_10v_x30_BSE_Upper Kai-Iwi SB","1011CV","1011","CV","2","10v","x30","BSE"
"Stegs","Upper Kai-Iwi SB","1011_CV_3_10v_x30_BSE.tif","tif","1011_CV_3_10v_x30_BSE_Upper Kai-Iwi SB","1011CV","1011","CV","3","10v","x30","BSE"
"Stegs","Upper Kai-Iwi SB","1011_CV_3_10v_x30_BSE.txt","txt","1011_CV_3_10v_x30_BSE_Upper Kai-Iwi SB","1011CV","1011","CV","3","10v","x30","BSE"
"Stegs","Upper Kai-Iwi SB","1012_CV_1_5v_x30_BSE.tif","tif","1012_CV_1_5v_x30_BSE_Upper Kai-Iwi SB","1012CV","1012","CV","1","5v","x30","BSE"
"Stegs","Upper Kai-Iwi SB","1012_CV_1_5v_x30_BSE.txt","txt","1012_CV_1_5v_x30_BSE_Upper Kai-Iwi SB","1012CV","1012","CV","1","5v","x30","BSE"
"Stegs","Upper Kai-Iwi SB","1012_CV_2_5v_x30_BSE.tif","tif","1012_CV_2_5v_x30_BSE_Upper Kai-Iwi SB","1012CV","1012","CV","2","5v","x30","BSE"
"Stegs","Upper Kai-Iwi SB","1012_CV_2_5v_x30_BSE.txt","txt","1012_CV_2_5v_x30_BSE_Upper Kai-Iwi SB","1012CV","1012","CV","2","5v","x30","BSE"
"Stegs","Waipuru SB","1100_CV_1_10v_x30_BSE.tif","tif","1100_CV_1_10v_x30_BSE_Waipuru SB","1100CV","1100","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1100_CV_1_10v_x30_BSE.txt","txt","1100_CV_1_10v_x30_BSE_Waipuru SB","1100CV","1100","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1100_CV_2_10v_x30_BSE.tif","tif","1100_CV_2_10v_x30_BSE_Waipuru SB","1100CV","1100","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1100_CV_2_10v_x30_BSE.txt","txt","1100_CV_2_10v_x30_BSE_Waipuru SB","1100CV","1100","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1100_CV_3_10v_x30_BSE.tif","tif","1100_CV_3_10v_x30_BSE_Waipuru SB","1100CV","1100","CV","3","10v","x30","BSE"
"Stegs","Waipuru SB","1100_CV_3_10v_x30_BSE.txt","txt","1100_CV_3_10v_x30_BSE_Waipuru SB","1100CV","1100","CV","3","10v","x30","BSE"
"Stegs","Waipuru SB","1101_CC_1_10v_x30_BSE.tif","tif","1101_CC_1_10v_x30_BSE_Waipuru SB","1101CC","1101","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1101_CC_1_10v_x30_BSE.txt","txt","1101_CC_1_10v_x30_BSE_Waipuru SB","1101CC","1101","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1101_CC_2_10v_x30_BSE.tif","tif","1101_CC_2_10v_x30_BSE_Waipuru SB","1101CC","1101","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1101_CC_2_10v_x30_BSE.txt","txt","1101_CC_2_10v_x30_BSE_Waipuru SB","1101CC","1101","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1101_CC_3_10v_x30_BSE.tif","tif","1101_CC_3_10v_x30_BSE_Waipuru SB","1101CC","1101","CC","3","10v","x30","BSE"
"Stegs","Waipuru SB","1101_CC_3_10v_x30_BSE.txt","txt","1101_CC_3_10v_x30_BSE_Waipuru SB","1101CC","1101","CC","3","10v","x30","BSE"
"Stegs","Waipuru SB","1102_CV_1_10v_x30_BSE.tif","tif","1102_CV_1_10v_x30_BSE_Waipuru SB","1102CV","1102","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1102_CV_1_10v_x30_BSE.txt","txt","1102_CV_1_10v_x30_BSE_Waipuru SB","1102CV","1102","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1102_CV_2_10v_x30_BSE.tif","tif","1102_CV_2_10v_x30_BSE_Waipuru SB","1102CV","1102","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1102_CV_2_10v_x30_BSE.txt","txt","1102_CV_2_10v_x30_BSE_Waipuru SB","1102CV","1102","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1102_CV_3_10v_x30_BSE.tif","tif","1102_CV_3_10v_x30_BSE_Waipuru SB","1102CV","1102","CV","3","10v","x30","BSE"
"Stegs","Waipuru SB","1102_CV_3_10v_x30_BSE.txt","txt","1102_CV_3_10v_x30_BSE_Waipuru SB","1102CV","1102","CV","3","10v","x30","BSE"
"Stegs","Waipuru SB","1103_CC_1_10v_x30_BSE.tif","tif","1103_CC_1_10v_x30_BSE_Waipuru SB","1103CC","1103","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1103_CC_1_10v_x30_BSE.txt","txt","1103_CC_1_10v_x30_BSE_Waipuru SB","1103CC","1103","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1103_CC_2_10v_x30_BSE.tif","tif","1103_CC_2_10v_x30_BSE_Waipuru SB","1103CC","1103","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1103_CC_2_10v_x30_BSE.txt","txt","1103_CC_2_10v_x30_BSE_Waipuru SB","1103CC","1103","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1103_CC_3_10v_x30_BSE.tif","tif","1103_CC_3_10v_x30_BSE_Waipuru SB","1103CC","1103","CC","3","10v","x30","BSE"
"Stegs","Waipuru SB","1103_CC_3_10v_x30_BSE.txt","txt","1103_CC_3_10v_x30_BSE_Waipuru SB","1103CC","1103","CC","3","10v","x30","BSE"
"Stegs","Waipuru SB","1104_CV_1_10v_x30_BSE.tif","tif","1104_CV_1_10v_x30_BSE_Waipuru SB","1104CV","1104","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1104_CV_1_10v_x30_BSE.txt","txt","1104_CV_1_10v_x30_BSE_Waipuru SB","1104CV","1104","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1104_CV_2_10v_x30_BSE.tif","tif","1104_CV_2_10v_x30_BSE_Waipuru SB","1104CV","1104","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1104_CV_2_10v_x30_BSE.txt","txt","1104_CV_2_10v_x30_BSE_Waipuru SB","1104CV","1104","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1105_CC_1_10v_x30_BSE.tif","tif","1105_CC_1_10v_x30_BSE_Waipuru SB","1105CC","1105","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1105_CC_1_10v_x30_BSE.txt","txt","1105_CC_1_10v_x30_BSE_Waipuru SB","1105CC","1105","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1105_CC_2_10v_x30_BSE.tif","tif","1105_CC_2_10v_x30_BSE_Waipuru SB","1105CC","1105","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1105_CC_2_10v_x30_BSE.txt","txt","1105_CC_2_10v_x30_BSE_Waipuru SB","1105CC","1105","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1106_CV_1_10v_x30_BSE.tif","tif","1106_CV_1_10v_x30_BSE_Waipuru SB","1106CV","1106","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1106_CV_1_10v_x30_BSE.txt","txt","1106_CV_1_10v_x30_BSE_Waipuru SB","1106CV","1106","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1106_CV_2_10v_x30_BSE.tif","tif","1106_CV_2_10v_x30_BSE_Waipuru SB","1106CV","1106","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1106_CV_2_10v_x30_BSE.txt","txt","1106_CV_2_10v_x30_BSE_Waipuru SB","1106CV","1106","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1107_CC_1_10v_x30_BSE.tif","tif","1107_CC_1_10v_x30_BSE_Waipuru SB","1107CC","1107","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1107_CC_1_10v_x30_BSE.txt","txt","1107_CC_1_10v_x30_BSE_Waipuru SB","1107CC","1107","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1107_CC_2_10v_x30_BSE.tif","tif","1107_CC_2_10v_x30_BSE_Waipuru SB","1107CC","1107","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1107_CC_2_10v_x30_BSE.txt","txt","1107_CC_2_10v_x30_BSE_Waipuru SB","1107CC","1107","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1107_CC_3_10v_x30_BSE.tif","tif","1107_CC_3_10v_x30_BSE_Waipuru SB","1107CC","1107","CC","3","10v","x30","BSE"
"Stegs","Waipuru SB","1107_CC_3_10v_x30_BSE.txt","txt","1107_CC_3_10v_x30_BSE_Waipuru SB","1107CC","1107","CC","3","10v","x30","BSE"
"Stegs","Waipuru SB","1108_CV_1_10v_x30_BSE.tif","tif","1108_CV_1_10v_x30_BSE_Waipuru SB","1108CV","1108","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1108_CV_1_10v_x30_BSE.txt","txt","1108_CV_1_10v_x30_BSE_Waipuru SB","1108CV","1108","CV","1","10v","x30","BSE"
"Stegs","Waipuru SB","1108_CV_2_10v_x30_BSE.tif","tif","1108_CV_2_10v_x30_BSE_Waipuru SB","1108CV","1108","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1108_CV_2_10v_x30_BSE.txt","txt","1108_CV_2_10v_x30_BSE_Waipuru SB","1108CV","1108","CV","2","10v","x30","BSE"
"Stegs","Waipuru SB","1108_CV_3_10v_x30_BSE.tif","tif","1108_CV_3_10v_x30_BSE_Waipuru SB","1108CV","1108","CV","3","10v","x30","BSE"
"Stegs","Waipuru SB","1108_CV_3_10v_x30_BSE.txt","txt","1108_CV_3_10v_x30_BSE_Waipuru SB","1108CV","1108","CV","3","10v","x30","BSE"
"Stegs","Waipuru SB","1109_CC_1_10v_x30_BSE.tif","tif","1109_CC_1_10v_x30_BSE_Waipuru SB","1109CC","1109","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1109_CC_1_10v_x30_BSE.txt","txt","1109_CC_1_10v_x30_BSE_Waipuru SB","1109CC","1109","CC","1","10v","x30","BSE"
"Stegs","Waipuru SB","1109_CC_2_10v_x30_BSE.tif","tif","1109_CC_2_10v_x30_BSE_Waipuru SB","1109CC","1109","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1109_CC_2_10v_x30_BSE.txt","txt","1109_CC_2_10v_x30_BSE_Waipuru SB","1109CC","1109","CC","2","10v","x30","BSE"
"Stegs","Waipuru SB","1109_CC_3_10v_x30_BSE.tif","tif","1109_CC_3_10v_x30_BSE_Waipuru SB","1109CC","1109","CC","3","10v","x30","BSE"
"Stegs","Waipuru SB","1109_CC_3_10v_x30_BSE.txt","txt","1109_CC_3_10v_x30_BSE_Waipuru SB","1109CC","1109","CC","3","10v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","002i_CV_1_15v_x30_BSE.tif","tif","002i_CV_1_15v_x30_BSE_Nukumaru Brown Sand","002iCV","002i","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","002i_CV_1_15v_x30_BSE.txt","txt","002i_CV_1_15v_x30_BSE_Nukumaru Brown Sand","002iCV","002i","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","002i_CV_2_15v_x30_BSE.tif","tif","002i_CV_2_15v_x30_BSE_Nukumaru Brown Sand","002iCV","002i","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","002i_CV_2_15v_x30_BSE.txt","txt","002i_CV_2_15v_x30_BSE_Nukumaru Brown Sand","002iCV","002i","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","003i_CV_1_15v_x30_BSE.tif","tif","003i_CV_1_15v_x30_BSE_Nukumaru Brown Sand","003iCV","003i","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","003i_CV_1_15v_x30_BSE.txt","txt","003i_CV_1_15v_x30_BSE_Nukumaru Brown Sand","003iCV","003i","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","003i_CV_2_15v_x30_BSE.tif","tif","003i_CV_2_15v_x30_BSE_Nukumaru Brown Sand","003iCV","003i","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","003i_CV_2_15v_x30_BSE.txt","txt","003i_CV_2_15v_x30_BSE_Nukumaru Brown Sand","003iCV","003i","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Brown Sand","004i_CV_1_15v_x30.BSE.tif","tif","004i_CV_1_15v_x30_Nukumaru Brown Sand","004iCV","004i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","004i_CV_1_15v_x30.BSE.txt","txt","004i_CV_1_15v_x30_Nukumaru Brown Sand","004iCV","004i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","004i_CV_2_15v_x30.BSE.tif","tif","004i_CV_2_15v_x30_Nukumaru Brown Sand","004iCV","004i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","004i_CV_2_15v_x30.BSE.txt","txt","004i_CV_2_15v_x30_Nukumaru Brown Sand","004iCV","004i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","005i_F_1_15v_x35.BSE.tif","tif","005i_F_1_15v_x35_Nukumaru Brown Sand","005iF","005i","F","1","15v","x35",NA
"Stegs2","Nukumaru Brown Sand","005i_F_1_15v_x35.BSE.txt","txt","005i_F_1_15v_x35_Nukumaru Brown Sand","005iF","005i","F","1","15v","x35",NA
"Stegs2","Nukumaru Brown Sand","005i_F_2_15v_x30.BSE.tif","tif","005i_F_2_15v_x30_Nukumaru Brown Sand","005iF","005i","F","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","005i_F_2_15v_x30.BSE.txt","txt","005i_F_2_15v_x30_Nukumaru Brown Sand","005iF","005i","F","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","006i_CV_1_15v_x30.BSE.tif","tif","006i_CV_1_15v_x30_Nukumaru Brown Sand","006iCV","006i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","006i_CV_1_15v_x30.BSE.txt","txt","006i_CV_1_15v_x30_Nukumaru Brown Sand","006iCV","006i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","006i_CV_2_15v_x30.BSE.tif","tif","006i_CV_2_15v_x30_Nukumaru Brown Sand","006iCV","006i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","006i_CV_2_15v_x30.BSE.txt","txt","006i_CV_2_15v_x30_Nukumaru Brown Sand","006iCV","006i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","007i_CV_1_15v_x30.BSE.tif","tif","007i_CV_1_15v_x30_Nukumaru Brown Sand","007iCV","007i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","007i_CV_1_15v_x30.BSE.txt","txt","007i_CV_1_15v_x30_Nukumaru Brown Sand","007iCV","007i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","007i_CV_2_15v_x30.BSE.tif","tif","007i_CV_2_15v_x30_Nukumaru Brown Sand","007iCV","007i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","007i_CV_2_15v_x30.BSE.txt","txt","007i_CV_2_15v_x30_Nukumaru Brown Sand","007iCV","007i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","008i_CV_1_15v_x30.BSE.tif","tif","008i_CV_1_15v_x30_Nukumaru Brown Sand","008iCV","008i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","008i_CV_1_15v_x30.BSE.txt","txt","008i_CV_1_15v_x30_Nukumaru Brown Sand","008iCV","008i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","008i_CV_2_15v_x30.BSE.tif","tif","008i_CV_2_15v_x30_Nukumaru Brown Sand","008iCV","008i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","008i_CV_2_15v_x30.BSE.txt","txt","008i_CV_2_15v_x30_Nukumaru Brown Sand","008iCV","008i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","009i_CV_1_15v_x30.BSE.tif","tif","009i_CV_1_15v_x30_Nukumaru Brown Sand","009iCV","009i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","009i_CV_1_15v_x30.BSE.txt","txt","009i_CV_1_15v_x30_Nukumaru Brown Sand","009iCV","009i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","009i_CV_2_15v_x30.BSE.tif","tif","009i_CV_2_15v_x30_Nukumaru Brown Sand","009iCV","009i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","009i_CV_2_15v_x30.BSE.txt","txt","009i_CV_2_15v_x30_Nukumaru Brown Sand","009iCV","009i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","010i_CV_1_15v_x30.BSE.tif","tif","010i_CV_1_15v_x30_Nukumaru Brown Sand","010iCV","010i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","010i_CV_1_15v_x30.BSE.txt","txt","010i_CV_1_15v_x30_Nukumaru Brown Sand","010iCV","010i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","010i_CV_2_15v_x30.BSE.tif","tif","010i_CV_2_15v_x30_Nukumaru Brown Sand","010iCV","010i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","010i_CV_2_15v_x30.BSE.txt","txt","010i_CV_2_15v_x30_Nukumaru Brown Sand","010iCV","010i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","011i_CC_1_15v_x30.BSE.tif","tif","011i_CC_1_15v_x30_Nukumaru Brown Sand","011iCC","011i","CC","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","011i_CC_1_15v_x30.BSE.txt","txt","011i_CC_1_15v_x30_Nukumaru Brown Sand","011iCC","011i","CC","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","011i_CC_2_15v_x30.BSE.tif","tif","011i_CC_2_15v_x30_Nukumaru Brown Sand","011iCC","011i","CC","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","011i_CC_2_15v_x30.BSE.txt","txt","011i_CC_2_15v_x30_Nukumaru Brown Sand","011iCC","011i","CC","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","012i_CC_1_15v_x30.BSE.tif","tif","012i_CC_1_15v_x30_Nukumaru Brown Sand","012iCC","012i","CC","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","012i_CC_1_15v_x30.BSE.txt","txt","012i_CC_1_15v_x30_Nukumaru Brown Sand","012iCC","012i","CC","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","012i_CC_2_15v_x30.BSE.tif","tif","012i_CC_2_15v_x30_Nukumaru Brown Sand","012iCC","012i","CC","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","012i_CC_2_15v_x30.BSE.txt","txt","012i_CC_2_15v_x30_Nukumaru Brown Sand","012iCC","012i","CC","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","013i_CV_1_15v_x30.BSE.tif","tif","013i_CV_1_15v_x30_Nukumaru Brown Sand","013iCV","013i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","013i_CV_1_15v_x30.BSE.txt","txt","013i_CV_1_15v_x30_Nukumaru Brown Sand","013iCV","013i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","013i_CV_2_15v_x30.BSE.tif","tif","013i_CV_2_15v_x30_Nukumaru Brown Sand","013iCV","013i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","013i_CV_2_15v_x30.BSE.txt","txt","013i_CV_2_15v_x30_Nukumaru Brown Sand","013iCV","013i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","014i_CV_1_15v_x30.BSE.tif","tif","014i_CV_1_15v_x30_Nukumaru Brown Sand","014iCV","014i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","014i_CV_1_15v_x30.BSE.txt","txt","014i_CV_1_15v_x30_Nukumaru Brown Sand","014iCV","014i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","014i_CV_2_15v_x30.BSE.tif","tif","014i_CV_2_15v_x30_Nukumaru Brown Sand","014iCV","014i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","014i_CV_2_15v_x30.BSE.txt","txt","014i_CV_2_15v_x30_Nukumaru Brown Sand","014iCV","014i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","015i_CV_1_15v_x30.BSE.tif","tif","015i_CV_1_15v_x30_Nukumaru Brown Sand","015iCV","015i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","015i_CV_1_15v_x30.BSE.txt","txt","015i_CV_1_15v_x30_Nukumaru Brown Sand","015iCV","015i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","015i_CV_2_15v_x30.BSE.tif","tif","015i_CV_2_15v_x30_Nukumaru Brown Sand","015iCV","015i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","015i_CV_2_15v_x30.BSE.txt","txt","015i_CV_2_15v_x30_Nukumaru Brown Sand","015iCV","015i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","016i_CV_1_15v_x30.BSE.tif","tif","016i_CV_1_15v_x30_Nukumaru Brown Sand","016iCV","016i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","016i_CV_1_15v_x30.BSE.txt","txt","016i_CV_1_15v_x30_Nukumaru Brown Sand","016iCV","016i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","016i_CV_2_15v_x30.BSE.tif","tif","016i_CV_2_15v_x30_Nukumaru Brown Sand","016iCV","016i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","016i_CV_2_15v_x30.BSE.txt","txt","016i_CV_2_15v_x30_Nukumaru Brown Sand","016iCV","016i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","017i_CV_1_15v_x30.BSE.tif","tif","017i_CV_1_15v_x30_Nukumaru Brown Sand","017iCV","017i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","017i_CV_1_15v_x30.BSE.txt","txt","017i_CV_1_15v_x30_Nukumaru Brown Sand","017iCV","017i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","017i_CV_2_15v_x30.BSE.tif","tif","017i_CV_2_15v_x30_Nukumaru Brown Sand","017iCV","017i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","017i_CV_2_15v_x30.BSE.txt","txt","017i_CV_2_15v_x30_Nukumaru Brown Sand","017iCV","017i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","017i_CV_3_15v_x30.BSE.tif","tif","017i_CV_3_15v_x30_Nukumaru Brown Sand","017iCV","017i","CV","3","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","017i_CV_3_15v_x30.BSE.txt","txt","017i_CV_3_15v_x30_Nukumaru Brown Sand","017iCV","017i","CV","3","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","018i_CV_1_15v_x30.BSE.tif","tif","018i_CV_1_15v_x30_Nukumaru Brown Sand","018iCV","018i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","018i_CV_1_15v_x30.BSE.txt","txt","018i_CV_1_15v_x30_Nukumaru Brown Sand","018iCV","018i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","018i_CV_2_15v_x30.BSE.tif","tif","018i_CV_2_15v_x30_Nukumaru Brown Sand","018iCV","018i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","018i_CV_2_15v_x30.BSE.txt","txt","018i_CV_2_15v_x30_Nukumaru Brown Sand","018iCV","018i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","019i_CV_1_15v_x30.BSE.tif","tif","019i_CV_1_15v_x30_Nukumaru Brown Sand","019iCV","019i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","019i_CV_1_15v_x30.BSE.txt","txt","019i_CV_1_15v_x30_Nukumaru Brown Sand","019iCV","019i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","019i_CV_2_15v_x30.BSE.tif","tif","019i_CV_2_15v_x30_Nukumaru Brown Sand","019iCV","019i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","019i_CV_2_15v_x30.BSE.txt","txt","019i_CV_2_15v_x30_Nukumaru Brown Sand","019iCV","019i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","020i_CC_1_15v_x30.BSE.tif","tif","020i_CC_1_15v_x30_Nukumaru Brown Sand","020iCC","020i","CC","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","020i_CC_1_15v_x30.BSE.txt","txt","020i_CC_1_15v_x30_Nukumaru Brown Sand","020iCC","020i","CC","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","020i_CC_2_15v_x30.BSE.tif","tif","020i_CC_2_15v_x30_Nukumaru Brown Sand","020iCC","020i","CC","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","020i_CC_2_15v_x30.BSE.txt","txt","020i_CC_2_15v_x30_Nukumaru Brown Sand","020iCC","020i","CC","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","022i_CV_1_15v_x30.BSE.tif","tif","022i_CV_1_15v_x30_Nukumaru Brown Sand","022iCV","022i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","022i_CV_1_15v_x30.BSE.txt","txt","022i_CV_1_15v_x30_Nukumaru Brown Sand","022iCV","022i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","022i_CV_2_15v_x30.BSE.tif","tif","022i_CV_2_15v_x30_Nukumaru Brown Sand","022iCV","022i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","022i_CV_2_15v_x30.BSE.txt","txt","022i_CV_2_15v_x30_Nukumaru Brown Sand","022iCV","022i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","023i_CV_1_15v_x30.BSE.tif","tif","023i_CV_1_15v_x30_Nukumaru Brown Sand","023iCV","023i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","023i_CV_1_15v_x30.BSE.txt","txt","023i_CV_1_15v_x30_Nukumaru Brown Sand","023iCV","023i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","023i_CV_2_15v_x30.BSE.tif","tif","023i_CV_2_15v_x30_Nukumaru Brown Sand","023iCV","023i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","023i_CV_2_15v_x30.BSE.txt","txt","023i_CV_2_15v_x30_Nukumaru Brown Sand","023iCV","023i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","024i_CV_1_15v_x30.BSE.tif","tif","024i_CV_1_15v_x30_Nukumaru Brown Sand","024iCV","024i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","024i_CV_1_15v_x30.BSE.txt","txt","024i_CV_1_15v_x30_Nukumaru Brown Sand","024iCV","024i","CV","1","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","024i_CV_2_15v_x30.BSE.tif","tif","024i_CV_2_15v_x30_Nukumaru Brown Sand","024iCV","024i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","024i_CV_2_15v_x30.BSE.txt","txt","024i_CV_2_15v_x30_Nukumaru Brown Sand","024iCV","024i","CV","2","15v","x30",NA
"Stegs2","Nukumaru Brown Sand","026i_CC_1_15v_x30.BSE.tif","tif","026i_CC_1_15v_x30_Nukumaru Brown Sand","026iCC","026i","CC","1","15v","x30",NA
